fecha,meteo,tipo_accidente,lesividad,distrito,direccion
2018-01-16 16:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE SEVILLA NUM                                                                                 6
2018-01-17 01:00:00,Despejado,Colision,Leve,CHAMBERI                      ,CALLE DE GENOVA NUM                                                                                  23
2018-01-18 15:00:00,Despejado,Imprudencia,Leve,MONCLOA-ARAVACA               ,PASEO DE MARIA TERESA NUM                                                                            7
2018-01-18 17:00:00,Despejado,Caida,Grave,SAN BLAS                      ,AVENIDA DE LUIS ARAGONÉS - CALLE DE SAN HILARIO
2018-01-18 21:00:00,Despejado,Colision,Leve,CHAMBERI                      ,CALLE DE GENOVA NUM                                                                                  7
2018-01-19 16:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE CARRANZA NUM                                                                                7
2018-01-20 08:00:00,Despejado,Colision,Leve,VILLA DE VALLECAS             ,AVENIDA DE LA GAVIA - AVENIDA DEL MAYORAZGO
2018-01-20 17:00:00,Despejado,Colision,Leve,HORTALEZA                     ,CALLE DE FRANCISCO UMBRAL - GLORIETA DE ISIDRO GONZALEZ VELAZQUEZ
2018-01-21 12:00:00,Despejado,Caida,Leve,LATINA                        ,CARRETERA DE LA VENTA DE LA RUBIA
2018-01-21 13:00:00,Despejado,Caida,Leve,LATINA                        ,CALLE  VIA CARPETANA NUM                                                                             138
2018-01-22 13:00:00,Despejado,Colision,Leve,TETUAN                        ,CALLE DE LA INFANTA MERCEDES NUM                                                                     38
2018-01-24 09:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE SANTA ENGRACIA NUM                                                                          97
2018-01-24 19:00:00,Despejado,Caida,Leve,ARGANZUELA                    ,CALLE DE JAIME EL CONQUISTADOR - CALLE DEL PARROCO JULIO MORATE
2018-01-24 20:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE SANTA ENGRACIA NUM                                                                          33
2018-01-24 20:00:00,Despejado,Colision,Leve,SAN BLAS                      ,CARRIL  ANILLO VERDE CICLISTA KM.                                                                    13000
2018-01-24 20:00:00,Despejado,Colision,Leve,SAN BLAS                      ,CARRIL  ANILLO VERDE CICLISTA KM.                                                                    13000
2018-01-24 21:00:00,Despejado,Caida,Leve,RETIRO                        ,AUTOVIA  M-30 CALZADA 1 - AVENIDA DE LA CIUDAD DE BARCELONA
2018-01-24 22:00:00,Despejado,Caida,Leve,ARGANZUELA                    ,PARQUE DE MADRID RIO (RIBERA ESTE) KM.                                                               6600
2018-01-26 15:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,CALLE DEL CERRO DE VALDECAHONDE NUM                                                                  15
2018-01-26 22:00:00,Despejado,Caida,Leve,VILLAVERDE                    ,CALLE DE ENCARNACION OVIOL NUM                                                                       27
2018-01-27 09:00:00,Despejado,Colision,Leve,USERA                         ,AVENIDA DE LOS POBLADOS - CAMINO  VIEJO DE VILLAVERDE
2018-01-27 13:00:00,Despejado,Colision,Leve,TETUAN                        ,CALLE DEL COMANDANTE ZORITA NUM                                                                      17
2018-01-27 15:00:00,Despejado,Caida,Leve,CARABANCHEL                   ,CARRIL  ANILLO VERDE CICLISTA KM.                                                                    32700
2018-01-27 19:00:00,Despejado,Colision,Leve,CIUDAD LINEAL                 ,CALLE DE JOSE DEL HIERRO NUM                                                                         3
2018-01-28 12:00:00,Despejado,Caida,Leve,SAN BLAS                      ,CALLE DE SOFIA NUM                                                                                   7
2018-01-28 16:00:00,Despejado,Colision,Grave,RETIRO                        ,PLAZA DEL MAESTRO VILLA
2018-01-28 16:00:00,Despejado,Colision,Leve,RETIRO                        ,PLAZA DEL MAESTRO VILLA
2018-01-28 22:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE GENOVA - PLAZA DE ALONSO MARTINEZ
2018-01-29 15:00:00,Despejado,Colision,Leve,VILLA DE VALLECAS             ,CALLE DE SIERRA GORDA - PLAZA DE JUAN DE MALASAÑA
2018-01-29 19:00:00,Despejado,Colision,Leve,CHAMARTIN                     ,CALLE DE BALBINA VALVERDE - CALLE DE JOAQUIN COSTA
2018-01-29 21:00:00,Despejado,Caida,Leve,SALAMANCA                     ,CALLE DE HERMOSILLA - CALLE DE NUÑEZ DE BALBOA
2018-01-30 09:00:00,Despejado,Colision,Leve,HORTALEZA                     ,AVENIDA DE SAN LUIS NUM                                                                              53
2018-01-30 13:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DEL ESPEJO NUM                                                                                 12
2018-01-31 18:00:00,Despejado,Caida,Leve,MORATALAZ                     ,CALLE  ARROYO DE LA MEDIA LEGUA NUM                                                                  8
2018-02-01 08:00:00,Despejado,Colision,Leve,SAN BLAS                      ,CALLE DE AMPOSTA - CALLE DE POBLADURA DEL VALLE
2018-02-01 15:00:00,Despejado,Colision,Leve,CENTRO                        ,PLAZA DE TIRSO DE MOLINA NUM                                                                         12
2018-02-01 19:00:00,Lluvia,Colision,Leve,VICALVARO                     ,CALLE DE CORDEL DE PAVONES NUM                                                                       44
2018-02-02 13:00:00,Despejado,Colision,Leve,CHAMBERI                      ,GLORIETA DE CUATRO CAMINOS NUM                                                                       1
2018-02-02 19:00:00,Despejado,Colision,Leve,SALAMANCA                     ,CALLE DE VILLANUEVA NUM                                                                              2
2018-02-02 20:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE ELOY GONZALO - GLORIETA DE QUEVEDO
2018-02-04 05:00:00,Lluvia,Colision,Leve,SALAMANCA                     ,CALLE DE VELAZQUEZ NUM                                                                               30
2018-02-05 17:00:00,Lluvia,Colision,Leve,RETIRO                        ,AVENIDA DE LA ALBUFERA - AVENIDA DE LA CIUDAD DE BARCELONA
2018-02-06 09:00:00,Despejado,Colision,Leve,SALAMANCA                     ,CALLE DE ALCALA - CALLE DE O'DONNELL
2018-02-06 12:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE ALMAGRO NUM                                                                                 22
2018-02-06 17:00:00,Nieve,Caida,Leve,CIUDAD LINEAL                 ,CALLE DE GARCIA QUINTANILLA - CALLE DEL GENERAL ARANAZ
2018-02-07 19:00:00,Despejado,Colision,Leve,CENTRO                        ,PASEO DEL PRADO - PLAZA DE CANOVAS DEL CASTILLO
2018-02-08 18:00:00,Despejado,Colision,Leve,SALAMANCA                     ,PASEO DE LA CASTELLANA NUM                                                                           48
2018-02-08 19:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE  GRAN VIA NUM                                                                                  32
2018-02-09 12:00:00,Despejado,Caida,Leve,SALAMANCA                     ,CALLE DE VELAZQUEZ NUM                                                                               28
2018-02-10 19:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE ARGUMOSA NUM                                                                                28
2018-02-12 13:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE  GRAN VIA NUM                                                                                  37
2018-02-13 08:00:00,Despejado,Imprudencia,Moderada,CHAMBERI                      ,CALLE DE JOSE ABASCAL - CALLE DE SANTA ENGRACIA
2018-02-14 02:00:00,Despejado,Caida,Leve,RETIRO                        ,CALLE DE O'DONNELL - CALLE DEL DOCTOR ESQUERDO
2018-02-14 18:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE BRAVO MURILLO NUM                                                                           9
2018-02-14 21:00:00,Despejado,Colision,Moderada,SALAMANCA                     ,CALLE DE GOYA - PASEO DE LA CASTELLANA
2018-02-15 04:00:00,Despejado,Caida,Leve,RETIRO                        ,CALLE DE ALFONSO XII NUM                                                                             68
2018-02-15 18:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,CALLE DE FERRAZ NUM                                                                                  5
2018-02-15 20:00:00,Despejado,Colision,Leve,SAN BLAS                      ,CALLE DE ALBASANZ NUM                                                                                71
2018-02-16 09:00:00,Despejado,Caida,Leve,CENTRO                        ,PLAZA DE LA PUERTA DEL SOL NUM                                                                       1
2018-02-18 03:00:00,Despejado,Colision,Leve,CARABANCHEL                   ,CALLE DE LA VIA NUM                                                                                  48
2018-02-18 12:00:00,Despejado,Colision,Leve,VILLA DE VALLECAS             ,AVENIDA DEL MAYORAZGO - CALLE DE VILLAMANTA
2018-02-19 13:00:00,Despejado,Caida,Leve,HORTALEZA                     ,CALLE DE ARTURO SORIA - CAMINO DE LA HUERTA
2018-02-21 09:00:00,Despejado,Caida,Leve,TETUAN                        ,CALLE DE RAIMUNDO FERNANDEZ VILLAVERDE - PASEO DE LA CASTELLANA
2018-02-21 18:00:00,Despejado,Imprudencia,Leve,CIUDAD LINEAL                 ,CALLE DE ASCAO NUM                                                                                   45
2018-02-22 07:00:00,Despejado,Colision,Leve,RETIRO                        ,CALLE DE MAIQUEZ - CALLE DEL ALCALDE SAINZ DE BARANDA
2018-02-22 13:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO           ,CARRETERA DE FUENCARRAL A ALCOBENDAS KM.                                                             1200
2018-02-22 14:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS            ,AVENIDA DE BUENOS AIRES - AVENIDA DE MIGUEL HERNANDEZ
2018-02-23 12:00:00,Despejado,Colision,Leve,USERA                         ,CALLE DE DOLORES BARRANCO - CALLE DEL OLVIDO
2018-02-23 13:00:00,Despejado,Imprudencia,Moderada,CENTRO                        ,CALLE DE LA BENEFICENCIA NUM                                                                         8
2018-02-24 14:00:00,Despejado,Caida,Leve,CHAMARTIN                     ,CALLE DEL PADRE DAMIAN NUM                                                                           5
2018-02-24 20:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS            ,CALLE DE BENJAMIN PALENCIA NUM                                                                       18
2018-02-25 10:00:00,Despejado,Imprudencia,Leve,LATINA                        ,PARQUE DE LA CASA DE CAMPO
2018-02-25 12:00:00,Despejado,Colision,Grave,SAN BLAS                      ,AVENIDA DE CANILLEJAS A VICALVARO NUM                                                                1
2018-02-25 23:00:00,Despejado,Colision,Leve,SALAMANCA                     ,CALLE DE ALCALA - CALLE DE VELAZQUEZ
2018-02-26 19:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE ALONSO CANO - CALLE DE CRISTOBAL BORDIU
2018-02-26 21:00:00,Despejado,Colision,Leve,RETIRO                        ,CALLE DEL DOCTOR VELASCO NUM                                                                         4
2018-02-27 13:00:00,Lluvia,Colision,Leve,CENTRO                        ,CALLE DE LA CAVA BAJA NUM                                                                            25
2018-02-28 02:00:00,Lluvia,Colision,Leve,CENTRO                        ,CALLE DE TRIBULETE - PLAZA DE LAVAPIES
2018-03-02 16:00:00,Lluvia,Colision,Moderada,CARABANCHEL                   ,AVENIDA DE OPORTO - CALLE DE FRANCISCO DE ICAZA
2018-03-02 16:00:00,Lluvia,Colision,Leve,CARABANCHEL                   ,AVENIDA DE OPORTO - CALLE DE FRANCISCO DE ICAZA
2018-03-02 18:00:00,Lluvia,Colision,Leve,RETIRO                        ,PLAZA DEL DOCTOR LAGUNA NUM                                                                          13
2018-03-03 06:00:00,Lluvia,Colision,Leve,CENTRO                        ,CALLE DE ALCALA NUM                                                                                  45
2018-03-09 13:00:00,Lluvia,Colision,Leve,SALAMANCA                     ,CALLE DE ALCALA NUM                                                                                  198
2018-03-09 22:00:00,Lluvia,Colision,Leve,SALAMANCA                     ,CALLE DE ALCALA - PLAZA DE MANUEL BECERRA
2018-03-10 21:00:00,Lluvia,Caida,Grave,SALAMANCA                     ,PLAZA DE LA INDEPENDENCIA NUM                                                                        4
2018-03-11 14:00:00,Lluvia,Colision,Leve,CENTRO                        ,PLAZA DEL EMPERADOR CARLOS V NUM                                                                     8
2018-03-11 18:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE CARRETAS NUM                                                                                11
2018-03-11 18:00:00,Lluvia,Caida,Leve,CENTRO                        ,PLAZA DE TIRSO DE MOLINA NUM                                                                         10
2018-03-11 19:00:00,Despejado,Colision,Leve,TETUAN                        ,CALLE DE JUAN PANTOJA - CALLE DEL TOPETE
2018-03-12 20:00:00,Despejado,Colision,Leve,ARGANZUELA                    ,GLORIETA DE LAS PIRAMIDES - PASEO  IMPERIAL
2018-03-13 12:00:00,Despejado,Imprudencia,Moderada,CHAMARTIN                     ,CALLE DE GUSTAVO FERNANDEZ BALBUENA NUM                                                              11
2018-03-13 15:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS            ,CAMINO DE VALDERRIBAS NUM                                                                            113
2018-03-14 13:00:00,Lluvia,Caida,Leve,CENTRO                        ,PLAZA DE LA PUERTA DEL SOL NUM                                                                       4
2018-03-14 19:00:00,Lluvia,Caida,Leve,CENTRO                        ,CALLE DE CARRANZA NUM                                                                                25
2018-03-15 22:00:00,Despejado,Caida,Leve,RETIRO                        ,CALLE DE CLAUDIO MOYANO NUM                                                                          2
2018-03-16 11:00:00,Despejado,Caida,Grave,USERA                         ,CAMINO DE PERALES NUM                                                                                20
2018-03-16 14:00:00,Despejado,Caida,Leve,RETIRO                        ,PASEO DEL FERNAN NUÑEZ
2018-03-16 15:00:00,Lluvia,Caida,Leve,TETUAN                        ,PASEO DE LA DIRECCION NUM                                                                            285
2018-03-20 11:00:00,Despejado,Colision,Leve,SALAMANCA                     ,CALLE DE SERRANO NUM                                                                                 91
2018-03-21 11:00:00,Despejado,Colision,Leve,MORATALAZ                     ,CALLE DE FOBOS NUM                                                                                   17
2018-03-21 12:00:00,Despejado,Caida,Leve,FUENCARRAL-EL PARDO           ,CARRETERA DE PARDO A FUENCARRAL KM.                                                                  3500
2018-03-23 10:00:00,Despejado,Caida,Leve,LATINA                        ,CALLE DE LAS FLAUTAS - CALLE DE LOS CLARINETES
2018-03-25 13:00:00,Despejado,Caida,Leve,PUENTE DE VALLECAS            ,AVENIDA DE BUENOS AIRES - CALLE DE MOGAMBO
2018-03-26 22:00:00,Despejado,Caida,Leve,CARABANCHEL                   ,AVENIDA DE LOS POBLADOS - CALLE DE VENTURA DIAZ BERNARDO
2018-03-27 16:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,PLAZA DE LAS MORERAS NUM                                                                             1
2018-03-27 16:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,PLAZA DE LAS MORERAS NUM                                                                             1
2018-03-27 17:00:00,Despejado,Colision,Leve,LATINA                        ,CALLE DE CEBREROS NUM                                                                                9
2018-03-27 18:00:00,Despejado,Caida,Grave,SAN BLAS                      ,CALLE DE ESTOCOLMO - CARRIL  ANILLO VERDE CICLISTA
2018-03-28 13:00:00,Despejado,Colision,Leve,ARGANZUELA                    ,PARQUE DE MADRID RIO (RIBERA ESTE) KM.                                                               6000
2018-03-28 13:00:00,Despejado,Colision,Leve,ARGANZUELA                    ,PARQUE DE MADRID RIO (RIBERA ESTE) KM.                                                               6000
2018-03-29 11:00:00,Despejado,Colision,Leve,ARGANZUELA                    ,CALLE DE LA BATALLA DEL SALADO - CALLE DEL GENERAL PALANCA
2018-03-31 13:00:00,Despejado,Caida,Leve,RETIRO                        ,AVENIDA DE LA CIUDAD DE BARCELONA NUM                                                                108
2018-04-01 03:00:00,Despejado,Imprudencia,Leve,CHAMBERI                      ,CALLE DE SANTA ENGRACIA NUM                                                                          82
2018-04-01 22:00:00,Despejado,Caida,Leve,RETIRO                        ,AVENIDA DE LA CIUDAD DE BARCELONA NUM                                                                208
2018-04-02 15:00:00,Despejado,Imprudencia,Moderada,RETIRO                        ,AVENIDA DE LA CIUDAD DE BARCELONA NUM                                                                144
2018-04-02 18:00:00,Despejado,Imprudencia,Moderada,RETIRO                        ,PASEO DE LA INFANTA ISABEL - PLAZA DEL EMPERADOR CARLOS V
2018-04-03 08:00:00,Despejado,Colision,Grave,PUENTE DE VALLECAS            ,AVENIDA DE LA ALBUFERA NUM                                                                           7
2018-04-03 09:00:00,Despejado,Colision,Leve,RETIRO                        ,AVENIDA DE LA CIUDAD DE BARCELONA - AVENIDA DE MENENDEZ PELAYO
2018-04-04 21:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE  MAYOR - CALLE DE BAILEN
2018-04-05 09:00:00,Despejado,Caida,Leve,CENTRO                        ,CUESTA DE LA VEGA - PASEO DE LA CIUDAD DE PLASENCIA
2018-04-05 11:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA               ,AVENIDA DE PUERTA DE HIERRO NUM                                                                      19
2018-04-06 03:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DEL CASINO NUM                                                                                 16
2018-04-06 10:00:00,Despejado,Colision,Grave,MONCLOA-ARAVACA               ,CALLE DE FRANCISCO Y JACINTO ALCANTARA - PASEO DE CAMOENS Y VALERO
2018-04-07 07:00:00,Despejado,Imprudencia,Grave,CENTRO                        ,CALLE DE SERRANO JOVER NUM                                                                           4
2018-04-07 19:00:00,Despejado,Caida,Leve,SALAMANCA                     ,CALLE DE VELAZQUEZ NUM                                                                               18
2018-04-08 13:00:00,Despejado,Imprudencia,Moderada,CARABANCHEL                   ,CALLE DE ANTONIO DE LEYVA NUM                                                                        18
2018-04-08 15:00:00,Despejado,Colision,Leve,CENTRO                        ,PASEO DEL PRADO NUM                                                                                  42
2018-04-08 21:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE BAILEN - CALLE DE CALATRAVA
2018-04-12 16:00:00,Lluvia,Caida,Leve,CENTRO                        ,CALLE DE LA MAGDALENA NUM                                                                            28
2018-04-12 17:00:00,Despejado,Colision,Leve,MORATALAZ                     ,AVENIDA DE MORATALAZ NUM                                                                             59
2018-04-12 17:00:00,Despejado,Colision,Leve,MORATALAZ                     ,AVENIDA DE MORATALAZ NUM                                                                             59
2018-04-12 18:00:00,Lluvia,Imprudencia,Moderada,TETUAN                        ,AVENIDA DEL GENERAL PERON - CALLE DEL CAPITAN HAYA
2018-04-13 13:00:00,Despejado,Colision,Leve,RETIRO                        ,CALLE DEL DOCTOR ESQUERDO - PLAZA DEL CONDE DE CASAL
2018-04-14 14:00:00,Despejado,Imprudencia,Leve,PUENTE DE VALLECAS            ,AVENIDA DE MIGUEL HERNANDEZ NUM                                                                      48
2018-04-14 18:00:00,Despejado,Caida,Grave,CHAMBERI                      ,CALLE DE GUZMAN EL BUENO NUM                                                                         30
2018-04-14 19:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DEL CONDE DUQUE NUM                                                                            13
2018-04-16 14:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO           ,RONDA DEL CABALLERO DE LA MANCHA NUM                                                                 182
2018-04-17 17:00:00,Despejado,Colision,Leve,LATINA                        ,CALLE DE LOGROSAN - CALLE DE MIRABEL
2018-04-17 20:00:00,Despejado,Colision,Leve,HORTALEZA                     ,AVENIDA DEL CONSEJO DE EUROPA - GLORIETA DE S.A.R. DON JUAN DE BORBON Y BATTEMBERG
2018-04-18 08:00:00,Despejado,Caida,Leve,CENTRO                        ,PASEO DEL PRADO NUM                                                                                  16
2018-04-18 16:00:00,Despejado,Caida,Grave,CENTRO                        ,CALLE  IMPERIAL NUM                                                                                  5
2018-04-18 17:00:00,Despejado,Caida,Leve,FUENCARRAL-EL PARDO           ,AVENIDA DEL SANTUARIO DE VALVERDE NUM                                                                68
2018-04-18 18:00:00,Despejado,Caida,Leve,SALAMANCA                     ,CALLE DE SERRANO NUM                                                                                 17
2018-04-19 10:00:00,Despejado,Caida,Leve,HORTALEZA                     ,AVENIDA DE FRANCISCO PI Y MARGALL - AVENIDA DE NICETO ALCALA ZAMORA
2018-04-19 16:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA               ,PASEO DEL PIÑONERO - PLAZA DE LAS MORERAS
2018-04-19 18:00:00,Despejado,Caida,Leve,LATINA                        ,CALLE DEL GENERAL ROMERO BASART NUM                                                                  88
2018-04-19 22:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE SAN BERNARDO NUM                                                                            72
2018-04-20 15:00:00,Despejado,Caida,Leve,LATINA                        ,AVENIDA DE PORTUGAL - CALLE DE SAAVEDRA FAJARDO
2018-04-20 16:00:00,Despejado,Caida,Grave,RETIRO                        ,PARQUE DEL RETIRO
2018-04-21 07:00:00,Despejado,Caida,Leve,ARGANZUELA                    ,PARQUE DE MADRID RIO (RIBERA ESTE) KM.                                                               6500
2018-04-21 23:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS            ,AVENIDA DE SAN DIEGO - CALLE DEL CONVENIO
2018-04-22 00:00:00,Despejado,Caida,Grave,CENTRO                        ,CALLE DE SOMBRERETE - CALLE DEL MESON DE PAREDES
2018-04-22 11:00:00,Despejado,Colision,Leve,CHAMARTIN                     ,AVENIDA DE PIO XII - CALLE DE LOS CAIDOS DE LA DIVISION AZUL
2018-04-24 12:00:00,Despejado,Imprudencia,Leve,CARABANCHEL                   ,CALLE DE LOLA MEMBRIVES NUM                                                                          5
2018-04-24 16:00:00,Despejado,Colision,Leve,CIUDAD LINEAL                 ,CALLE DE SANTA GENOVEVA NUM                                                                          26
2018-04-24 21:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA               ,CALLE DE LA PRINCESA NUM                                                                             27
2018-04-25 12:00:00,Despejado,Caida,Leve,RETIRO                        ,AVENIDA DE MENENDEZ PELAYO - CALLE DE GRANADA
2018-04-25 16:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS            ,CALLE DE HISTORIAS DE LA RADIO NUM                                                                   1
2018-04-26 11:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE ALCALA - CALLE DE CEDACEROS
2018-04-26 15:00:00,Despejado,Caida,Leve,USERA                         ,AVENIDA DE LOS POBLADOS - CAMINO  VIEJO DE VILLAVERDE
2018-04-26 20:00:00,Despejado,Caida,Leve,VILLA DE VALLECAS             ,CALLE DE SIERRA DE GUADALUPE NUM                                                                     9
2018-04-26 22:00:00,Despejado,Caida,Leve,FUENCARRAL-EL PARDO           ,CALLE DEL MONASTERIO DE ARLANZA - CALLE DEL REINO DE CANDAYA
2018-04-27 08:00:00,Despejado,Caida,Leve,SAN BLAS                      ,CALLE DE JULIAN CAMARILLO - CALLE DE RUFINO GONZALEZ
2018-04-28 17:00:00,Despejado,Caida,Leve,SAN BLAS                      ,CALLE DE ALCALA NUM                                                                                  522
2018-04-29 13:00:00,Lluvia,Colision,Leve,RETIRO                        ,PLAZA DE CIBELES NUM                                                                                 1
2018-04-30 12:00:00,Despejado,Imprudencia,Leve,SAN BLAS                      ,CALLE DE DEYANIRA NUM                                                                                23
2018-05-01 16:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,PASEO DEL PIÑONERO NUM                                                                               1
2018-05-01 16:00:00,Despejado,Colision,Grave,MONCLOA-ARAVACA               ,PASEO DEL PIÑONERO NUM                                                                               1
2018-05-02 10:00:00,Despejado,Caida,Leve,SAN BLAS                      ,AVENIDA DE LUIS ARAGONÉS NUM                                                                         4
2018-05-02 11:00:00,Despejado,Caida,Grave,MONCLOA-ARAVACA               ,CARRETERA DE LA CIUDAD UNIVERSITARIA KM.                                                             1
2018-05-02 18:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS            ,AVENIDA DE LA ALBUFERA - CALLE DE JOSEFA DIAZ
2018-05-02 18:00:00,Despejado,Imprudencia,Leve,USERA                         ,CALLE DE JUAN ESPAÑOL NUM                                                                            15
2018-05-03 17:00:00,Despejado,Caida,Leve,RETIRO                        ,CALLE DE CLAUDIO MOYANO NUM                                                                          1
2018-05-05 09:00:00,Despejado,Imprudencia,Moderada,CENTRO                        ,CALLE DE LA MONTERA NUM                                                                              18
2018-05-05 12:00:00,Despejado,Caida,Leve,CARABANCHEL                   ,AVENIDA DE LOS POBLADOS - CALLE DE LA SECOYA
2018-05-05 16:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,CALLE DE FERRAZ - CALLE DEL MARQUES DE URQUIJO
2018-05-06 09:00:00,Despejado,Caida,Grave,VILLA DE VALLECAS             ,AVENIDA DEL MAYORAZGO - CAMINO DE LA MAGDALENA
2018-05-06 10:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE ARGUMOSA - RONDA DE ATOCHA
2018-05-06 15:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE FUCAR - CALLE DEL GOBERNADOR
2018-05-07 08:00:00,Despejado,Imprudencia,Leve,PUENTE DE VALLECAS            ,AVENIDA DE ENTREVIAS - CAMINO DE LAS HORMIGUERAS
2018-05-08 08:00:00,Despejado,Imprudencia,Leve,TETUAN                        ,CALLE DE NUMANCIA NUM                                                                                33
2018-05-08 16:00:00,Despejado,Colision,Leve,CHAMARTIN                     ,CALLE DE VICTOR DE LA SERNA - CALLE DEL PINTOR RIBERA
2018-05-09 14:00:00,Despejado,Colision,Leve,CHAMBERI                      ,CALLE DE MIGUEL ANGEL NUM                                                                            12
2018-05-09 18:00:00,Despejado,Colision,Grave,RETIRO                        ,CALLE DE SAMARIA - CALLE DEL DOCTOR ESQUERDO
2018-05-09 20:00:00,Despejado,Colision,Leve,TETUAN                        ,CALLE DE ORENSE - CALLE DEL GENERAL YAGÜE
2018-05-10 07:00:00,Despejado,Imprudencia,Moderada,CHAMBERI                      ,CALLE DE ALONSO CANO - CALLE DE RIOS ROSAS
