fecha,meteo,tipo_accidente,lesividad,distrito,direccion
2017-04-25 14:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,PASEO DEL EMBARCADERO NUM                                                                            6
2017-04-26 20:00:00,Despejado,Colision,Leve,SALAMANCA                     ,CALLE DEL ALCALDE SAINZ DE BARANDA NUM                                                               92
2017-04-27 14:00:00,Despejado,Colision,Leve,CARABANCHEL                   ,CALLE DE LOS HERMANOS DEL MORAL - CALLE DEL GENERAL RICARDOS
2017-04-28 15:00:00,Despejado,Caida,Leve,RETIRO                        ,CALLE DEL DOCTOR ESQUERDO NUM                                                                        62
2017-05-01 13:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO           ,AVENIDA DEL MONASTERIO DE SILOS NUM                                                                  14
2017-05-01 13:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO           ,AVENIDA DEL MONASTERIO DE SILOS NUM                                                                  14
2017-05-01 16:00:00,Despejado,Caida,Leve,RETIRO                        ,PLAZA DE LA LEALTAD NUM                                                                              5
2017-05-02 11:00:00,Despejado,Caida,Leve,SAN BLAS                      ,CALLE DE ALCALA - CALLE DE VALENTIN BEATO
2017-05-02 12:00:00,Despejado,Colision,Grave,FUENCARRAL-EL PARDO           ,CALLE DE LABAJOS NUM                                                                                 4
2017-05-03 00:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE SAN ANDRES - CALLE DEL ESPIRITU SANTO
2017-05-03 15:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE ALCALA - CALLE DEL MARQUES DE CASA RIERA
2017-05-04 10:00:00,Despejado,Colision,Grave,ARGANZUELA                    ,CALLE DE BERNARDINO OBREGON - CALLE DE PALOS DE LA FRONTERA
2017-05-04 16:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO           ,AVENIDA DEL PALACIO - CARRETERA DE PARDO A FUENCARRAL
2017-05-04 17:00:00,Despejado,Caida,Leve,CIUDAD LINEAL                 ,CALLE DE ARTURO SORIA NUM                                                                            65
2017-05-05 13:00:00,Despejado,Colision,Leve,LATINA                        ,CALLE DE ILLESCAS - CALLE DE VALMOJADO
2017-05-06 10:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE JOSE ABASCAL NUM                                                                            48
2017-05-06 13:00:00,Despejado,Colision,Leve,HORTALEZA                     ,CALLE DEL PINTOR LUCIO MUÑOZ NUM                                                                     17
2017-05-06 18:00:00,Despejado,Colision,Leve,HORTALEZA                     ,AVENIDA DE LOS MADROÑOS NUM                                                                          15
2017-05-06 20:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE  MAYOR NUM                                                                                     84
2017-05-07 09:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO           ,AVENIDA DEL MONASTERIO DE SILOS - VIA  FERROCARRIL DE MIRASIERRA
2017-05-07 09:00:00,Despejado,Colision,Grave,FUENCARRAL-EL PARDO           ,AVENIDA DEL MONASTERIO DE SILOS - VIA  FERROCARRIL DE MIRASIERRA
2017-05-07 16:00:00,Despejado,Caida,Leve,CENTRO                        ,CARRERA DE SAN JERONIMO NUM                                                                          34
2017-05-07 20:00:00,Despejado,Colision,Grave,CENTRO                        ,CALLE DE LAS INFANTAS - CALLE DEL CLAVEL
2017-05-07 21:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,PARQUE DE LA CASA DE CAMPO
2017-05-07 21:00:00,Despejado,Colision,Moderada,MONCLOA-ARAVACA               ,PARQUE DE LA CASA DE CAMPO
2017-05-08 19:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE ARGUMOSA - RONDA DE ATOCHA
2017-05-08 19:00:00,Despejado,Imprudencia,Moderada,RETIRO                        ,AVENIDA DE LA CIUDAD DE BARCELONA - CALLE DE SECO
2017-05-08 20:00:00,Despejado,Imprudencia,Moderada,CHAMARTIN                     ,CALLE DE LOPEZ DE HOYOS NUM                                                                          141
2017-05-08 20:00:00,Despejado,Colision,Leve,SAN BLAS                      ,CALLE DE ALCALA - CALLE DE CRONOS
2017-05-09 10:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO           ,AVENIDA DE SANTO DOMINGO DE LA CALZADA - AVENIDA DEL CAMINO DE SANTIAGO
2017-05-09 13:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA               ,CALLE DE ANICETO MARINAS NUM                                                                         16
2017-05-09 21:00:00,Despejado,Colision,Leve,ARGANZUELA                    ,CALLE DE LA ANTRACITA NUM                                                                            10
2017-05-09 21:00:00,Despejado,Caida,Leve,SALAMANCA                     ,PASEO DE LA CASTELLANA NUM                                                                           46
2017-05-10 01:00:00,Despejado,Caida,Leve,ARGANZUELA                    ,PASEO DE SANTA MARIA DE LA CABEZA NUM                                                                8
2017-05-10 08:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE ATOCHA NUM                                                                                  107
2017-05-10 12:00:00,Despejado,Colision,Leve,ARGANZUELA                    ,PASEO DE SANTA MARIA DE LA CABEZA - PLAZA DEL EMPERADOR CARLOS V
2017-05-10 14:00:00,Despejado,Caida,Leve,RETIRO                        ,CALLE DE ALFONSO XII NUM                                                                             8
2017-05-10 22:00:00,Lluvia,Colision,Leve,TETUAN                        ,CALLE DE ALONSO CANO - CALLE DE CRISTOBAL BORDIU
2017-05-10 23:00:00,Lluvia,Colision,Leve,CHAMARTIN                     ,AVENIDA DE ALBERTO ALCOCER - CALLE DEL PADRE DAMIAN
2017-05-11 02:00:00,Lluvia,Caida,Leve,TETUAN                        ,CALLE DEL MARQUES DE VIANA - PASEO DE LA DIRECCION
2017-05-12 07:00:00,Despejado,Colision,Leve,CARABANCHEL                   ,CALLE DEL GENERAL MARTIN CEREZO - CALLE DEL GENERAL RICARDOS
2017-05-12 10:00:00,Despejado,Colision,Leve,SAN BLAS                      ,CALLE DE JULIAN CAMARILLO NUM                                                                        46
2017-05-12 12:00:00,Lluvia,Caida,Leve,LATINA                        ,AVENIDA DEL GENERAL FANJUL NUM                                                                       63
2017-05-12 14:00:00,Lluvia,Colision,Leve,CIUDAD LINEAL                 ,CALLE DE ALCALA - CALLE DEL DOCTOR VALLEJO
2017-05-12 16:00:00,Lluvia,Caida,Leve,MONCLOA-ARAVACA               ,AVENIDA  COMPLUTENSE NUM                                                                             12
2017-05-13 21:00:00,Despejado,Caida,Leve,RETIRO                        ,PARQUE DEL RETIRO
2017-05-14 15:00:00,Despejado,Caida,Leve,PUENTE DE VALLECAS            ,AVENIDA DE LA ALBUFERA NUM                                                                           272
2017-05-14 17:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA               ,CARRETERA DEL ZARZON - PASEO DE LA VENTA
2017-05-14 20:00:00,Despejado,Caida,Leve,VILLA DE VALLECAS             ,CAMINO DEL POZO DEL TIO RAIMUNDO NUM                                                                 1
2017-05-17 16:00:00,Despejado,Colision,Leve,CIUDAD LINEAL                 ,CALLE DE JOSEFA VALCARCEL NUM                                                                        2
2017-05-17 19:00:00,Despejado,Caida,Leve,SAN BLAS                      ,CALLE DE ZAPARDIEL - CALLE DE ZUBIA
2017-05-18 17:00:00,Despejado,Caida,Leve,LATINA                        ,PARQUE DE LA CASA DE CAMPO
2017-05-18 17:00:00,Despejado,Caida,Leve,RETIRO                        ,AVENIDA DE NAZARET NUM                                                                               8
2017-05-19 09:00:00,Despejado,Colision,Leve,SALAMANCA                     ,CALLE DEL MARQUES DE VILLAMAGNA NUM                                                                  6
2017-05-19 16:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE ALCALA NUM                                                                                  4
2017-05-20 09:00:00,Despejado,Colision,Grave,CENTRO                        ,CALLE DE SEGOVIA NUM                                                                                 18
2017-05-21 19:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE SAN MATEO NUM                                                                               8
2017-05-23 10:00:00,Despejado,Caida,Leve,RETIRO                        ,CALLE DE ALCALA NUM                                                                                  52
2017-05-24 09:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE LA PRINCESA NUM                                                                             2
2017-05-24 19:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE FUENCARRAL - PLAZUELA DE ANTONIO VEGA
2017-05-24 20:00:00,Despejado,Colision,Leve,HORTALEZA                     ,CALLE DE LOS PADRES DOMINICOS - CALLE DE MANUEL POMBO ANGULO
2017-05-25 08:00:00,Despejado,Colision,Leve,CHAMARTIN                     ,AVENIDA DE ALFONSO XIII NUM                                                                          51
2017-05-25 09:00:00,Despejado,Caida,Grave,MONCLOA-ARAVACA               ,PASEO DE LOS PLATANOS
2017-05-25 12:00:00,Despejado,Caida,Grave,CENTRO                        ,PLAZA DE CIBELES NUM                                                                                 2
2017-05-25 17:00:00,Despejado,Caida,Grave,CENTRO                        ,CALLE DE LAVAPIES NUM                                                                                47
2017-05-25 19:00:00,Despejado,Caida,Leve,RETIRO                        ,CALLE DE O'DONNELL NUM                                                                               26
2017-05-25 23:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE  GRAN VIA NUM                                                                                  19
2017-05-26 14:00:00,Despejado,Colision,Leve,CHAMBERI                      ,CALLE DE ALONSO CANO - CALLE DE ESPRONCEDA
2017-05-27 13:00:00,Despejado,Caida,Leve,PUENTE DE VALLECAS            ,AVENIDA DE LA ALBUFERA - AVENIDA DE MIGUEL HERNANDEZ
2017-05-27 14:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO           ,AVENIDA DE MONFORTE DE LEMOS NUM                                                                     2
2017-05-28 00:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,CALLE DE CADARSO - CUESTA DE SAN VICENTE
2017-05-28 14:00:00,Despejado,Colision,Leve,SALAMANCA                     ,CALLE DE JUAN BRAVO NUM                                                                              20
2017-05-29 06:00:00,Lluvia,Caida,Leve,SAN BLAS                      ,CALLE DE ALBASANZ - CALLE DE ALFONSO GOMEZ
2017-05-29 07:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS            ,CALLE DE CARLOS SOLE - CALLE DE JOSE PAULETE
2017-05-29 10:00:00,Despejado,Colision,Leve,SALAMANCA                     ,PASEO DE LA CASTELLANA NUM                                                                           42
2017-05-29 11:00:00,Despejado,Caida,Leve,CHAMARTIN                     ,CALLE DE JOAQUIN COSTA - PASEO DE LA CASTELLANA
2017-05-29 13:00:00,Despejado,Imprudencia,Moderada,CIUDAD LINEAL                 ,AVENIDA DEL MARQUES DE CORBERA NUM                                                                   14
2017-05-29 16:00:00,Despejado,Colision,Moderada,CENTRO                        ,CALLE DE SOMBRERETE - CALLE DEL MESON DE PAREDES
2017-05-29 19:00:00,Despejado,Caida,Leve,CHAMARTIN                     ,CALLE DE MAURICIO LEGENDRE NUM                                                                       17
2017-05-29 19:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS            ,CALLE DE ANTONIO MAIRENA NUM                                                                         4
2017-05-30 10:00:00,Despejado,Caida,Leve,RETIRO                        ,PARQUE DEL RETIRO
2017-05-30 12:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA               ,AVENIDA DE PABLO IGLESIAS - CALLE DE JUAN MONTALVO
2017-05-30 20:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA               ,CARRETERA DEL PARQUE DE ATRACCIONES NUM                                                              1
2017-05-31 17:00:00,Despejado,Colision,Leve,CARABANCHEL                   ,CALLE DEL GENERAL RICARDOS NUM                                                                       49
2017-05-31 17:00:00,Despejado,Colision,Leve,SAN BLAS                      ,CALLE DE AMPOSTA - CALLE DE POBLADURA DEL VALLE
2017-05-31 20:00:00,Despejado,Colision,Grave,CENTRO                        ,CALLE DE SOMBRERETE - CALLE DEL MESON DE PAREDES
2017-06-01 17:00:00,Despejado,Colision,Leve,CHAMBERI                      ,GLORIETA DE BILBAO NUM                                                                               3
2017-06-01 19:00:00,Despejado,Colision,Leve,VILLA DE VALLECAS             ,CALLE DE MUELA DE SAN JUAN - CAMINO DE LA SUERTE
2017-06-01 20:00:00,Despejado,Caida,Leve,RETIRO                        ,AVENIDA DE MENENDEZ PELAYO NUM                                                                       38
2017-06-02 09:00:00,Despejado,Colision,Grave,FUENCARRAL-EL PARDO           ,CALLE DE FROMISTA NUM                                                                                13
2017-06-02 17:00:00,Despejado,Colision,Leve,HORTALEZA                     ,AVENIDA DE FRANCISCO JAVIER SÁENZ DE OIZA - AVENIDA DE FRANCISCO PI Y MARGALL
2017-06-03 06:00:00,Lluvia,Caida,Leve,ARGANZUELA                    ,CALLE DE EMBAJADORES - PASEO DE SANTA MARIA DE LA CABEZA
2017-06-03 08:00:00,Despejado,Caida,Grave,FUENCARRAL-EL PARDO           ,CALLE DE PORTOMARIN NUM                                                                              5
2017-06-03 12:00:00,Despejado,Colision,Leve,CIUDAD LINEAL                 ,CALLE DE ARTURO SORIA - CALLE DEL GENERAL KIRKPATRICK
2017-06-03 12:00:00,Despejado,Caida,Leve,FUENCARRAL-EL PARDO           ,AVENIDA DEL PALACIO
2017-06-03 12:00:00,Despejado,Colision,Leve,HORTALEZA                     ,AVENIDA DE NICETO ALCALA ZAMORA NUM                                                                  3
2017-06-03 18:00:00,Despejado,Imprudencia,Moderada,CARABANCHEL                   ,PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                              5500
2017-06-04 18:00:00,Despejado,Colision,Leve,HORTALEZA                     ,CALLE DE ARIADNA - CARRETERA A LA ESTACION DE HORTALEZA
2017-06-04 19:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE SAN BERNARDO NUM                                                                            75
2017-06-05 18:00:00,Despejado,Caida,Leve,SALAMANCA                     ,CALLE DE SERRANO NUM                                                                                 40
2017-06-05 19:00:00,Despejado,Colision,Leve,BARAJAS                       ,AVENIDA DE LOGROÑO NUM                                                                               34
2017-06-06 09:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE  MAYOR NUM                                                                                     81
2017-06-06 12:00:00,Despejado,Colision,Leve,TETUAN                        ,CALLE DEL PADRE RUBIO NUM                                                                            61
2017-06-06 14:00:00,Despejado,Colision,Leve,TETUAN                        ,CALLE DE ORENSE NUM                                                                                  52
2017-06-06 20:00:00,Despejado,Colision,Leve,VILLA DE VALLECAS             ,CALLE DE CASAS DE MIRAVETE - CARRETERA DE VILLAVERDE A VALLECAS
2017-06-06 22:00:00,Despejado,Caida,Leve,CENTRO                        ,PLAZA DE LAS CORTES NUM                                                                              1
2017-06-07 17:00:00,Despejado,Colision,Leve,VILLAVERDE                    ,CALLE  CHIQUITA - CALLE DEL DOCTOR MARTIN AREVALO
2017-06-07 19:00:00,Despejado,Colision,Leve,BARAJAS                       ,AVENIDA DE LOGROÑO NUM                                                                               34
2017-06-08 09:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,CALLE DEL ALMIRANTE FRANCISCO MORENO NUM                                                             5
2017-06-08 14:00:00,Despejado,Colision,Grave,VICALVARO                     ,CALLE DE LA PIROTECNIA - CALLE DE LOS SONDEOS
2017-06-08 22:00:00,Despejado,Caida,Leve,ARGANZUELA                    ,CALLE DE ANCORA - PASEO DE LAS DELICIAS
2017-06-09 20:00:00,Despejado,Colision,Leve,CIUDAD LINEAL                 ,CALLE DE ALCALA NUM                                                                                  238
2017-06-10 09:00:00,Lluvia,Colision,Leve,PUENTE DE VALLECAS            ,CALLE DE EMBAJADORES - CAMINO DE PERALES
2017-06-10 09:00:00,Lluvia,Colision,Leve,PUENTE DE VALLECAS            ,CALLE DE EMBAJADORES - CAMINO DE PERALES
2017-06-11 21:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE SEGOVIA NUM                                                                                 21
2017-06-12 09:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE  GRAN VIA NUM                                                                                  26
2017-06-12 10:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE CARRETAS - PLAZA DE LA PUERTA DEL SOL
2017-06-13 08:00:00,Despejado,Colision,Leve,VILLAVERDE                    ,AVENIDA DE LOS ROSALES - CARRETERA DE VILLAVERDE A VALLECAS
2017-06-13 10:00:00,Despejado,Colision,Leve,CARABANCHEL                   ,AVENIDA DE NUESTRA SEÑORA DE FATIMA - CALLE DEL PINGÜINO
2017-06-13 22:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,PASEO DE LA PUERTA DEL ANGEL NUM                                                                     1
2017-06-13 23:00:00,Despejado,Imprudencia,Moderada,PUENTE DE VALLECAS            ,CALLE DE PEÑA GORBEA NUM                                                                             13
2017-06-14 08:00:00,Despejado,Colision,Leve,ARGANZUELA                    ,CALLE DE MANUEL ALEIXANDRE NUM                                                                       6
2017-06-14 10:00:00,Despejado,Colision,Leve,ARGANZUELA                    ,PARQUE DE MADRID RIO (RIBERA ESTE) KM.                                                               4600
2017-06-14 10:00:00,Despejado,Colision,Leve,ARGANZUELA                    ,PARQUE DE MADRID RIO (RIBERA ESTE) KM.                                                               4600
2017-06-14 16:00:00,Despejado,Imprudencia,Moderada,CENTRO                        ,PLAZA DE LA PUERTA DEL SOL NUM                                                                       1
2017-06-14 20:00:00,Despejado,Colision,Leve,CHAMBERI                      ,PASEO DE LA CASTELLANA - CALLE DE GENOVA
2017-06-15 14:00:00,Despejado,Colision,Leve,SALAMANCA                     ,CALLE DE JUAN BRAVO - CALLE DEL CONDE DE PEÑALVER
2017-06-15 19:00:00,Despejado,Colision,Leve,RETIRO                        ,CALLE DE CAVANILLES NUM                                                                              21
2017-06-15 20:00:00,Despejado,Caida,Leve,HORTALEZA                     ,CALLE DE GREGORIO SANCHEZ HERRAEZ NUM                                                                1
2017-06-15 22:00:00,Despejado,Caida,Leve,USERA                         ,AVENIDA DEL MANZANARES NUM                                                                           194
2017-06-16 10:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,CALLE DE FERRAZ - CALLE DEL BUEN SUCESO
2017-06-16 13:00:00,Despejado,Colision,Leve,CARABANCHEL                   ,CALLE DE LA FRAGATA - CALLE DE ZAIDA
2017-06-16 14:00:00,Despejado,Colision,Leve,VILLAVERDE                    ,AVENIDA  OROVILLA - CALLE DE LA UNANIMIDAD
2017-06-16 21:00:00,Despejado,Caida,Leve,BARAJAS                       ,PARQUE DE JUAN CARLOS I NUM                                                                          1
2017-06-16 22:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE ATOCHA NUM                                                                                  104
2017-06-17 00:00:00,Despejado,Caida,Leve,TETUAN                        ,CALLE DEL GENERAL YAGÜE NUM                                                                          38
2017-06-17 21:00:00,Despejado,Colision,Leve,HORTALEZA                     ,CALLE DE SANTA SUSANA NUM                                                                            55
2017-06-17 21:00:00,Despejado,Colision,Leve,HORTALEZA                     ,CALLE DE SANTA SUSANA NUM                                                                            55
2017-06-18 07:00:00,Despejado,Caida,Leve,HORTALEZA                     ,CALLE DE GOMEZNARRO NUM                                                                              4
2017-06-18 13:00:00,Despejado,Caida,Leve,CIUDAD LINEAL                 ,CALLE DE FRANCISCO LARGO CABALLERO - CALLE DE NICOLAS SALMERON
2017-06-19 13:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS            ,AVENIDA DE MIGUEL HERNANDEZ - CALLE DE CASABERMEJA
2017-06-19 13:00:00,Despejado,Imprudencia,Leve,RETIRO                        ,CALLE DEL DOCTOR ESQUERDO NUM                                                                        110
2017-06-19 17:00:00,Despejado,Colision,Leve,ARGANZUELA                    ,CALLE DE JUAN DE MARIANA NUM                                                                         19
2017-06-19 19:00:00,Despejado,Colision,Leve,HORTALEZA                     ,CALLE DEL PINTOR LUCIO MUÑOZ NUM                                                                     15
2017-06-20 12:00:00,Despejado,Caida,Leve,RETIRO                        ,PARQUE DEL RETIRO
2017-06-20 14:00:00,Despejado,Caida,Leve,FUENCARRAL-EL PARDO           ,CALLE DE LA COSTA BRAVA - CALLE DEL MONASTERIO DE LAS HUELGAS
2017-06-21 10:00:00,Despejado,Imprudencia,Moderada,FUENCARRAL-EL PARDO           ,AVENIDA DE SANTO DOMINGO DE LA CALZADA NUM                                                           27
2017-06-21 13:00:00,Despejado,Colision,Leve,CARABANCHEL                   ,CALLE DEL GENERAL RICARDOS NUM                                                                       115
2017-06-21 15:00:00,Despejado,Colision,Grave,BARAJAS                       ,AVENIDA DEL CONSEJO DE EUROPA NUM                                                                    2
2017-06-21 16:00:00,Despejado,Colision,Leve,CHAMARTIN                     ,CALLE DE VITRUVIO - CALLE DEL MAESTRO RIPOLL
2017-06-22 08:00:00,Despejado,Caida,Leve,LATINA                        ,PASEO DE LOS OLIVOS NUM                                                                              42
2017-06-22 11:00:00,Despejado,Caida,Leve,SAN BLAS                      ,CARRIL  ANILLO VERDE CICLISTA KM.                                                                    12100
2017-06-22 23:00:00,Despejado,Colision,Leve,CHAMBERI                      ,CALLE DE FORTUNY - CALLE DE ZURBARAN
2017-06-23 22:00:00,Despejado,Caida,Leve,SAN BLAS                      ,CALLE DE ARCOS DE JALON - CALLE DE LOS DROGUEROS
2017-06-24 21:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE LA BOLSA NUM                                                                                11
2017-06-25 12:00:00,Despejado,Imprudencia,Moderada,RETIRO                        ,PARQUE DEL RETIRO
2017-06-26 19:00:00,Despejado,Imprudencia,Moderada,CIUDAD LINEAL                 ,AVENIDA DE DONOSTIARRA NUM                                                                           27
2017-06-26 19:00:00,Despejado,Caida,Leve,TETUAN                        ,CALLE DE BRAVO MURILLO - CALLE DE JUAN PANTOJA
2017-06-26 19:00:00,Despejado,Colision,Leve,TETUAN                        ,CALLE DE JERONIMA LLORENTE NUM                                                                       75
2017-06-26 20:00:00,Despejado,Imprudencia,Leve,CARABANCHEL                   ,CALLE DE CARRERO JUAN RAMON NUM                                                                      19
2017-06-26 20:00:00,Despejado,Imprudencia,Leve,CARABANCHEL                   ,CALLE DE CARRERO JUAN RAMON NUM                                                                      19
2017-06-26 20:00:00,Despejado,Colision,Leve,TETUAN                        ,CALLE DE RAIMUNDO FERNANDEZ VILLAVERDE NUM                                                           15
2017-06-27 20:00:00,Despejado,Caida,Leve,SAN BLAS                      ,CALLE DE ESTOCOLMO NUM                                                                               26
2017-06-28 14:00:00,Despejado,Colision,Leve,CARABANCHEL                   ,CALLE DE ANTONIO DE LEYVA - CALLE DE TOMAS MEABE
2017-06-28 15:00:00,Despejado,Colision,Leve,RETIRO                        ,CALLE DE O'DONNELL NUM                                                                               44
2017-06-28 18:00:00,Despejado,Colision,Leve,VICALVARO                     ,CALLE DE LA PIROTECNIA - CALLE DE LOS SONDEOS
2017-06-29 19:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE GENOVA NUM                                                                                  20
2017-06-30 09:00:00,Despejado,Colision,Leve,HORTALEZA                     ,AVENIDA DE NICETO ALCALA ZAMORA - CALLE DE ANA DE AUSTRIA
2017-07-02 11:00:00,Despejado,Caida,Leve,FUENCARRAL-EL PARDO           ,PASEO DEL PARDO NUM                                                                                  37
2017-07-02 13:00:00,Despejado,Caida,Leve,SAN BLAS                      ,CALLE DE SOFIA NUM                                                                                   9
2017-07-02 23:00:00,Despejado,Imprudencia,Leve,SALAMANCA                     ,CALLE DE ROBERTO DOMINGO NUM                                                                         3
2017-07-03 10:00:00,Despejado,Imprudencia,Leve,ARGANZUELA                    ,JARDIN DEL PARROCO SANCHEZ CAMARA - PASEO DEL DOCTOR VALLEJO NAGERA
2017-07-03 10:00:00,Despejado,Caida,Leve,CARABANCHEL                   ,PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                              3800
2017-07-04 11:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA               ,PASEO DE RUPERTO CHAPI
2017-07-04 18:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA               ,CALLE DE ROMERO ROBLEDO NUM                                                                          12
2017-07-04 19:00:00,Despejado,Colision,Leve,CARABANCHEL                   ,AVENIDA DE LOS POBLADOS - AVENIDA DEL EURO
2017-07-04 20:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE  GRAN VIA - CALLE DE ALCALA
2017-07-05 07:00:00,Despejado,Colision,Grave,CARABANCHEL                   ,CALLE DE JOAQUIN TURINA - CALLE DEL JACOBEO
2017-07-05 08:00:00,Despejado,Colision,Grave,MONCLOA-ARAVACA               ,CARRETERA DE RODAJOS - PASEO DE LA VENTA
2017-07-05 08:00:00,Despejado,Colision,Grave,MONCLOA-ARAVACA               ,CARRETERA DE RODAJOS - PASEO DE LA VENTA
2017-07-05 14:00:00,Despejado,Colision,Leve,CHAMARTIN                     ,CALLE DE CORAZON DE MARIA NUM                                                                        9
2017-07-05 16:00:00,Despejado,Colision,Leve,BARAJAS                       ,CALLE DE BLANES - CALLE DEL MARQUES DE BERNA
2017-07-07 07:00:00,Despejado,Caida,Leve,TETUAN                        ,CALLE DE HERNANI - CALLE DEL COMANDANTE ZORITA
2017-07-08 04:00:00,Despejado,Colision,Leve,RETIRO                        ,CALLE DEL DOCTOR VELASCO - PASEO DE LA INFANTA ISABEL
2017-07-08 10:00:00,Despejado,Caida,Leve,ARGANZUELA                    ,PASEO DE LAS DELICIAS NUM                                                                            43
2017-07-08 12:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,CARRETERA DEL ZOO
2017-07-09 21:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE JERTE NUM                                                                                   1
2017-07-10 02:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE SEGOVIA - CUESTA DE LA VEGA
2017-07-10 13:00:00,Despejado,Colision,Leve,CARABANCHEL                   ,AVENIDA DE LOS POBLADOS - AVENIDA DEL EURO
2017-07-10 23:00:00,Despejado,Caida,Grave,MONCLOA-ARAVACA               ,PUERTA DEL BATAN
2017-07-11 18:00:00,Despejado,Colision,Fallecido,CENTRO                        ,CALLE DE ALCALA - CALLE DEL MARQUES DE CUBAS
2017-07-11 22:00:00,Despejado,Colision,Leve,ARGANZUELA                    ,PASEO DE LA ESPERANZA NUM                                                                            17
2017-07-11 23:00:00,Despejado,Caida,Leve,LATINA                        ,CALLE DE LA DUQUESA DE PARCENT NUM                                                                   98
2017-07-11 23:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA               ,CUESTA DE SAN VICENTE NUM                                                                            34
2017-07-12 12:00:00,Despejado,Colision,Leve,SALAMANCA                     ,AVENIDA DE MENENDEZ PELAYO - CALLE DE ALCALA
2017-07-12 20:00:00,Despejado,Colision,Leve,SALAMANCA                     ,CALLE DE ALCALA NUM                                                                                  87
2017-07-13 09:00:00,Despejado,Caida,Leve,RETIRO                        ,CALLE DEL DOCTOR ESQUERDO NUM                                                                        182
2017-07-13 12:00:00,Despejado,Colision,Leve,CENTRO                        ,PASEO DE RECOLETOS NUM                                                                               37
2017-07-13 19:00:00,Despejado,Caida,Leve,CENTRO                        ,PLAZA DE SANTA BARBARA NUM                                                                           2
2017-07-13 19:00:00,Despejado,Caida,Leve,SALAMANCA                     ,CALLE DE JOSE ORTEGA Y GASSET NUM                                                                    5
2017-07-14 08:00:00,Despejado,Colision,Leve,SAN BLAS                      ,CALLE DE MEQUINENZA NUM                                                                              12
2017-07-14 08:00:00,Despejado,Colision,Leve,SAN BLAS                      ,CALLE DE MEQUINENZA NUM                                                                              12
2017-07-14 14:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE ALCALA NUM                                                                                  48
2017-07-14 21:00:00,Despejado,Imprudencia,Moderada,MONCLOA-ARAVACA               ,CARRETERA DE RODAJOS
2017-07-16 01:00:00,Despejado,Colision,Leve,RETIRO                        ,AVENIDA DE LA CIUDAD DE BARCELONA - CALLE DE LEON GIL DE PALACIO
2017-07-16 13:00:00,Despejado,Caida,Leve,USERA                         ,CALLE DE MANUEL NOYA NUM                                                                             19
