fecha,dia,year,horario,festividad,tipo_accidente,lesividad,meteo,distrito,direccion,lon,lat
2019-09-19 11:00:00,2019-09-19 00:00:00,2019,Mañana,Laborable,Imprudencia,Leve,Despejado,ARGANZUELA,PASEO. ACACIAS 3 Madrid,-3.703629,40.4044814
2019-09-19 11:00:00,2019-09-19 00:00:00,2019,Mañana,Laborable,Imprudencia,Leve,Despejado,ARGANZUELA,PASEO. ACACIAS 3 Madrid,-3.703629,40.4044814
2019-09-20 22:00:00,2019-09-20 00:00:00,2019,Noche,Laborable,Colision,Leve,Lluvia,CHAMBERÍ,CALLE MODESTO LAFUENTE / CALLE MARIA DE GUZMAN Madrid,-3.695801399999999,40.4440783
2019-09-21 14:00:00,2019-09-21 00:00:00,2019,Tarde,Vispera,Colision,Moderada,Despejado,TETUÁN,CALLE BRAVO MURILLO / CALLE LOPE DE HARO Madrid,-3.7014739,40.45748469999999
2019-09-22 12:00:00,2019-09-22 00:00:00,2019,Mañana,Festivo,Colision,Moderada,Despejado,CENTRO,CALLE SAGASTA / CALLE MEJIA LEQUERICA Madrid,-3.6994198,40.4284847
2019-09-23 22:00:00,2019-09-23 00:00:00,2019,Noche,Laborable,Caida,Leve,Despejado,MONCLOA-ARAVACA,CALLE PRINCESA / CALLE MARQUES DE URQUIJO Madrid,-3.7162192,40.4305992
2019-09-23 22:00:00,2019-09-23 00:00:00,2019,Noche,Laborable,Caida,Leve,Despejado,MONCLOA-ARAVACA,CALLE PRINCESA / CALLE MARQUES DE URQUIJO Madrid,-3.7162192,40.4305992
2019-09-23 21:00:00,2019-09-23 00:00:00,2019,Noche,Laborable,Caida,Moderada,Despejado,MORATALAZ,CALLE HACIENDA DE PAVONES / CALLE BRUJAS Madrid,-3.6283866,40.3989601
2019-09-23 19:00:00,2019-09-23 00:00:00,2019,Tarde,Laborable,Caida,Moderada,Despejado,MONCLOA-ARAVACA,ENTRE FAROLAS Nº 6 Y 7 Madrid,-3.7037902,40.4167754
2019-09-23 18:00:00,2019-09-23 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,CHAMBERÍ,PLAZA. ALONSO MARTINEZ 7 Madrid,-3.69515,40.42757
2019-09-23 18:00:00,2019-09-23 00:00:00,2019,Tarde,Laborable,Imprudencia,Leve,Despejado,CENTRO,PLAZA. PUERTA DEL SOL 6 Madrid,-3.7030921,40.4165927
2019-09-23 18:00:00,2019-09-23 00:00:00,2019,Tarde,Laborable,Imprudencia,Leve,Despejado,CENTRO,PLAZA. PUERTA DEL SOL 6 Madrid,-3.7030921,40.4165927
2019-09-24 20:00:00,2019-09-24 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,MORATALAZ,CALLE FUENTE CARRANTONA 61 Madrid,-3.6301015,40.410332200000006
2019-09-24 20:00:00,2019-09-24 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,MORATALAZ,CALLE FUENTE CARRANTONA 61 Madrid,-3.6301015,40.410332200000006
2019-09-24 14:00:00,2019-09-24 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,CHAMBERÍ,PASEO. CASTELLANA 63 Madrid,-3.6921924,40.4422526
2019-09-27 00:00:00,2019-09-27 00:00:00,2019,Noche,Laborable,Colision,Leve,Despejado,CENTRO,PLAZA. EMPERADOR CARLOS V / RONDA. ATOCHA Madrid,-3.6937181,40.4071179
2019-09-26 14:00:00,2019-09-26 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,SALAMANCA,CALLE SERRANO 29 Madrid,-3.6876892,40.4272745
2019-09-27 16:00:00,2019-09-27 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,ARGANZUELA,PASEO. SANTA MARIA DE LA CABEZA 42 Madrid,-3.6968798,40.403868
2019-09-27 13:00:00,2019-09-27 00:00:00,2019,Tarde,Laborable,Colision,Moderada,Despejado,CENTRO,PASEO. BAJO DE LA VIRGEN DEL PUERTO / FRENTE JARDINES DEL MORO Madrid,-3.7179746,40.4186984
2019-09-27 11:00:00,2019-09-27 00:00:00,2019,Mañana,Laborable,Colision,Grave,Despejado,VILLAVERDE,CALLE LAS NAVAS DE BUITRAGO / CALLE BERZOSA DE LOZOYA Madrid,-3.718789,40.33439370000001
2019-09-28 14:00:00,2019-09-28 00:00:00,2019,Tarde,Vispera,Caida,Leve,Despejado,MONCLOA-ARAVACA,CTRA. ZARZON 6 Madrid,-3.7645045,40.40743120000001
2019-09-29 22:00:00,2019-09-29 00:00:00,2019,Noche,Festivo,Caida,Moderada,Despejado,SALAMANCA,AVDA. AMERICA 12 Madrid,-3.675436299999999,40.43812930000001
2019-09-29 21:00:00,2019-09-29 00:00:00,2019,Noche,Festivo,Caida,Leve,Despejado,CHAMARTÍN,CALLE CARTAGENA 124 Madrid,-3.6746231,40.4410969
2019-09-29 21:00:00,2019-09-29 00:00:00,2019,Noche,Festivo,Caida,Leve,Despejado,CENTRO,RONDA. ATOCHA 8 Madrid,-3.6958945,40.4070603
2019-09-29 16:00:00,2019-09-29 00:00:00,2019,Tarde,Festivo,Colision,Moderada,Despejado,SALAMANCA,CALLE ALCALA / CALLE ALEJANDRO GONZALEZ Madrid,-3.6642013,40.430291
2019-09-29 12:00:00,2019-09-29 00:00:00,2019,Mañana,Festivo,Colision,Leve,Despejado,RETIRO,PASEO. FERNAN NUÑEZ / PASEO. REPUBLICA DE CUBA Madrid,-3.68027,40.41804000000001
2019-09-29 12:00:00,2019-09-29 00:00:00,2019,Mañana,Festivo,Colision,Leve,Despejado,RETIRO,PASEO. FERNAN NUÑEZ / PASEO. REPUBLICA DE CUBA Madrid,-3.68027,40.41804000000001
2019-09-29 06:00:00,2019-09-29 00:00:00,2019,Mañana,Festivo,Caida,Moderada,Despejado,CENTRO,CALLE GRAN VIA 72 Madrid,-3.7096594,40.4229084
2019-09-30 23:00:00,2019-09-30 00:00:00,2019,Noche,Laborable,Caida,Moderada,Despejado,CHAMBERÍ,CALLE GENOVA / CALLE ARGENSOLA Madrid,-3.693862,40.42671300000001
2019-09-30 16:00:00,2019-09-30 00:00:00,2019,Tarde,Laborable,Caida,Leve,Despejado,CHAMBERÍ,CALLE DONOSO CORTES / CALLE ANDRES MELLADO Madrid,-3.7142598,40.43644949999999
2019-09-30 10:00:00,2019-09-30 00:00:00,2019,Mañana,Laborable,Colision,Moderada,Despejado,SALAMANCA,PASEO. CASTELLANA 10 Madrid,-3.689316199999999,40.4276136
2019-10-01 21:00:00,2019-10-01 00:00:00,2019,Noche,Laborable,Colision,Moderada,Despejado,SALAMANCA,GTA. EMILIO CASTELAR / CALLE GENERAL ORAA Madrid,-3.688582499999999,40.4352118
2019-10-01 20:00:00,2019-10-01 00:00:00,2019,Tarde,Laborable,Imprudencia,Leve,Despejado,CIUDAD LINEAL,CALLE AMOS DE ESCALANTE 12 Madrid,-3.6414541,40.4354659
2019-10-01 20:00:00,2019-10-01 00:00:00,2019,Tarde,Laborable,Imprudencia,Grave,Despejado,CIUDAD LINEAL,CALLE AMOS DE ESCALANTE 12 Madrid,-3.6414541,40.4354659
2019-10-01 19:00:00,2019-10-01 00:00:00,2019,Tarde,Laborable,Colision,Moderada,Despejado,ARGANZUELA,CALLE EMBAJADORES 126 Madrid,-3.6985254,40.3993088
2019-10-01 19:00:00,2019-10-01 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,ARGANZUELA,CALLE EMBAJADORES 126 Madrid,-3.6985254,40.3993088
2019-10-02 21:00:00,2019-10-02 00:00:00,2019,Noche,Laborable,Caida,Moderada,Despejado,LATINA,CALLE GUAREÑA / PLAZA. DISTRITO LATINA Madrid,-3.765406,40.3867651
2019-10-02 19:00:00,2019-10-02 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,SALAMANCA,CALLE ARMADA ESPAÑOLA / PASEO. CASTELLANA Madrid,-3.6921545,40.41799839999999
2019-10-02 16:00:00,2019-10-02 00:00:00,2019,Tarde,Laborable,Caida,Moderada,Despejado,SALAMANCA,CALLE NUÑEZ DE BALBOA / CALLE JOSE ORTEGA Y GASSET Madrid,-3.6823481,40.4302442
2019-10-02 15:00:00,2019-10-02 00:00:00,2019,Tarde,Laborable,Imprudencia,Leve,Despejado,TETUÁN,CALLE CARNICER 11 Madrid,-3.7048288,40.4494662
2019-10-02 15:00:00,2019-10-02 00:00:00,2019,Tarde,Laborable,Imprudencia,Leve,Despejado,TETUÁN,CALLE CARNICER 11 Madrid,-3.7048288,40.4494662
2019-10-02 12:00:00,2019-10-02 00:00:00,2019,Mañana,Laborable,Caida,Moderada,Despejado,CENTRO,CALLE DOCTOR CORTEZO 1 Madrid,-3.7034155,40.41386470000001
2019-10-02 10:00:00,2019-10-02 00:00:00,2019,Mañana,Laborable,Colision,Moderada,Despejado,MORATALAZ,CALLE CAMINO DE LOS VINATEROS 65 Madrid,-3.6518644,40.4104075
2019-10-03 21:00:00,2019-10-03 00:00:00,2019,Noche,Laborable,Caida,Leve,Despejado,CENTRO,PLAZA. PUERTA DEL SOL / CALLE CARRETAS Madrid,-3.7032922,40.4167321
2019-10-03 14:00:00,2019-10-03 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,CHAMBERÍ,CALLE SANTA ENGRACIA 73 Madrid,-3.6990847,40.4352653
2019-10-03 14:00:00,2019-10-03 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,CHAMBERÍ,CALLE SANTA ENGRACIA 73 Madrid,-3.6990847,40.4352653
2019-10-03 10:00:00,2019-10-03 00:00:00,2019,Mañana,Laborable,Caida,Moderada,Despejado,TETUÁN,MINISTERIO DE DEFENSA Madrid,-3.6914297,40.4555903
2019-10-04 20:00:00,2019-10-04 00:00:00,2019,Tarde,Laborable,Caida,Leve,Despejado,SAN BLAS-CANILLEJAS,CALLE ALCALA 426 Madrid,-3.6367542,40.4380763
2019-10-04 17:00:00,2019-10-04 00:00:00,2019,Tarde,Laborable,Imprudencia,Leve,Despejado,LATINA,CALLE CARABIAS 1 Madrid,-3.76699,40.39881
2019-10-04 17:00:00,2019-10-04 00:00:00,2019,Tarde,Laborable,Imprudencia,Moderada,Despejado,LATINA,CALLE CARABIAS 1 Madrid,-3.76699,40.39881
2019-10-04 09:00:00,2019-10-04 00:00:00,2019,Mañana,Laborable,Colision,Moderada,Despejado,PUENTE DE VALLECAS,CALLE PUERTO DE BALBARAN 121 Madrid,-3.662807099999999,40.37887429999999
2019-10-04 00:00:00,2019-10-04 00:00:00,2019,Noche,Laborable,Colision,Leve,Despejado,ARGANZUELA,PASEO. ESPERANZA / PASEO. ESPERANZA Madrid,-3.7042027,40.40074910000001
2019-10-05 21:00:00,2019-10-05 00:00:00,2019,Noche,Vispera,Caida,Moderada,Despejado,USERA,AVDA. ANDALUCIA 1 Madrid,-3.691647999999999,40.3627995
2019-10-05 19:00:00,2019-10-05 00:00:00,2019,Tarde,Vispera,Caida,Leve,Despejado,CHAMBERÍ,CALLE ALBERTO AGUILERA 46 Madrid,-3.7122167,40.4305183
2019-10-05 16:00:00,2019-10-05 00:00:00,2019,Tarde,Vispera,Caida,Moderada,Despejado,FUENCARRAL-EL PARDO,GTA. SANTUARIO DE TISCAR Madrid,-3.713101699999999,40.5029473
2019-10-05 11:00:00,2019-10-05 00:00:00,2019,Mañana,Vispera,Caida,Moderada,Despejado,HORTALEZA,CALLE SANTA SUSANA 55 Madrid,-3.647987399999999,40.4803555
2019-10-05 02:00:00,2019-10-05 00:00:00,2019,Noche,Vispera,Imprudencia,Leve,Despejado,ARGANZUELA,GTA. SANTA MARIA DE LA CABEZA / GTA. SANTA MARIA DE LA CABEZA Madrid,-3.699473099999999,40.4009935
2019-10-05 02:00:00,2019-10-05 00:00:00,2019,Noche,Vispera,Imprudencia,Leve,Despejado,ARGANZUELA,GTA. SANTA MARIA DE LA CABEZA / GTA. SANTA MARIA DE LA CABEZA Madrid,-3.699473099999999,40.4009935
2019-10-06 17:00:00,2019-10-06 00:00:00,2019,Tarde,Festivo,Imprudencia,Leve,Despejado,SALAMANCA,CALLE GOYA / CALLE SERRANO Madrid,-3.687864,40.42543189999999
2019-10-06 17:00:00,2019-10-06 00:00:00,2019,Tarde,Festivo,Imprudencia,Leve,Despejado,SALAMANCA,CALLE GOYA / CALLE SERRANO Madrid,-3.687864,40.42543189999999
2019-10-07 22:00:00,2019-10-07 00:00:00,2019,Noche,Laborable,Caida,Moderada,Despejado,CENTRO,CALLE ALCALA 5 Madrid,-3.7018497,40.4173141
2019-10-07 17:00:00,2019-10-07 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,CENTRO,CALLE PALMA / CALLE SAN BERNARDO Madrid,-3.706727699999999,40.4266109
2019-10-08 12:00:00,2019-10-08 00:00:00,2019,Mañana,Laborable,Colision,Grave,Despejado,ARGANZUELA,PASEO. YESERIAS 51 Madrid,-3.7055828,40.3973594
2019-10-09 20:00:00,2019-10-09 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,LATINA,CALLE ESCALONA 48 Madrid,-3.7623347,40.3966808
2019-10-09 15:00:00,2019-10-09 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,SALAMANCA,CALLE MARIA DE MOLINA / CALLE PRINCIPE DE VERGARA Madrid,-3.6790792,40.4374085
2019-10-12 14:00:00,2019-10-12 00:00:00,2019,Tarde,Festivo,Colision,Leve,Despejado,CIUDAD LINEAL,CALLE VIRGEN DE LA ALEGRIA 4 Madrid,-3.6585582,40.4324353
2019-10-12 01:00:00,2019-10-12 00:00:00,2019,Noche,Festivo,Colision,Moderada,Despejado,RETIRO,CALLE ALFONSO XII 60 Madrid,-3.6888958,40.408742
2019-10-14 21:00:00,2019-10-14 00:00:00,2019,Noche,Laborable,Caida,Leve,Lluvia,SALAMANCA,CALLE JOSE ORTEGA Y GASSET / PLAZA. MARQUES DE SALAMANCA Madrid,-3.6792751,40.43009620000001
2019-10-14 10:00:00,2019-10-14 00:00:00,2019,Mañana,Laborable,Colision,Moderada,Despejado,CENTRO,PLAZA. PUERTA CERRADA 12 Madrid,-3.708452099999999,40.41387320000001
2019-10-14 10:00:00,2019-10-14 00:00:00,2019,Mañana,Laborable,Caida,Moderada,Despejado,RETIRO,CALLE SAMARIA / AVDA. NAZARET Madrid,-3.6733201,40.4115153
2019-10-14 08:00:00,2019-10-14 00:00:00,2019,Mañana,Laborable,Colision,Leve,Lluvia,USERA,CALLE EVANGELIOS / CALLE OLVIDO Madrid,-3.702456,40.3832602
2019-10-15 19:00:00,2019-10-15 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,CHAMBERÍ,CALLE SAGASTA / CALLE FRANCISCO DE ROJAS Madrid,-3.6994198,40.4284847
2019-10-16 22:00:00,2019-10-16 00:00:00,2019,Noche,Laborable,Colision,Grave,Despejado,CENTRO,GTA. RUIZ JIMENEZ / CALLE ALBERTO AGUILERA Madrid,-3.7054622,40.4296008
2019-10-17 23:00:00,2019-10-17 00:00:00,2019,Noche,Laborable,Colision,Leve,Despejado,CENTRO,CALLE GRAN VIA 46 Madrid,-3.7059286,40.4205934
2019-10-17 16:00:00,2019-10-17 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,CENTRO,PASEO. RECOLETOS 7 Madrid,-3.6930055,40.42078729999999
2019-10-17 16:00:00,2019-10-17 00:00:00,2019,Tarde,Laborable,Caida,Leve,Despejado,USERA,CALLE EVANGELIOS 1 Madrid,-3.69993,40.3830699
2019-10-17 15:00:00,2019-10-17 00:00:00,2019,Tarde,Laborable,Colision,Leve,Lluvia,CENTRO,CALLE SAN BERNARDO 27 Madrid,-3.7076807,40.422948
2019-10-17 07:00:00,2019-10-17 00:00:00,2019,Mañana,Laborable,Colision,Leve,Lluvia,MORATALAZ,AVDA. MORATALAZ / PLAZA. CORREGIDOR ALONSO DE AGUILAR Madrid,-3.6510935,40.4058287
2019-10-18 15:00:00,2019-10-18 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,SALAMANCA,CALLE SERRANO 1 Madrid,-3.688811,40.4208273
2019-10-18 08:00:00,2019-10-18 00:00:00,2019,Mañana,Laborable,Caida,Leve,Lluvia,TETUÁN,CALLE BRAVO MURILLO 133 Madrid,-3.7036926,40.4501331
2019-10-20 14:00:00,2019-10-20 00:00:00,2019,Tarde,Festivo,Colision,Leve,Lluvia,CENTRO,TRVA. SAN MATEO / CALLE HORTALEZA Madrid,-3.6978022,40.42503689999999
2019-10-20 14:00:00,2019-10-20 00:00:00,2019,Tarde,Festivo,Colision,Leve,Lluvia,TETUÁN,CALLE ORENSE 18 Madrid,-3.694997099999999,40.4503277
2019-10-20 13:00:00,2019-10-20 00:00:00,2019,Tarde,Festivo,Caida,Leve,Lluvia,SAN BLAS-CANILLEJAS,AVDA. CANILLEJAS A VICALVARO / CALLE SANTA TECLA Madrid,-3.6161975,40.4423621
2019-10-21 15:00:00,2019-10-21 00:00:00,2019,Tarde,Laborable,Imprudencia,Leve,Despejado,RETIRO,CALLE O'DONNELL / AVDA. MENENDEZ PELAYO Madrid,-3.6800522,40.421703
2019-10-21 15:00:00,2019-10-21 00:00:00,2019,Tarde,Laborable,Imprudencia,Leve,Despejado,RETIRO,CALLE O'DONNELL / AVDA. MENENDEZ PELAYO Madrid,-3.6800522,40.421703
2019-10-21 14:00:00,2019-10-21 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,TETUÁN,CALLE BRAVO MURILLO 155 Madrid,-3.703477899999999,40.4517376
2019-10-22 22:00:00,2019-10-22 00:00:00,2019,Noche,Laborable,Colision,Leve,Lluvia,CHAMBERÍ,CALLE FUENCARRAL 134 Madrid,-3.703003,40.43129649999999
2019-10-22 20:00:00,2019-10-22 00:00:00,2019,Tarde,Laborable,Colision,Moderada,Lluvia,TETUÁN,CALLE BRAVO MURILLO 120 Madrid,-3.7033957,40.4486645
2019-10-22 20:00:00,2019-10-22 00:00:00,2019,Tarde,Laborable,Colision,Leve,Lluvia,CENTRO,PASEO. PRADO 14 Madrid,-3.6944375,40.4142109
2019-10-22 20:00:00,2019-10-22 00:00:00,2019,Tarde,Laborable,Colision,Leve,Lluvia,SAN BLAS-CANILLEJAS,PLAZA. CRONOS / CALLE INOCENTA DE MESA Madrid,-3.618579199999999,40.44009940000001
2019-10-23 11:00:00,2019-10-23 00:00:00,2019,Mañana,Laborable,Caida,Leve,Lluvia,CHAMBERÍ,CALLE FERNANDEZ DE LA HOZ / CALLE GENERAL ARRANDO Madrid,-3.695094699999999,40.4317333
2019-10-23 11:00:00,2019-10-23 00:00:00,2019,Mañana,Laborable,Caida,Leve,Lluvia,CHAMBERÍ,CALLE FERNANDEZ DE LA HOZ / CALLE GENERAL ARRANDO Madrid,-3.695094699999999,40.4317333
2019-10-25 09:00:00,2019-10-25 00:00:00,2019,Mañana,Laborable,Caida,Leve,Despejado,CENTRO,CALLE ALCALA / CALLE MARQUES DE CUBAS Madrid,-3.695847600000001,40.418844
2019-10-26 04:00:00,2019-10-26 00:00:00,2019,Noche,Vispera,Caida,Moderada,Despejado,CHAMBERÍ,CALLE ELOY GONZALO 33 Madrid,-3.699857,40.4349761
2019-10-26 02:00:00,2019-10-26 00:00:00,2019,Noche,Vispera,Caida,Moderada,Despejado,RETIRO,AVDA. CIUDAD DE BARCELONA / CALLE DOCTOR ESQUERDO Madrid,-3.674932399999999,40.40132500000001
2019-10-27 22:00:00,2019-10-27 00:00:00,2019,Noche,Festivo,Caida,Leve,Despejado,CHAMARTÍN,CALLE LOPEZ DE HOYOS 66 Madrid,-3.6781301,40.44146729999999
2019-10-27 17:00:00,2019-10-27 00:00:00,2019,Tarde,Festivo,Caida,Leve,Lluvia,SALAMANCA,CALLE ALCALA 200A Madrid,-3.6637644,40.43031149999999
2019-10-27 01:00:00,2019-10-27 00:00:00,2019,Noche,Festivo,Imprudencia,Leve,Despejado,CHAMBERÍ,PLAZA. ALONSO MARTINEZ / CALLE SAGASTA Madrid,-3.6961151,40.4277377
2019-10-27 01:00:00,2019-10-27 00:00:00,2019,Noche,Festivo,Imprudencia,Leve,Despejado,CHAMBERÍ,PLAZA. ALONSO MARTINEZ / CALLE SAGASTA Madrid,-3.6961151,40.4277377
2019-10-28 16:00:00,2019-10-28 00:00:00,2019,Tarde,Laborable,Caida,Grave,Despejado,RETIRO,AVDA. MENENDEZ PELAYO 65 Madrid,-3.677063999999999,40.414327
2019-10-30 10:00:00,2019-10-30 00:00:00,2019,Mañana,Laborable,Colision,Leve,Despejado,CENTRO,RONDA. SEGOVIA / CALLE SEGOVIA Madrid,-3.716856899999999,40.4139115
2019-10-31 21:00:00,2019-10-31 00:00:00,2019,Noche,Vispera,Colision,Moderada,Despejado,CENTRO,PASEO. PRADO 40 Madrid,-3.6928934,40.41041209999999
2019-10-31 16:00:00,2019-10-31 00:00:00,2019,Tarde,Vispera,Caida,Moderada,Despejado,ARGANZUELA,CALLE EMBAJADORES 172 Madrid,-3.695666199999999,40.39528290000001
2018-01-01 15:00:00,2018-01-01 00:00:00,2018,Tarde,Festivo,Imprudencia,Leve,Despejado,CENTRO                        ,CALLE DE ALCALA NUM                                                                                  44 Madrid,-3.6960347,40.4184039
2018-01-02 12:00:00,2018-01-02 00:00:00,2018,Mañana,Laborable,Imprudencia,Leve,Despejado,SALAMANCA                     ,CALLE DE SERRANO - CALLE DEL CONDE DE ARANDA Madrid,-3.6884605,40.4218303
2018-01-03 13:00:00,2018-01-03 00:00:00,2018,Tarde,Laborable,Colision,Leve,Despejado,SALAMANCA                     ,PLAZA DE LA INDEPENDENCIA NUM                                                                        5 Madrid,-3.6882458,40.42062670000001
2018-01-03 22:00:00,2018-01-03 00:00:00,2018,Noche,Laborable,Colision,Leve,Despejado,LATINA                        ,CALLE DE SEGOVIA - PASEO DE EXTREMADURA Madrid,-3.713609200000001,40.4141644
2018-01-04 08:00:00,2018-01-04 00:00:00,2018,Mañana,Laborable,Caida,Moderada,Despejado,LATINA                        ,CALLE DE LOS YEBENES - CALLE DE SEPULVEDA Madrid,-3.753611100000001,40.3952778
2018-01-04 09:00:00,2018-01-04 00:00:00,2018,Mañana,Laborable,Caida,Leve,Lluvia,SAN BLAS                      ,AVENIDA DE CANILLEJAS A VICALVARO - CALLE DE LOS HERMANOS GARCIA NOBLEJAS Madrid,-3.6116667,40.42394609999999
2018-01-04 20:00:00,2018-01-04 00:00:00,2018,Tarde,Laborable,Imprudencia,Moderada,Despejado,CIUDAD LINEAL                 ,CALLE DE GERMAN PEREZ CARRASCO - CALLE DEL DOCTOR VALLEJO Madrid,-3.6433421,40.4363528
2018-01-05 16:00:00,2018-01-05 00:00:00,2018,Tarde,Vispera,Caida,Leve,Lluvia,RETIRO                        ,PASEO DEL FERNAN NUÑEZ Madrid,-3.680099299999999,40.416272600000006
2018-01-09 15:00:00,2018-01-09 00:00:00,2018,Tarde,Laborable,Caida,Leve,Despejado,ARGANZUELA                    ,CALLE DE LA BATALLA DEL SALADO NUM                                                                   1 Madrid,-3.6956025,40.4046448
2018-01-11 14:00:00,2018-01-11 00:00:00,2018,Tarde,Laborable,Colision,Leve,Despejado,CENTRO                        ,RONDA DE ATOCHA NUM                                                                                  2 Madrid,-3.6949571,40.4076469
2018-01-11 20:00:00,2018-01-11 00:00:00,2018,Tarde,Laborable,Colision,Grave,Despejado,RETIRO                        ,CALLE DE ALCALA - CALLE DE VELAZQUEZ Madrid,-3.6845087,40.420995
2018-01-12 11:00:00,2018-01-12 00:00:00,2018,Mañana,Laborable,Caida,Leve,Despejado,USERA                         ,PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                              6600 Madrid,-3.7037902,40.4167754
2018-01-13 01:00:00,2018-01-13 00:00:00,2018,Noche,Vispera,Caida,Leve,Despejado,SALAMANCA                     ,CALLE DE GOYA NUM                                                                                    66 Madrid,-3.677044,40.42470220000001
2018-01-15 09:00:00,2018-01-15 00:00:00,2018,Mañana,Laborable,Caida,Leve,Despejado,SALAMANCA                     ,CALLE DE GOYA NUM                                                                                    5 Madrid,-3.6889139,40.4257494
2018-01-15 16:00:00,2018-01-15 00:00:00,2018,Tarde,Laborable,Colision,Leve,Despejado,TETUAN                        ,CALLE DE LA INFANTA MERCEDES - CALLE DE SOR ANGELA DE LA CRUZ Madrid,-3.6965787,40.460099
2018-01-16 16:00:00,2018-01-16 00:00:00,2018,Tarde,Laborable,Colision,Leve,Despejado,CENTRO                        ,CALLE DE SEVILLA NUM                                                                                 6 Madrid,-3.6998224,40.4172367
2018-01-17 01:00:00,2018-01-17 00:00:00,2018,Noche,Laborable,Colision,Leve,Despejado,CHAMBERI                      ,CALLE DE GENOVA NUM                                                                                  23 Madrid,-3.6926968,40.4263673
2018-01-18 17:00:00,2018-01-18 00:00:00,2018,Tarde,Laborable,Caida,Grave,Despejado,SAN BLAS                      ,AVENIDA DE LUIS ARAGONÉS - CALLE DE SAN HILARIO Madrid,-3.6051202,40.4462893
2018-01-18 21:00:00,2018-01-18 00:00:00,2018,Noche,Laborable,Colision,Leve,Despejado,CHAMBERI                      ,CALLE DE GENOVA NUM                                                                                  7 Madrid,-3.6946158,40.42734420000001
2018-01-19 16:00:00,2018-01-19 00:00:00,2018,Tarde,Laborable,Colision,Leve,Despejado,CENTRO                        ,CALLE DE CARRANZA NUM                                                                                7 Madrid,-3.7031346,40.4290217
2018-01-21 13:00:00,2018-01-21 00:00:00,2018,Tarde,Festivo,Caida,Leve,Despejado,LATINA                        ,CALLE  VIA CARPETANA NUM                                                                             138 Madrid,-3.7339959,40.3993472
2018-01-22 13:00:00,2018-01-22 00:00:00,2018,Tarde,Laborable,Colision,Leve,Despejado,TETUAN                        ,CALLE DE LA INFANTA MERCEDES NUM                                                                     38 Madrid,-3.6975021,40.45769129999999
2018-01-24 09:00:00,2018-01-24 00:00:00,2018,Mañana,Laborable,Caida,Leve,Despejado,CHAMBERI                      ,CALLE DE SANTA ENGRACIA NUM                                                                          97 Madrid,-3.6996374,40.43651879999999
2018-01-24 19:00:00,2018-01-24 00:00:00,2018,Tarde,Laborable,Caida,Leve,Despejado,ARGANZUELA                    ,CALLE DE JAIME EL CONQUISTADOR - CALLE DEL PARROCO JULIO MORATE Madrid,-3.6981345,40.3972227
2018-01-24 20:00:00,2018-01-24 00:00:00,2018,Tarde,Laborable,Caida,Leve,Despejado,CHAMBERI                      ,CALLE DE SANTA ENGRACIA NUM                                                                          33 Madrid,-3.6974058,40.4314101
2018-01-24 20:00:00,2018-01-24 00:00:00,2018,Tarde,Laborable,Colision,Leve,Despejado,SAN BLAS                      ,CARRIL  ANILLO VERDE CICLISTA KM.                                                                    13000 Madrid,-3.764952199999999,40.4006459
2018-01-24 20:00:00,2018-01-24 00:00:00,2018,Tarde,Laborable,Colision,Leve,Despejado,SAN BLAS                      ,CARRIL  ANILLO VERDE CICLISTA KM.                                                                    13000 Madrid,-3.764952199999999,40.4006459
2018-01-24 22:00:00,2018-01-24 00:00:00,2018,Noche,Laborable,Caida,Leve,Despejado,ARGANZUELA                    ,PARQUE DE MADRID RIO (RIBERA ESTE) KM.                                                               6600 Madrid,-3.7037902,40.4167754
2018-01-27 15:00:00,2018-01-27 00:00:00,2018,Tarde,Vispera,Caida,Leve,Despejado,CARABANCHEL                   ,CARRIL  ANILLO VERDE CICLISTA KM.                                                                    32700 Madrid,-3.764952199999999,40.4006459
2018-01-28 16:00:00,2018-01-28 00:00:00,2018,Tarde,Festivo,Colision,Grave,Despejado,RETIRO                        ,PLAZA DEL MAESTRO VILLA Madrid,-3.6832654,40.41825
2018-01-28 16:00:00,2018-01-28 00:00:00,2018,Tarde,Festivo,Colision,Leve,Despejado,RETIRO                        ,PLAZA DEL MAESTRO VILLA Madrid,-3.6832654,40.41825
