fecha,meteo,tipo_accidente,lesividad,distrito,direccion
2019-02-10 16:00:00,Despejado,Colision,Leve,RETIRO,PASEO. REINA CRISTINA / CALL. ANDRES TORREJON
2019-02-10 14:00:00,Despejado,Colision,Leve,CHAMARTÍN,CALL. PRINCIPE DE VERGARA 219
2019-02-11 16:00:00,Despejado,Colision,Leve,SALAMANCA,CALL. SERRANO 8
2019-02-11 14:00:00,Despejado,Colision,Moderada,SALAMANCA,CALL. ALCALA 101
2019-02-11 09:00:00,Despejado,Colision,Leve,CHAMBERÍ,CALL. MIGUEL ANGEL 29
2019-02-12 22:00:00,Despejado,Colision,Moderada,CENTRO,PASEO. PRADO 2
2019-02-12 19:00:00,Despejado,Colision,Leve,CHAMBERÍ,GTA. QUEVEDO / CALL. SAN BERNARDO
2019-02-13 18:00:00,Despejado,Imprudencia,Moderada,HORTALEZA,CALL. SILVANO / CALL. FRANCISCO MOSQUEDA
2019-02-13 18:00:00,Despejado,Imprudencia,Leve,HORTALEZA,CALL. SILVANO / CALL. FRANCISCO MOSQUEDA
2019-02-13 14:00:00,Despejado,Colision,Moderada,SALAMANCA,CALL. CONDE DE PEÑALVER 38
2019-02-14 20:00:00,Despejado,Imprudencia,Leve,CHAMBERÍ,CALL. SANTA ENGRACIA 6
2019-02-14 20:00:00,Despejado,Imprudencia,Leve,CHAMBERÍ,CALL. SANTA ENGRACIA 6
2019-02-14 18:00:00,Despejado,Caida,Leve,RETIRO,AVDA. MENENDEZ PELAYO 38
2019-02-14 18:00:00,Despejado,Colision,Leve,MORATALAZ,AUTOV. M-40 CON AVDA. DOCTOR GARCIA TAPIA
2019-02-14 14:00:00,Despejado,Colision,Leve,RETIRO,PASEO. INFANTA ISABEL 17
2019-02-15 14:00:00,Despejado,Caida,Leve,RETIRO,GTA. ANGEL CAIDO 4
2019-02-16 20:00:00,Despejado,Caida,Leve,CARABANCHEL,CALL. JOAQUIN TURINA 31
2019-02-16 17:00:00,Despejado,Caida,Moderada,ARGANZUELA,PASEO. CHOPERA 2
2019-02-16 14:00:00,Despejado,Colision,Leve,CENTRO,RONDA DE VALENCIA CON GLORIETA DE EMBAJADORES
2019-02-17 09:00:00,Despejado,Colision,Grave,CARABANCHEL,AVDA. POBLADOS / CALL. ANTONIO ROMERO
2019-02-19 12:00:00,Despejado,Colision,Leve,LATINA,CALL. IGLESIAS EXTRAMUROS / AVDA. PESETA
2019-02-20 10:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS,CALL. MANCHA / AVDA. ENTREVIAS
2019-02-20 08:00:00,Despejado,Caida,Leve,CENTRO,CALL. ATOCHA 104
2019-02-22 20:00:00,Despejado,Colision,Moderada,CARABANCHEL,CALL. GENERAL RICARDOS 18
2019-02-23 21:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA,PLAZA. ESPAÑA 16
2019-02-23 11:00:00,Despejado,Caida,Leve,ARGANZUELA,CALL. PARROCO EUSEBIO CUENCA 46
2019-02-25 17:00:00,Despejado,Caida,Moderada,CENTRO,CALL. ESPARTEROS 12
2019-02-27 20:00:00,Despejado,Colision,Leve,LATINA,CALL. MELILOTO / CALL. NOPALERA
2019-02-27 19:00:00,Despejado,Colision,Leve,CHAMBERÍ,PASEO. GENERAL MARTINEZ CAMPOS / CALL. MODESTO LAFUENTE
2019-02-27 10:00:00,Despejado,Caida,Leve,RETIRO,PASEO. FERNAN NUÑEZ / PASEO. VENEZUELA
2019-02-28 09:00:00,Despejado,Colision,Leve,BARAJAS,GTA. SINTRA / CALL. VIA DE DUBLIN
2019-02-28 08:00:00,Despejado,Caida,Leve,CHAMBERÍ,PASEO. CASTELLANA 29
2019-03-01 21:00:00,Despejado,Colision,Leve,RETIRO,PASEO. PRADO 13
2019-03-01 13:00:00,Despejado,Caida,Leve,CHAMBERÍ,CALL. MODESTO LAFUENTE 61
2019-03-01 12:00:00,Despejado,Otro,Leve,VICÁLVARO,CALL. HACIENDA DE PAVONES / CALL. BRUJAS
2019-03-01 12:00:00,Despejado,Caida,Leve,ARGANZUELA,RONDA. ATOCHA 7
2019-03-02 15:00:00,Despejado,Caida,Leve,TETUÁN,CALL. RAIMUNDO FERNANDEZ VILLAVERDE / PASEO. CASTELLANA
2019-03-02 14:00:00,Despejado,Caida,Grave,ARGANZUELA,PASEO. MOLINO 1
2019-03-02 04:00:00,Despejado,Caida,Leve,CENTRO,PASEO. PRADO 48
2019-03-03 23:00:00,Despejado,Colision,Leve,CENTRO,PLAZA. EMPERADOR CARLOS V 1
2019-03-03 21:00:00,Despejado,Colision,Leve,CHAMBERÍ,CALL. PRINCESA / CALL. HILARION ESLAVA
2019-03-04 16:00:00,Despejado,Colision,Leve,MORATALAZ,CALL. ARROYO DE LA MEDIA LEGUA / CALL. CORREGIDOR DIEGO CABEZA DE VACA
2019-03-04 16:00:00,Despejado,Colision,Leve,RETIRO,CALL. ALFONSO XII / CALL. MONTALBAN
2019-03-04 13:00:00,Despejado,Colision,Moderada,CHAMARTÍN,PASEO. CASTELLANA 92
2019-03-04 12:00:00,Despejado,Caida,Leve,RETIRO,RETIRO
2019-03-05 16:00:00,Despejado,Colision,Leve,BARAJAS,CALL. TRESPADERNE / AVDA. SUR DEL AEROPUERTO DE BARAJAS
2019-03-06 17:00:00,Despejado,Colision,Leve,SAN BLAS-CANILLEJAS,CALL. ALBAIDA 76
2019-03-06 10:00:00,Despejado,Caida,Leve,VILLA DE VALLECAS,PLAZA. CARDENAL CISNEROS / AVDA. COMPLUTENSE
2019-03-08 21:00:00,Despejado,Colision,Moderada,HORTALEZA,CALL. PRINCIPE CARLOS / CALL. MARIA TUDOR
2019-03-08 21:00:00,Despejado,Colision,Moderada,HORTALEZA,CALL. PRINCIPE CARLOS / CALL. MARIA TUDOR
2019-03-08 19:00:00,Despejado,Colision,Leve,BARAJAS,AVDA. PARTENON 2
2019-03-08 17:00:00,Despejado,Colision,Leve,TETUÁN,PASEO. CASTELLANA / CALL. RAIMUNDO FERNANDEZ VILLAVERDE
2019-03-09 20:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS,CALL. LOPEZ GRASS / AVDA. ALBUFERA
2019-03-10 22:00:00,Despejado,Caida,Leve,LATINA,AVDA. PORTUGAL 1
2019-03-10 19:00:00,Despejado,Colision,Moderada,LATINA,PASEO. ERMITA DEL SANTO / CALL. VIA CARPETANA
2019-03-10 17:00:00,Despejado,Colision,Leve,HORTALEZA,AVDA. INGENIERO EMILIO HERRERA 15
2019-03-10 15:00:00,Despejado,Colision,Grave,HORTALEZA,CALL. SANTA ADELA 14
2019-03-10 15:00:00,Despejado,Colision,Leve,HORTALEZA,CALL. SANTA ADELA 14
2019-03-11 22:00:00,Despejado,Colision,Leve,CENTRO,PLAZA. ESPAÑA / CALL. BAILEN
2019-03-11 21:00:00,Despejado,Caida,Moderada,SALAMANCA,CALL. ALCALDE SAINZ DE BARANDA / AUTOV. M-30
2019-03-11 20:00:00,Despejado,Otro,Leve,VILLAVERDE,CALL. ALCOCER / AVDA. ANDALUCIA
2019-03-12 10:00:00,Despejado,Caida,Leve,PUENTE DE VALLECAS,CALL. REGUERA DE TOMATEROS 39
2019-03-12 09:00:00,Despejado,Colision,Moderada,CHAMARTÍN,CALLE JORGE MANRIQUE - CALLE SERRANO
2019-03-13 19:00:00,Despejado,Otro,Leve,USERA,CALL. DOLORES BARRANCO / CALL. NICOLAS SANCHEZ
2019-03-14 12:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA,AVDA. VICTORIA 11
2019-03-15 22:00:00,Despejado,Colision,Moderada,TETUÁN,CALL. BRAVO MURILLO 305
2019-03-15 20:00:00,Despejado,Caida,Moderada,RETIRO,AVDA. CIUDAD DE BARCELONA / CALL. SECO
2019-03-16 19:00:00,Despejado,Colision,Leve,RETIRO,CALL. O'DONNELL 52
2019-03-16 18:00:00,Despejado,Colision,Leve,CHAMBERÍ,CALL. ALMAGRO 25
2019-03-16 12:00:00,Despejado,Colision,Leve,HORTALEZA,AVDA. NICETO ALCALA ZAMORA / CALL. JULIO CASARES
2019-03-16 01:00:00,Despejado,Caida,Leve,CENTRO,CALL. LUIS DE GONGORA / CALL. GRAVINA
2019-03-17 21:00:00,Despejado,Caida,Leve,CHAMARTÍN,PASEO. LA HABANA 39
2019-03-17 12:00:00,Despejado,Imprudencia,Leve,USERA,AVDA. MANZANARES 196
2019-03-17 12:00:00,Despejado,Imprudencia,Leve,USERA,AVDA. MANZANARES 196
2019-03-17 12:00:00,Despejado,Imprudencia,Leve,USERA,"PQUE. MADRID RIO, +00700E"
2019-03-17 12:00:00,Despejado,Imprudencia,Leve,USERA,"PQUE. MADRID RIO, +00700E"
2019-03-17 10:00:00,Despejado,Caida,Leve,SAN BLAS-CANILLEJAS,CALL. SUECIA / AVDA. CANILLEJAS A VICALVARO
2019-03-18 14:00:00,Despejado,Colision,Leve,CENTRO,CALL. SAN BERNARDO 43
2019-03-18 00:00:00,Despejado,Caida,Grave,CENTRO,CUSTA. SAN VICENTE / CALL. BAILEN
2019-03-19 08:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO,PLAZA. LEALTAD / PASEO. PRADO
2019-03-20 18:00:00,Despejado,Caida,Leve,PUENTE DE VALLECAS,CALL. SANTA CRUZ DE RETAMAR / AVDA. MIGUEL HERNANDEZ
2019-03-20 16:00:00,Despejado,Caida,Leve,CENTRO,CALLE ALACALA - PASEO DEL PRADO
2019-03-20 16:00:00,Despejado,Otro,Leve,VILLA DE VALLECAS,AVDA. ENSANCHE DE VALLECAS / AVDA. LA GAVIA
2019-03-20 10:00:00,Despejado,Imprudencia,Leve,CHAMARTÍN,PASEO. ERMITA DEL SANTO / GTA. PUENTE DE SEGOVIA
2019-03-20 10:00:00,Despejado,Imprudencia,Leve,CHAMARTÍN,PASEO. ERMITA DEL SANTO / GTA. PUENTE DE SEGOVIA
2019-03-22 16:00:00,Despejado,Colision,Leve,CIUDAD LINEAL,CALL. JOSE SILVA 2
2019-03-22 14:00:00,Despejado,Caida,Grave,VILLAVERDE,CALL. HULLA / AVDA. LOS ROSALES
2019-03-22 14:00:00,Despejado,Imprudencia,Leve,CENTRO,CALL. ATOCHA 109
2019-03-22 14:00:00,Despejado,Imprudencia,Moderada,CENTRO,CALL. ATOCHA 109
2019-03-22 14:00:00,Despejado,Colision,Leve,CHAMARTÍN,PASEO. LA HABANA / CALL. SANTIAGO BERNABEU
2019-03-23 12:00:00,Despejado,Caida,Leve,CARABANCHEL,GTA. MARQUES DE VADILLO / PNTE. TOLEDO
2019-03-24 22:00:00,Despejado,Colision,Leve,CENTRO,CALL. HORTALEZA 100
2019-03-24 22:00:00,Despejado,Colision,Leve,CENTRO,CALL. HORTALEZA 100
2019-03-24 12:00:00,Despejado,Colision,Leve,ARGANZUELA,CALL. RETAMA / CALL. ACANTO
2019-03-24 02:00:00,Despejado,Caida,Leve,TETUÁN,CALL. BRAVO MURILLO 120
2019-03-25 23:00:00,Despejado,Imprudencia,Moderada,CENTRO,CALL. HORTALEZA 18
2019-03-25 23:00:00,Despejado,Imprudencia,Moderada,CENTRO,CALL. HORTALEZA 18
2019-03-25 12:00:00,Despejado,Caida,Leve,FUENCARRAL-EL PARDO,CALL. PORTOMARIN 11
2019-03-26 19:00:00,Despejado,Otro,Leve,CHAMARTÍN,"CALL. JOAQUIN COSTA, FRENTE Nº 6"
2019-03-26 19:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS,CALL. MANCHA 4
2019-03-26 13:00:00,Despejado,Caida,Leve,SALAMANCA,PLAZA. CIBELES / CALL. ALCALA
2019-03-27 22:00:00,Despejado,Caida,Moderada,CENTRO,PLAZA. EMPERADOR CARLOS V / CALL. SANTA ISABEL
2019-03-27 13:00:00,Despejado,Caida,Leve,MORATALAZ,CALL. ARROYO FONTARRON 483
2019-03-28 15:00:00,Despejado,Colision,Leve,CENTRO,AVDA. GRAN VIA DE SAN FRANCISCO 4
2019-03-28 11:00:00,Despejado,Caida,Leve,CHAMBERÍ,CALL. FERNANDEZ DE LOS RIOS 33
2019-03-29 21:00:00,Despejado,Colision,Leve,USERA,AVDA. RAFAELA YBARRA 73
2019-03-29 18:00:00,Despejado,Colision,Moderada,MONCLOA-ARAVACA,AVDA. MIRAFLORES 48
2019-03-29 17:00:00,Despejado,Colision,Leve,TETUÁN,CALL. ORENSE 15
2019-03-30 20:00:00,Despejado,Colision,Grave,HORTALEZA,AVDA. SECUNDINO ZUAZO / CALL. CESAR CORT BOTI
2019-03-30 14:00:00,Despejado,Colision,Leve,ARGANZUELA,CALL. JUAN DUQUE / CALL. MORENO NIETO
2019-03-30 10:00:00,Despejado,Colision,Moderada,BARAJAS,GTA. ERMITA DE LA VIRGEN DE LA SOLEDAD
2019-03-30 09:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS,AVDA. MIGUEL HERNANDEZ / CALL. LEON FELIPE
2019-03-31 12:00:00,Lluvia,Caida,Leve,SALAMANCA,PASEO. CASTELLANA 16
2019-04-01 23:00:00,Despejado,Colision,Leve,ARGANZUELA,PASEO. DELICIAS 32
2019-04-01 18:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA,JUNTO A HUERTA DE LA PARTIDA
2019-04-01 16:00:00,Despejado,Caida,Moderada,ARGANZUELA,RONDA. TOLEDO 10
2019-04-01 15:00:00,Despejado,Colision,Leve,SALAMANCA,CALL. ALCALA 91
2019-04-02 14:00:00,Niebla,Colision,Leve,FUENCARRAL-EL PARDO,"AUTOV. M-607, +01500S"
2019-04-02 14:00:00,Niebla,Colision,Leve,FUENCARRAL-EL PARDO,"AUTOV. M-607, +01500S"
2019-04-03 17:00:00,Despejado,Caida,Moderada,PUENTE DE VALLECAS,IDB. PARQUE LINEAL DEL MANZANARES
2019-04-03 15:00:00,Despejado,Colision,Leve,MORATALAZ,AVDA. DOCTOR GARCIA TAPIA 157A
2019-04-04 22:00:00,Despejado,Colision,Leve,CENTRO,CALL. GRAN VIA / METRO. PLAZA DE ESPAÑA
2019-04-05 10:00:00,Lluvia,Colision,Moderada,CIUDAD LINEAL,CALL. ARRIAGA / CALL. FERNANDO GABRIEL
2019-04-06 21:00:00,Lluvia,Colision,Moderada,ARGANZUELA,CALL. MIGUEL ARREDONDO / CALL. ALONSO CARBONELL
2019-04-06 20:00:00,Lluvia,Caida,Moderada,CENTRO,CALL. VICTORIA 4
2019-04-07 10:00:00,Despejado,Imprudencia,Leve,CENTRO,CALL. HORTALEZA 17
2019-04-08 15:00:00,Despejado,Colision,Leve,CARABANCHEL,CALL. DOBLA / AVDA. POBLADOS
2019-04-08 12:00:00,Niebla,Imprudencia,Leve,USERA,AVDA. MANZANARES 200
2019-04-08 12:00:00,Niebla,Imprudencia,Leve,USERA,AVDA. MANZANARES 200
2019-04-08 11:00:00,Lluvia,Colision,Leve,USERA,CALL. DOLORES BARRANCO / CALL. JUSTA GARCIA
2019-04-08 09:00:00,Lluvia,Colision,Leve,MONCLOA-ARAVACA,CALL. EXPLANADA / CALL. PEDRO JUSTO DORADO DELLMANS
2019-04-09 13:00:00,Niebla,Otro,Leve,CENTRO,PASEO. RECOLETOS / CALL. GENOVA
2019-04-10 17:00:00,Despejado,Caida,Moderada,CENTRO,CALL. ALCALA 42
2019-04-10 09:00:00,Despejado,Imprudencia,Leve,RETIRO,PASEO. FERNAN NUÑEZ 1
2019-04-10 09:00:00,Despejado,Imprudencia,Leve,RETIRO,PASEO. FERNAN NUÑEZ 1
2019-04-10 08:00:00,Despejado,Colision,Leve,SAN BLAS-CANILLEJAS,AVENIDA CANILLEJAS A VICÁLVARO CON GLORIETA M-40
2019-04-11 16:00:00,Despejado,Caida,Leve,CHAMBERÍ,CALL. LUCHANA 34
2019-04-11 09:00:00,Despejado,Colision,Moderada,TETUÁN,CALL. SAN GERMAN / CALL. POETA JOAN MARAGALL
2019-04-12 18:00:00,Despejado,Caida,Leve,LATINA,PASEO. EXTREMADURA 153
2019-04-12 14:00:00,Despejado,Caida,Moderada,CENTRO,CALL. BARCO 32
2019-04-12 14:00:00,Despejado,Caida,Leve,CENTRO,CALL. BARCO 32
2019-04-12 12:00:00,Despejado,Colision,Leve,TETUÁN,CALL. POETA JOAN MARAGALL / CALL. SOR ANGELA DE LA CRUZ
2019-04-14 17:00:00,Despejado,Colision,Leve,CENTRO,CALL. MESON DE PAREDES / RONDA. VALENCIA
2019-04-16 19:00:00,Despejado,Caida,Moderada,RETIRO,CALL. CLAUDIO MOYANO / PASEO. PRADO
2019-04-16 08:00:00,Despejado,Caida,Leve,CENTRO,CALL. SANTA ISABEL 50
2019-04-17 19:00:00,Despejado,Colision,Leve,USERA,CALL. DOCTOR TOLOSA LATOUR 21
2019-04-20 21:00:00,Lluvia,Caida,Moderada,VILLAVERDE,CALL. GILENA 14
2019-04-20 21:00:00,Despejado,Colision,Leve,CHAMBERÍ,CALL. SANTA ENGRACIA 76
2019-04-21 17:00:00,Niebla,Imprudencia,Moderada,BARAJAS,PQUE. JUAN CARLOS I 1
2019-04-22 19:00:00,Despejado,Caida,Leve,HORTALEZA,AVDA. LAS FUERZAS ARMADAS 118
2019-04-23 17:00:00,Despejado,Caida,Leve,CENTRO,CUSTA. SANTO DOMINGO / CALL. FOMENTO
2019-04-24 16:00:00,Despejado,Otro,Leve,MORATALAZ,CALL. ARROYO BELINCOSO 24
2019-04-24 10:00:00,Lluvia,Colision,Moderada,MONCLOA-ARAVACA,CALL. GOBELAS / CALL. GUECHO
2019-04-27 20:00:00,Despejado,Colision,Leve,CENTRO,MADRID
2019-04-27 14:00:00,Despejado,Colision,Leve,VILLAVERDE,AVDA. RAFAELA YBARRA 137
2019-04-27 13:00:00,Despejado,Colision,Leve,VICÁLVARO,AVDA. COMUNIDADES / AVDA. DEMOCRACIA
2019-04-27 11:00:00,Despejado,Colision,Moderada,SAN BLAS-CANILLEJAS,CALL. JULIA GARCIA BOUTAN / CALL. SOFIA
2019-04-28 17:00:00,Despejado,Colision,Moderada,FUENCARRAL-EL PARDO,"CTRA. M-616, +00600S"
2019-04-29 21:00:00,Despejado,Caida,Leve,CHAMBERÍ,PLAZA. ALONSO MARTINEZ 7
2019-04-29 07:00:00,Despejado,Imprudencia,Leve,CIUDAD LINEAL,CALL. ALCALA / CALL. LOS URQUIZA
2019-04-29 07:00:00,Despejado,Imprudencia,Moderada,CIUDAD LINEAL,CALL. ALCALA / CALL. LOS URQUIZA
2019-05-02 10:00:00,Despejado,Imprudencia,Leve,VICÁLVARO,BULEV. JOSE PRAT / CALL. HACIENDA DE PAVONES
2019-05-02 10:00:00,Despejado,Imprudencia,Moderada,VICÁLVARO,BULEV. JOSE PRAT / CALL. HACIENDA DE PAVONES
2019-05-03 22:00:00,Despejado,Caida,Moderada,CENTRO,CALL. SANTA CATALINA / CRA. SAN JERONIMO
2019-05-04 21:00:00,Despejado,Colision,Leve,CHAMBERÍ,CALL. CEA BERMUDEZ / CALL. BRAVO MURILLO
2019-05-05 21:00:00,Despejado,Caida,Moderada,ARGANZUELA,PASEO. ESPERANZA 15
2019-05-05 15:00:00,Despejado,Imprudencia,Leve,LATINA,CALL. SESEÑA 46A
2019-05-05 15:00:00,Despejado,Imprudencia,Leve,LATINA,CALL. SESEÑA 46A
2019-05-06 19:00:00,Despejado,Colision,Leve,RETIRO,AVDA. MENENDEZ PELAYO 65
2019-05-06 08:00:00,Despejado,Colision,Moderada,CIUDAD LINEAL,CALL. ALCALA 346
