,fecha,meteo,tipo_accidente,lesividad,distrito,direccion,horario,dia,festividad,lon,lat
1399,2018-11-08 21:00:00,Lluvia,Colision,Leve,USERA                         ,AVENIDA DEL MANZANARES NUM                                                                           212 Madrid,Noche,2018-11-08,Laborable,,
1400,2018-11-09 00:00:00,Lluvia,Caida,Grave,CENTRO                        ,CALLE DEL OLIVAR NUM                                                                                 43 Madrid,Noche,2018-11-09,Festivo,,
1401,2018-11-09 12:00:00,Despejado,Colision,Leve,RETIRO                        ,AVENIDA DE NAZARET - CALLE DEL DOCTOR ESQUERDO Madrid,Mañana,2018-11-09,Festivo,,
1402,2018-11-10 13:00:00,Despejado,Imprudencia,Leve,MONCLOA-ARAVACA               ,CALLE DE LA RIBERA DEL MANZANARES - CALLE DE SANTA OLALLA Madrid,Tarde,2018-11-10,Laborable,,
1403,2018-11-11 06:00:00,Lluvia,Caida,Leve,CENTRO                        ,CALLE DE MIGUEL SERVET NUM                                                                           3 Madrid,Mañana,2018-11-11,Festivo,,
1404,2018-11-12 14:00:00,Lluvia,Caida,Moderada,CENTRO                        ,PLAZA DE CANOVAS DEL CASTILLO NUM                                                                    3 Madrid,Tarde,2018-11-12,Laborable,,
1405,2018-11-12 15:00:00,Lluvia,Caida,Leve,HORTALEZA                     ,CALLE DE CHIQUINQUIRA - CALLE DEL NEVADO DEL CUMBAL Madrid,Tarde,2018-11-12,Laborable,,
1406,2018-11-12 23:00:00,Despejado,Colision,Moderada,PUENTE DE VALLECAS            ,AVENIDA DE BUENOS AIRES - AVENIDA DE ENTREVIAS Madrid,Noche,2018-11-12,Laborable,,
1407,2018-11-12 23:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS            ,AVENIDA DE BUENOS AIRES - AVENIDA DE ENTREVIAS Madrid,Noche,2018-11-12,Laborable,,
1408,2018-11-13 12:00:00,Despejado,Caida,Leve,SALAMANCA                     ,CALLE DE SERRANO NUM                                                                                 38 Madrid,Mañana,2018-11-13,Laborable,,
1409,2018-11-13 12:00:00,Despejado,Caida,Moderada,SALAMANCA                     ,CALLE DE SERRANO NUM                                                                                 38 Madrid,Mañana,2018-11-13,Laborable,,
1410,2018-11-13 23:00:00,Despejado,Colision,Leve,CARABANCHEL                   ,CALLE DEL GENERAL RICARDOS NUM                                                                       5 Madrid,Noche,2018-11-13,Laborable,,
1411,2018-11-15 14:00:00,Despejado,Caida,Leve,LATINA                        ,PASEO DE LA ERMITA DEL SANTO NUM                                                                     14 Madrid,Tarde,2018-11-15,Laborable,,
1412,2018-11-15 19:00:00,Lluvia,Caida,Leve,CENTRO                        ,PLAZA DE LA PROVINCIA NUM                                                                            1 Madrid,Tarde,2018-11-15,Laborable,,
1413,2018-11-15 19:00:00,Lluvia,Imprudencia,Leve,CHAMBERI                      ,CALLE DE SAN BERNARDO NUM                                                                            123 Madrid,Tarde,2018-11-15,Laborable,,
1414,2018-11-15 20:00:00,Lluvia,Caida,Leve,CENTRO                        ,CUESTA DE LA VEGA Madrid,Tarde,2018-11-15,Laborable,,
1415,2018-11-17 11:00:00,Despejado,Caida,Leve,CHAMARTIN                     ,CALLE DE BALBINA VALVERDE NUM                                                                        10 Madrid,Mañana,2018-11-17,Laborable,,
1416,2018-11-17 13:00:00,Despejado,Colision,Grave,BARAJAS                       ,AVENIDA DE LOGROÑO - CALLE DE LA RAMBLA Madrid,Tarde,2018-11-17,Laborable,,
1417,2018-11-17 16:00:00,Despejado,Colision,Moderada,CENTRO                        ,PLAZA DEL EMPERADOR CARLOS V NUM                                                                     9 Madrid,Tarde,2018-11-17,Laborable,,
1418,2018-11-18 10:00:00,Despejado,Colision,Leve,VILLA DE VALLECAS             ,CARRETERA DE VILLAVERDE A VALLECAS - POLIGONO LA ATALAYUELA Madrid,Mañana,2018-11-18,Festivo,,
1419,2018-11-18 11:00:00,Despejado,Caida,Leve,FUENCARRAL-EL PARDO           ,CARRETERA DE COLMENAR NUM                                                                            2 Madrid,Mañana,2018-11-18,Festivo,,
1420,2018-11-19 17:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE TOLEDO NUM                                                                                  98 Madrid,Tarde,2018-11-19,Laborable,,
1421,2018-11-19 19:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE  GRAN VIA - CALLE DE ALCALA Madrid,Tarde,2018-11-19,Laborable,,
1422,2018-11-20 09:00:00,Despejado,Colision,Leve,CIUDAD LINEAL                 ,AVENIDA DE DAROCA NUM                                                                                25 Madrid,Mañana,2018-11-20,Laborable,,
1423,2018-11-20 15:00:00,Lluvia,Caida,Leve,CENTRO                        ,CALLE DEL PRADO - CALLE DEL PRINCIPE Madrid,Tarde,2018-11-20,Laborable,,
1424,2018-11-20 16:00:00,Lluvia,Imprudencia,Leve,CARABANCHEL                   ,CARRIL  ANILLO VERDE CICLISTA KM.                                                                    32700 Madrid,Tarde,2018-11-20,Laborable,,
1425,2018-11-20 21:00:00,Despejado,Colision,Leve,SALAMANCA                     ,CALLE DE JOSE ORTEGA Y GASSET - CALLE DE VELAZQUEZ Madrid,Noche,2018-11-20,Laborable,,
1426,2018-11-21 07:00:00,Despejado,Colision,Leve,TETUAN                        ,CALLE DE BRAVO MURILLO - CALLE DE ULPIANA BENITO Madrid,Mañana,2018-11-21,Laborable,,
1427,2018-11-23 02:00:00,Lluvia,Caida,Leve,CENTRO                        ,CALLE DE FUCAR NUM                                                                                   23 Madrid,Noche,2018-11-23,Laborable,,
1428,2018-11-23 14:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE SAGASTA NUM                                                                                 13 Madrid,Tarde,2018-11-23,Laborable,,
1429,2018-11-23 18:00:00,Despejado,Caida,Leve,USERA                         ,CALLE DE ANTONIO LOPEZ - CALLE DEL VADO Madrid,Tarde,2018-11-23,Laborable,,
1430,2018-11-23 20:00:00,Despejado,Colision,Moderada,SALAMANCA                     ,CALLE DE FRANCISCO SILVELA NUM                                                                       36 Madrid,Tarde,2018-11-23,Laborable,,
1431,2018-11-24 11:00:00,Despejado,Colision,Leve,HORTALEZA                     ,AVENIDA DE LOS ANDES NUM                                                                             50 Madrid,Mañana,2018-11-24,Laborable,,
1432,2018-11-24 16:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE EMBAJADORES NUM                                                                             46 Madrid,Tarde,2018-11-24,Laborable,,
1433,2018-11-25 13:00:00,Despejado,Caida,Leve,FUENCARRAL-EL PARDO           ,CARRETERA DE PARDO A FUENCARRAL KM.                                                                  3500 Madrid,Tarde,2018-11-25,Festivo,,
1434,2018-11-26 09:00:00,Despejado,Colision,Leve,CARABANCHEL                   ,CALLE DE ANTONIO LOPEZ NUM                                                                           17 Madrid,Mañana,2018-11-26,Laborable,,
1435,2018-11-27 14:00:00,Despejado,Caida,Leve,VILLA DE VALLECAS             ,AVENIDA DEL ENSANCHE DE VALLECAS - CALLE DE VILLAR DEL POZO Madrid,Tarde,2018-11-27,Laborable,,
1436,2018-11-27 19:00:00,Despejado,Caida,Leve,PUENTE DE VALLECAS            ,CALLE DE SIERRA ELVIRA - CALLE DE SIERRA TOLEDANA Madrid,Tarde,2018-11-27,Laborable,,
1437,2018-11-27 21:00:00,Despejado,Colision,Leve,LATINA                        ,CALLE DE LAS HIGUERAS NUM                                                                            41 Madrid,Noche,2018-11-27,Laborable,,
1438,2018-11-28 07:00:00,Despejado,Colision,Grave,CIUDAD LINEAL                 ,CALLE DE AGASTIA - CALLE DE LA CONDESA DE VENADITO Madrid,Mañana,2018-11-28,Laborable,,
1439,2018-11-28 09:00:00,Despejado,Colision,Leve,TETUAN                        ,CALLE DE LA BASILICA - CALLE DEL GENERAL MOSCARDO Madrid,Mañana,2018-11-28,Laborable,,
1440,2018-11-28 20:00:00,Despejado,Imprudencia,Moderada,LATINA                        ,CALLE DE MARIA DEL CARMEN NUM                                                                        46 Madrid,Tarde,2018-11-28,Laborable,,
1441,2018-11-29 14:00:00,Despejado,Caida,Grave,CARABANCHEL                   ,PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                              4900 Madrid,Tarde,2018-11-29,Laborable,,
1442,2018-11-29 19:00:00,Despejado,Colision,Leve,ARGANZUELA                    ,GLORIETA DE EMBAJADORES NUM                                                                          7 Madrid,Tarde,2018-11-29,Laborable,,
1443,2018-11-29 19:00:00,Despejado,Colision,Leve,CIUDAD LINEAL                 ,AVENIDA DEL MARQUES DE CORBERA NUM                                                                   6 Madrid,Tarde,2018-11-29,Laborable,,
1444,2018-11-29 22:00:00,Lluvia,Colision,Grave,CARABANCHEL                   ,CALLE DE LA OCA NUM                                                                                  21 Madrid,Noche,2018-11-29,Laborable,,
1445,2018-11-29 22:00:00,Lluvia,Colision,Leve,CHAMARTIN                     ,CALLE DE AGUSTIN DE FOXA NUM                                                                         40 Madrid,Noche,2018-11-29,Laborable,,
1446,2018-12-02 19:00:00,Despejado,Colision,Leve,RETIRO                        ,AVENIDA DE LA CIUDAD DE BARCELONA NUM                                                                1 Madrid,Tarde,2018-12-02,Festivo,,
1447,2018-12-03 07:00:00,Despejado,Imprudencia,Moderada,CENTRO                        ,CALLE DEL RELOJ NUM                                                                                  12 Madrid,Mañana,2018-12-03,Laborable,,
1448,2018-12-03 13:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA               ,LUGAR DE LA CASA DE CAMPO Madrid,Tarde,2018-12-03,Laborable,,
1449,2018-12-03 14:00:00,Despejado,Colision,Leve,CHAMBERI                      ,CALLE DE SANTA ENGRACIA NUM                                                                          125 Madrid,Tarde,2018-12-03,Laborable,,
1450,2018-12-03 15:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE GENOVA - PLAZA DE SANTA BARBARA Madrid,Tarde,2018-12-03,Laborable,,
1451,2018-12-06 02:00:00,Despejado,Caida,Leve,CHAMARTIN                     ,CALLE DE JOAQUIN COSTA NUM                                                                           21 Madrid,Noche,2018-12-06,Festivo,,
1452,2018-12-06 22:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE SAN BERNARDO NUM                                                                            72 Madrid,Noche,2018-12-06,Festivo,,
1453,2018-12-07 20:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DEL ESPIRITU SANTO NUM                                                                         1 Madrid,Tarde,2018-12-07,Laborable,,
1454,2018-12-10 13:00:00,Despejado,Colision,Leve,SALAMANCA                     ,CALLE DE FRANCISCO SILVELA NUM                                                                       44 Madrid,Tarde,2018-12-10,Laborable,,
1455,2018-12-11 15:00:00,Despejado,Colision,Leve,CHAMBERI                      ,PASEO DE LA CASTELLANA NUM                                                                           13 Madrid,Tarde,2018-12-11,Laborable,,
1456,2018-12-12 15:00:00,Despejado,Imprudencia,Moderada,CARABANCHEL                   ,PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                              3900 Madrid,Tarde,2018-12-12,Laborable,,
1457,2018-12-13 11:00:00,Lluvia,Caida,Leve,SALAMANCA                     ,CALLE DE FERNAN GONZALEZ - CALLE DE JORGE JUAN Madrid,Mañana,2018-12-13,Laborable,,
1458,2018-12-14 22:00:00,Despejado,Caida,Leve,FUENCARRAL-EL PARDO           ,CALLE DE GINZO DE LIMIA - CALLE DE LA VILLA DE MARIN Madrid,Noche,2018-12-14,Laborable,,
1459,2018-12-16 09:00:00,Lluvia,Colision,Grave,USERA                         ,GLORIETA DE CADIZ - AUTOVIA  M-30 CALZADA 2 Madrid,Mañana,2018-12-16,Festivo,,
1460,2018-12-16 12:00:00,Lluvia,Caida,Leve,CHAMBERI                      ,PLAZA DE ALONSO MARTINEZ NUM                                                                         3 Madrid,Mañana,2018-12-16,Festivo,,
1461,2018-12-17 18:00:00,Despejado,Caida,Leve,LATINA                        ,CALLE DE LOS YEBENES NUM                                                                             121 Madrid,Tarde,2018-12-17,Laborable,,
1462,2018-12-18 12:00:00,Despejado,Colision,Leve,VICALVARO                     ,CALLE DE RIVAS NUM                                                                                   82 Madrid,Mañana,2018-12-18,Laborable,,
1463,2018-12-18 22:00:00,Lluvia,Caida,Leve,CHAMARTIN                     ,AVENIDA DEL DOCTOR ARCE - PLAZA DE SANTA GEMA Madrid,Noche,2018-12-18,Laborable,,
1464,2018-12-19 08:00:00,Despejado,Caida,Leve,CENTRO                        ,PLAZA DE LA PUERTA DEL SOL NUM                                                                       1 Madrid,Mañana,2018-12-19,Laborable,,
1465,2018-12-19 17:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE LA RIBERA DE CURTIDORES NUM                                                                 3 Madrid,Tarde,2018-12-19,Laborable,,
1466,2018-12-20 09:00:00,Despejado,Colision,Leve,CHAMBERI                      ,CALLE DE MIGUEL ANGEL - PASEO DEL GENERAL MARTINEZ CAMPOS Madrid,Mañana,2018-12-20,Laborable,,
1467,2018-12-20 21:00:00,Despejado,Imprudencia,Moderada,CIUDAD LINEAL                 ,AVENIDA DE DAROCA NUM                                                                                63 Madrid,Noche,2018-12-20,Laborable,,
1468,2018-12-21 07:00:00,Lluvia,Caida,Leve,TETUAN                        ,CALLE DE BRAVO MURILLO NUM                                                                           105 Madrid,Mañana,2018-12-21,Laborable,,
1469,2018-12-21 23:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE ALCALA - CALLE DEL MARQUES DE CASA RIERA Madrid,Noche,2018-12-21,Laborable,,
1470,2018-12-22 01:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA               ,CUESTA DE SAN VICENTE NUM                                                                            40 Madrid,Noche,2018-12-22,Laborable,,
1471,2018-12-22 22:00:00,Despejado,Caida,Leve,LATINA                        ,CALLE DE LA GRANDEZA ESPAÑOLA NUM                                                                    39 Madrid,Noche,2018-12-22,Laborable,,
1472,2018-12-24 09:00:00,Despejado,Caida,Grave,CENTRO                        ,CALLE DE TOLEDO - PLAZA  MAYOR Madrid,Mañana,2018-12-24,Laborable,,
1473,2018-12-24 13:00:00,Despejado,Caida,Leve,MORATALAZ                     ,AVENIDA DE MORATALAZ NUM                                                                             44 Madrid,Tarde,2018-12-24,Laborable,,
1474,2018-12-25 12:00:00,Despejado,Caida,Leve,FUENCARRAL-EL PARDO           ,CALLE DE BRAOJOS NUM                                                                                 10 Madrid,Mañana,2018-12-25,Festivo,,
1475,2018-12-28 09:00:00,Despejado,Colision,Leve,CHAMARTIN                     ,PASEO DE LA CASTELLANA - PASEO DE LA HABANA Madrid,Mañana,2018-12-28,Laborable,,
1476,2018-12-28 14:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE GENOVA NUM                                                                                  2 Madrid,Tarde,2018-12-28,Laborable,,
1477,2018-12-29 10:00:00,Despejado,Colision,Leve,TETUAN                        ,CALLE DE BRAVO MURILLO NUM                                                                           105 Madrid,Mañana,2018-12-29,Laborable,,
1478,2018-12-29 19:00:00,Despejado,Caida,Leve,CHAMBERI                      ,CALLE DE SANTA ENGRACIA NUM                                                                          135 Madrid,Tarde,2018-12-29,Laborable,,
1479,2017-01-01 06:00:00,Despejado,Imprudencia,Grave,ARGANZUELA                    ,CALLE DE TOLEDO NUM                                                                                  120 Madrid,Mañana,2017-01-01,Festivo,,
1480,2017-01-02 21:00:00,Despejado,Caida,Leve,SAN BLAS                      ,CALLE DE MEQUINENZA NUM                                                                              14 Madrid,Noche,2017-01-02,Laborable,,
1481,2017-01-03 19:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE LA ESCALINATA NUM                                                                           8 Madrid,Tarde,2017-01-03,Laborable,,
1482,2017-01-04 21:00:00,Niebla,Caida,Leve,CENTRO                        ,CALLE DE LA CAVA DE SAN MIGUEL NUM                                                                   13 Madrid,Noche,2017-01-04,Laborable,,
1483,2017-01-05 08:00:00,Niebla,Caida,Leve,MONCLOA-ARAVACA               ,PUENTE DE LOS FRANCESES Madrid,Mañana,2017-01-05,Laborable,,
1484,2017-01-05 12:00:00,Niebla,Caida,Leve,LATINA                        ,CARRETERA DE BOADILLA DEL MONTE NUM                                                                  27 Madrid,Mañana,2017-01-05,Laborable,,
1485,2017-01-05 14:00:00,Despejado,Imprudencia,Leve,TETUAN                        ,CALLE DE LA INFANTA MERCEDES NUM                                                                     27 Madrid,Tarde,2017-01-05,Laborable,,
1486,2017-01-05 17:00:00,Despejado,Caida,Leve,FUENCARRAL-EL PARDO           ,CALLE DE ANTONIO DE CABEZON NUM                                                                      91 Madrid,Tarde,2017-01-05,Laborable,,
1487,2017-01-06 11:00:00,Despejado,Colision,Leve,CENTRO                        ,CUESTA DE LA VEGA - PASEO DE LA CIUDAD DE PLASENCIA Madrid,Mañana,2017-01-06,Festivo,,
1488,2017-01-06 17:00:00,Despejado,Colision,Leve,SAN BLAS                      ,CALLE DE AREVALO LARA - CALLE DE TAMPICO Madrid,Tarde,2017-01-06,Festivo,,
1489,2017-01-07 00:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE SAN FELIPE NERI - PLAZA DE LOS HERRADORES Madrid,Noche,2017-01-07,Laborable,,
1490,2017-01-07 11:00:00,Despejado,Colision,Leve,BARAJAS                       ,CALLE DE LA RIBERA DEL SENA - GLORIETA DE LUXEMBURGO Madrid,Mañana,2017-01-07,Laborable,,
1491,2017-01-07 14:00:00,Despejado,Caida,Leve,FUENCARRAL-EL PARDO           ,CALLE DE FREUD - CALLE DE MARX Madrid,Tarde,2017-01-07,Laborable,,
1492,2017-01-08 13:00:00,Despejado,Caida,Leve,ARGANZUELA                    ,RONDA DE TOLEDO NUM                                                                                  14 Madrid,Tarde,2017-01-08,Festivo,,
1493,2017-01-08 20:00:00,Despejado,Caida,Grave,CENTRO                        ,CALLE DE SEGOVIA NUM                                                                                 16 Madrid,Tarde,2017-01-08,Festivo,,
1494,2017-01-09 14:00:00,Despejado,Caida,Leve,TETUAN                        ,CALLE DE BRAVO MURILLO NUM                                                                           101 Madrid,Tarde,2017-01-09,Laborable,,
1495,2017-01-09 19:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA               ,CALLE DE LA GOLONDRINA - CALLE DE VALTRAVIESO Madrid,Tarde,2017-01-09,Laborable,,
1496,2017-01-09 23:00:00,Despejado,Colision,Leve,TETUAN                        ,CALLE DE LA INFANTA MERCEDES - CALLE DE SOR ANGELA DE LA CRUZ Madrid,Noche,2017-01-09,Laborable,,
1497,2017-01-10 14:00:00,Despejado,Caida,Leve,SAN BLAS                      ,CALLE DE LA REPUBLICA CHECA NUM                                                                      1 Madrid,Tarde,2017-01-10,Laborable,,
1498,2017-01-10 18:00:00,Despejado,Caida,Leve,RETIRO                        ,CALLE DE MONTALBAN NUM                                                                               1 Madrid,Tarde,2017-01-10,Laborable,,
1499,2017-01-10 19:00:00,Despejado,Caida,Leve,TETUAN                        ,CALLE DE BRAVO MURILLO NUM                                                                           243 Madrid,Tarde,2017-01-10,Laborable,,
1500,2017-01-12 17:00:00,Despejado,Colision,Grave,CENTRO                        ,CALLE  GRAN VIA NUM                                                                                  22 Madrid,Tarde,2017-01-12,Laborable,,
1501,2017-01-12 18:00:00,Despejado,Colision,Leve,RETIRO                        ,CALLE DE ALCALA NUM                                                                                  52 Madrid,Tarde,2017-01-12,Laborable,,
1502,2017-01-12 18:00:00,Despejado,Colision,Moderada,RETIRO                        ,CALLE DE ALCALA NUM                                                                                  52 Madrid,Tarde,2017-01-12,Laborable,,
1503,2017-01-12 20:00:00,Despejado,Caida,Moderada,FUENCARRAL-EL PARDO           ,CALLE DE GRAÑON - CALLE DE SAN JUAN DE ORTEGA Madrid,Tarde,2017-01-12,Laborable,,
1504,2017-01-13 09:00:00,Despejado,Colision,Leve,VICALVARO                     ,AVENIDA DE LA DEMOCRACIA - BULEVAR DE JOSE PRAT Madrid,Mañana,2017-01-13,Laborable,,
1505,2017-01-13 17:00:00,Despejado,Caida,Leve,RETIRO                        ,CALLE DE ESPALTER NUM                                                                                3 Madrid,Tarde,2017-01-13,Laborable,,
1506,2017-01-15 11:00:00,Despejado,Imprudencia,Moderada,ARGANZUELA                    ,PASEO DE LAS DELICIAS NUM                                                                            89 Madrid,Mañana,2017-01-15,Festivo,,
1507,2017-01-19 20:00:00,Despejado,Caida,Leve,CIUDAD LINEAL                 ,CALLE DE JOSE SILVA - CALLE DE TORRELAGUNA Madrid,Tarde,2017-01-19,Laborable,,
1508,2017-01-19 20:00:00,Despejado,Colision,Leve,HORTALEZA                     ,AVENIDA DE MANUEL AZAÑA - CARRETERA A LA ESTACION DE HORTALEZA Madrid,Tarde,2017-01-19,Laborable,,
1509,2017-01-20 14:00:00,Despejado,Caida,Leve,CHAMARTIN                     ,CALLE DE JOAQUIN COSTA NUM                                                                           9 Madrid,Tarde,2017-01-20,Laborable,,
1510,2017-01-20 20:00:00,Despejado,Colision,Leve,CHAMARTIN                     ,PASEO DE LA CASTELLANA NUM                                                                           244 Madrid,Tarde,2017-01-20,Laborable,,
1511,2017-01-21 10:00:00,Despejado,Imprudencia,Leve,CARABANCHEL                   ,CARRIL  ANILLO VERDE CICLISTA KM.                                                                    32000 Madrid,Mañana,2017-01-21,Laborable,,
1512,2017-01-21 20:00:00,Despejado,Caida,Leve,SALAMANCA                     ,CALLE DE GOYA NUM                                                                                    71 Madrid,Tarde,2017-01-21,Laborable,,
1513,2017-01-22 22:00:00,Despejado,Caida,Leve,CHAMARTIN                     ,CALLE DE GUTIERREZ SOLANA - PASEO DE LA HABANA Madrid,Noche,2017-01-22,Festivo,,
1514,2017-01-24 10:00:00,Despejado,Colision,Leve,RETIRO                        ,CALLE DE O'DONNELL NUM                                                                               44 Madrid,Mañana,2017-01-24,Laborable,,
1515,2017-01-24 17:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA               ,CARRETERA DE RODAJOS Madrid,Tarde,2017-01-24,Laborable,,
1516,2017-01-25 16:00:00,Despejado,Caida,Leve,RETIRO                        ,AVENIDA DEL MEDITERRANEO NUM                                                                         16 Madrid,Tarde,2017-01-25,Laborable,,
1517,2017-01-25 20:00:00,Despejado,Imprudencia,Leve,CENTRO                        ,PLAZA DEL EMPERADOR CARLOS V NUM                                                                     8 Madrid,Tarde,2017-01-25,Laborable,,
1518,2017-01-26 08:00:00,Despejado,Colision,Leve,HORTALEZA                     ,AVENIDA DE MACHUPICHU - CALLE DE JOSE MIGUEL GURIDI Madrid,Mañana,2017-01-26,Laborable,,
1519,2017-01-26 19:00:00,Despejado,Colision,Grave,FUENCARRAL-EL PARDO           ,AVENIDA DEL MONASTERIO DE SILOS - CALLE DEL MONASTERIO DE EL PAULAR Madrid,Tarde,2017-01-26,Laborable,,
1520,2017-01-27 08:00:00,Lluvia,Colision,Leve,RETIRO                        ,CALLE DEL DOCTOR ESQUERDO NUM                                                                        114 Madrid,Mañana,2017-01-27,Laborable,,
1521,2017-01-29 12:00:00,Lluvia,Caida,Leve,RETIRO                        ,PASEO DE VENEZUELA - PASEO DEL FERNAN NUÑEZ Madrid,Mañana,2017-01-29,Festivo,,
1522,2017-01-31 19:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO           ,CALLE DEL MONASTERIO DE ARLANZA NUM                                                                  27 Madrid,Tarde,2017-01-31,Laborable,,
1523,2017-01-31 21:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE CEDACEROS NUM                                                                               4 Madrid,Noche,2017-01-31,Laborable,,
1524,2017-02-01 14:00:00,Despejado,Caida,Leve,CENTRO                        ,PASEO DEL PRADO NUM                                                                                  6 Madrid,Tarde,2017-02-01,Laborable,,
1525,2017-02-02 15:00:00,Lluvia,Caida,Leve,ARGANZUELA                    ,AVENIDA DEL PLANETARIO - CALLE DE EROS Madrid,Tarde,2017-02-02,Laborable,,
1526,2017-02-02 15:00:00,Lluvia,Caida,Leve,CENTRO                        ,CALLE  MAYOR NUM                                                                                     70 Madrid,Tarde,2017-02-02,Laborable,,
1527,2017-02-02 22:00:00,Despejado,Colision,Leve,HORTALEZA                     ,AVENIDA DE LOS ANDES - GLORIETA DE YUCATAN Madrid,Noche,2017-02-02,Laborable,,
1528,2017-02-03 00:00:00,Despejado,Colision,Leve,CHAMBERI                      ,CALLE DE BRAVO MURILLO - CALLE DE JOSE ABASCAL Madrid,Noche,2017-02-03,Laborable,,
1529,2017-02-03 15:00:00,Lluvia,Colision,Leve,CIUDAD LINEAL                 ,AUTOVIA  M-30 CALZADA 2 - AVENIDA DE AMERICA Madrid,Tarde,2017-02-03,Laborable,,
1530,2017-02-03 22:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE SAN BERNARDO NUM                                                                            5 Madrid,Noche,2017-02-03,Laborable,,
1531,2017-02-04 13:00:00,Lluvia,Caida,Leve,SAN BLAS                      ,AVENIDA DE ARCENTALES NUM                                                                            7 Madrid,Tarde,2017-02-04,Laborable,,
1532,2017-02-04 20:00:00,Lluvia,Colision,Leve,ARGANZUELA                    ,CALLE DE BUSTAMANTE - PASEO DE LAS DELICIAS Madrid,Tarde,2017-02-04,Laborable,,
1533,2017-02-05 12:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA               ,CALLE DEL ALMIRANTE FRANCISCO MORENO NUM                                                             13 Madrid,Mañana,2017-02-05,Festivo,,
1534,2017-02-06 19:00:00,Despejado,Colision,Leve,ARGANZUELA                    ,GLORIETA DE EMBAJADORES NUM                                                                          5 Madrid,Tarde,2017-02-06,Laborable,,
1535,2017-02-07 09:00:00,Despejado,Caida,Leve,CENTRO                        ,CALLE DE TORIJA - PLAZA DE LA MARINA ESPAÑOLA Madrid,Mañana,2017-02-07,Laborable,,
1536,2017-02-07 13:00:00,Despejado,Imprudencia,Leve,CHAMBERI                      ,CALLE DE ZURBARAN - PASEO DE LA CASTELLANA Madrid,Tarde,2017-02-07,Laborable,,
1537,2017-02-07 22:00:00,Despejado,Imprudencia,Grave,RETIRO                        ,AVENIDA DE MENENDEZ PELAYO NUM                                                                       32 Madrid,Noche,2017-02-07,Laborable,,
1538,2017-02-08 17:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS            ,CALLE DE LOS BARROS - RONDA  SUR Madrid,Tarde,2017-02-08,Laborable,,
1539,2017-02-09 16:00:00,Despejado,Caida,Leve,CENTRO                        ,PLAZA DE SANTA CATALINA DE LOS DONADOS NUM                                                           3 Madrid,Tarde,2017-02-09,Laborable,,
1540,2017-02-10 09:00:00,Lluvia,Caida,Leve,CENTRO                        ,CALLE DE PRECIADOS NUM                                                                               28 Madrid,Mañana,2017-02-10,Laborable,,
1541,2017-02-10 13:00:00,Lluvia,Colision,Leve,SALAMANCA                     ,CALLE DE ALCALA NUM                                                                                  149 Madrid,Tarde,2017-02-10,Laborable,,
1542,2017-02-10 14:00:00,Lluvia,Colision,Leve,FUENCARRAL-EL PARDO           ,CALLE DEL ARROYO DEL MONTE - PLAZA DE LA PRADERA DEL SACERAL Madrid,Tarde,2017-02-10,Laborable,,
1543,2017-02-12 00:00:00,Lluvia,Colision,Leve,CENTRO                        ,PLAZA DEL EMPERADOR CARLOS V - RONDA DE ATOCHA Madrid,Noche,2017-02-12,Festivo,,
1544,2017-02-13 19:00:00,Despejado,Caida,Leve,TETUAN                        ,CALLE DE LOS ALGODONALES NUM                                                                         10 Madrid,Tarde,2017-02-13,Laborable,,
1545,2017-02-14 08:00:00,Despejado,Colision,Leve,CENTRO                        ,CALLE DE ALCALA NUM                                                                                  51 Madrid,Mañana,2017-02-14,Laborable,,
1546,2017-02-14 09:00:00,Despejado,Colision,Grave,SALAMANCA                     ,CALLE DEL ALCALDE SAINZ DE BARANDA NUM                                                               92 Madrid,Mañana,2017-02-14,Laborable,,
1547,2017-02-14 16:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA               ,PASEO DE LA PUERTA DEL ANGEL NUM                                                                     3 Madrid,Tarde,2017-02-14,Laborable,,
