,fecha,meteo,tipo_accidente,lesividad,distrito,direccion,horario,dia,festividad,lon,lat
366,2019-06-13 11:00:00,Despejado,Otro,Leve,LATINA,CALLE MAQUEDA 66 Madrid,Mañana,2019-06-13,Laborable,,
367,2019-06-13 09:00:00,Despejado,Colision,Leve,RETIRO,PASEO. PRADO / CALLE ALCALA Madrid,Mañana,2019-06-13,Laborable,,
368,2019-06-15 00:00:00,Despejado,Caida,Leve,ARGANZUELA,PASEO. VIRGEN DEL PUERTO 45 Madrid,Noche,2019-06-15,Laborable,,
369,2019-06-14 11:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO,"AUTOV. M-607, +01500E Madrid",Mañana,2019-06-14,Laborable,,
370,2019-06-14 11:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO,"AUTOV. M-607, +01500E Madrid",Mañana,2019-06-14,Laborable,,
371,2019-06-14 09:00:00,Despejado,Colision,Moderada,PUENTE DE VALLECAS,"CALLE EMBAJADORES, 330  FRENTE ENTRADA CAJA MÁGIA Madrid",Mañana,2019-06-14,Laborable,,
372,2019-06-14 09:00:00,Despejado,Colision,Leve,USERA,PLAZA. ELIPTICA 1 Madrid,Mañana,2019-06-14,Laborable,,
373,2019-06-14 00:00:00,Despejado,Colision,Moderada,CHAMBERÍ,GTA. RUIZ JIMENEZ / CALLE SAN BERNARDO Madrid,Noche,2019-06-14,Laborable,,
374,2019-06-15 17:00:00,Despejado,Caida,Leve,CHAMBERÍ,PASEO. GENERAL MARTINEZ CAMPOS 53 Madrid,Tarde,2019-06-15,Laborable,,
375,2019-06-15 12:00:00,Despejado,Caida,Moderada,LATINA,CALLE VILLAVICIOSA 36 Madrid,Mañana,2019-06-15,Laborable,,
376,2019-06-15 04:00:00,Despejado,Caida,Leve,CHAMBERÍ,CALLE RIOS ROSAS / CALLE PONZANO Madrid,Noche,2019-06-15,Laborable,,
377,2019-06-16 23:00:00,Despejado,Otro,Leve,CENTRO,CALLE SEGOVIA / RONDA. SEGOVIA Madrid,Noche,2019-06-16,Festivo,,
378,2019-06-17 21:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO,AVDA. BETANZOS 37 Madrid,Noche,2019-06-17,Laborable,,
379,2019-06-17 11:00:00,Despejado,Imprudencia,Leve,TETUÁN,CALLE BRAVO MURILLO 226 Madrid,Mañana,2019-06-17,Laborable,,
380,2019-06-17 09:00:00,Despejado,Caida,Leve,CHAMBERÍ,PLAZA. SAN JUAN DE LA CRUZ / PASEO. CASTELLANA Madrid,Mañana,2019-06-17,Laborable,,
381,2019-06-18 12:00:00,Despejado,Caida,Moderada,VICÁLVARO,PQUE. VALDEBERNARDO Madrid,Mañana,2019-06-18,Laborable,,
382,2019-06-19 14:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO,AVDA. BETANZOS 22 Madrid,Tarde,2019-06-19,Laborable,,
383,2019-06-19 10:00:00,Despejado,Imprudencia,Leve,FUENCARRAL-EL PARDO,AVDA. MONASTERIO DE EL ESCORIAL / AVDA. SANTUARIO DE VALVERDE Madrid,Mañana,2019-06-19,Laborable,,
384,2019-06-19 00:00:00,Despejado,Colision,Leve,ARGANZUELA,CALLE EMBAJADORES / CALLE LABRADORES Madrid,Noche,2019-06-19,Laborable,,
385,2019-06-20 17:00:00,Despejado,Imprudencia,Leve,CIUDAD LINEAL,CALLE SAN TELESFORO 13 Madrid,Tarde,2019-06-20,Laborable,,
386,2019-06-21 16:00:00,Despejado,Colision,Leve,CHAMBERÍ,CALLE ELOY GONZALO / CALLE SANTISIMA TRINIDAD Madrid,Tarde,2019-06-21,Laborable,,
387,2019-06-21 13:00:00,Despejado,Caida,Moderada,ARGANZUELA,PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS 4 Madrid,Tarde,2019-06-21,Laborable,,
388,2019-06-21 13:00:00,Despejado,Caida,Leve,ARGANZUELA,PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS 4 Madrid,Tarde,2019-06-21,Laborable,,
389,2019-06-21 01:00:00,Despejado,Colision,Leve,CENTRO,PLAZA. EMPERADOR CARLOS V 8 Madrid,Noche,2019-06-21,Laborable,,
390,2019-06-22 20:00:00,Despejado,Caida,Leve,SALAMANCA,CALLE SERRANO 84 Madrid,Tarde,2019-06-22,Laborable,,
391,2019-06-22 20:00:00,Despejado,Caida,Leve,SALAMANCA,CALLE SERRANO 84 Madrid,Tarde,2019-06-22,Laborable,,
392,2019-06-22 19:00:00,Despejado,Caida,Moderada,CIUDAD LINEAL,CALLE ALCALA 317 Madrid,Tarde,2019-06-22,Laborable,,
393,2019-06-23 20:00:00,Despejado,Caida,Moderada,USERA,AVDA. CORDOBA 21 Madrid,Tarde,2019-06-23,Festivo,,
394,2019-06-23 20:00:00,Despejado,Colision,Grave,CIUDAD LINEAL,CALLE VIRGEN DE LA ALEGRIA 21 Madrid,Tarde,2019-06-23,Festivo,,
395,2019-06-23 18:00:00,Despejado,Colision,Leve,TETUÁN,CALLE BRAVO MURILLO 246 Madrid,Tarde,2019-06-23,Festivo,,
396,2019-06-23 09:00:00,Despejado,Colision,Leve,ARGANZUELA,PASEO. PONTONES / CALLE COBOS DE SEGOVIA Madrid,Mañana,2019-06-23,Festivo,,
397,2019-06-23 07:00:00,Despejado,Colision,Leve,VILLA DE VALLECAS,AVENIDA DE LA GAVIA-AVENIDA DEL MAYORAZGO Madrid,Mañana,2019-06-23,Festivo,,
398,2019-06-24 20:00:00,Despejado,Caida,Grave,CHAMBERÍ,CALLE RAIMUNDO FERNANDEZ VILLAVERDE 54 Madrid,Tarde,2019-06-24,Laborable,,
399,2019-06-25 04:00:00,Despejado,Colision,Leve,CHAMBERÍ,CALLE JOSE ABASCAL / CALLE FERNANDEZ DE LA HOZ Madrid,Noche,2019-06-25,Laborable,,
400,2019-06-26 20:00:00,Despejado,Colision,Leve,RETIRO,PLAZA. INDEPENDENCIA 8 Madrid,Tarde,2019-06-26,Laborable,,
401,2019-06-26 17:00:00,Despejado,Colision,Leve,RETIRO,PASEO. INFANTA ISABEL 4 Madrid,Tarde,2019-06-26,Laborable,,
402,2019-06-26 16:00:00,Despejado,Colision,Leve,CHAMBERÍ,CALLE CRISTOBAL BORDIU 39 Madrid,Tarde,2019-06-26,Laborable,,
403,2019-06-27 20:00:00,Despejado,Colision,Leve,ARGANZUELA,CALLE TOMAS BRETON 2 Madrid,Tarde,2019-06-27,Laborable,,
404,2019-06-27 09:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO,CALLE LEONOR LOPEZ DE CORDOBA / AUTOV. M-40 Madrid,Mañana,2019-06-27,Laborable,,
405,2019-06-28 23:00:00,Despejado,Imprudencia,Leve,USERA,CALLE MARCELO USERA 1 Madrid,Noche,2019-06-28,Laborable,,
406,2019-06-28 23:00:00,Despejado,Imprudencia,Moderada,USERA,CALLE MARCELO USERA 1 Madrid,Noche,2019-06-28,Laborable,,
407,2019-06-28 21:00:00,Despejado,Colision,Moderada,TETUÁN,CALLE BRAVO MURILLO 231 Madrid,Noche,2019-06-28,Laborable,,
408,2019-06-28 20:00:00,Despejado,Colision,Leve,VILLA DE VALLECAS,AVDA. MAYORAZGO / CALLE CINCOVILLAS Madrid,Tarde,2019-06-28,Laborable,,
409,2019-06-28 14:00:00,Despejado,Caida,Moderada,CIUDAD LINEAL,CALLE RAFAEL BERGAMIN 20A Madrid,Tarde,2019-06-28,Laborable,,
410,2019-06-28 11:00:00,Despejado,Colision,Moderada,CENTRO,CALLE PUEBLA / CALLE BARCO Madrid,Mañana,2019-06-28,Laborable,,
411,2019-06-28 11:00:00,Despejado,Caida,Moderada,CENTRO,CALLE SAN BERNARDO 83 Madrid,Mañana,2019-06-28,Laborable,,
412,2019-06-29 19:00:00,Despejado,Caida,Moderada,LATINA,PQUE. MADRID RIO / GTA. PUENTE DE SEGOVIA Madrid,Tarde,2019-06-29,Laborable,,
413,2019-06-29 17:00:00,Despejado,Imprudencia,Leve,CARABANCHEL,CALLE GENERAL RICARDOS 18 Madrid,Tarde,2019-06-29,Laborable,,
414,2019-06-29 17:00:00,Despejado,Imprudencia,Leve,CARABANCHEL,CALLE GENERAL RICARDOS 18 Madrid,Tarde,2019-06-29,Laborable,,
415,2019-06-29 08:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO,GTA. SANTUARIO DE TISCAR / AVDA. MONASTERIO DE EL ESCORIAL Madrid,Mañana,2019-06-29,Laborable,,
416,2019-06-29 08:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO,GTA. SANTUARIO DE TISCAR / AVDA. MONASTERIO DE EL ESCORIAL Madrid,Mañana,2019-06-29,Laborable,,
417,2019-06-30 16:00:00,Despejado,Colision,Moderada,LATINA,GTA. PUENTE DE SEGOVIA 1 Madrid,Tarde,2019-06-30,Festivo,,
418,2019-06-30 08:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS,IDB. PARQUE LINEAL DEL MANZANARES Madrid,Mañana,2019-06-30,Festivo,,
419,2019-06-30 08:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS,IDB. PARQUE LINEAL DEL MANZANARES Madrid,Mañana,2019-06-30,Festivo,,
420,2019-07-01 17:00:00,Despejado,Colision,Leve,SALAMANCA,CALLE CONDE DE PEÑALVER / CALLE HERMOSILLA Madrid,Tarde,2019-07-01,Laborable,,
421,2019-07-01 15:00:00,Despejado,Caida,Leve,FUENCARRAL-EL PARDO,"AVDA. BURGOS, 89 (RECINTO ""ADEQUA"") Madrid",Tarde,2019-07-01,Laborable,,
422,2019-07-01 14:00:00,Despejado,Caida,Moderada,SALAMANCA,CALLE DIEGO DE LEON / CALLE GENERAL PARDIÑAS Madrid,Tarde,2019-07-01,Laborable,,
423,2019-07-01 14:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO,CALLE PUERTO DE SOMPORT 8 Madrid,Tarde,2019-07-01,Laborable,,
424,2019-07-01 13:00:00,Despejado,Caida,Moderada,FUENCARRAL-EL PARDO,MONASTERIO DE SILOS - GO FIT - FAROLA 268 Madrid,Tarde,2019-07-01,Laborable,,
425,2019-07-01 09:00:00,Despejado,Colision,Leve,CENTRO,CALLE FUENCARRAL / GTA. BILBAO Madrid,Mañana,2019-07-01,Laborable,,
426,2019-07-02 20:00:00,Despejado,Caida,Moderada,FUENCARRAL-EL PARDO,"CALLE MONASTERIO DE OSEIRA, 17B (ANILLO VERDE, 58) Madrid",Tarde,2019-07-02,Laborable,,
427,2019-07-02 09:00:00,Despejado,Imprudencia,Leve,MONCLOA-ARAVACA,CTRA. RODAJOS 2 Madrid,Mañana,2019-07-02,Laborable,,
428,2019-07-02 09:00:00,Despejado,Imprudencia,Leve,MONCLOA-ARAVACA,CTRA. RODAJOS 2 Madrid,Mañana,2019-07-02,Laborable,,
429,2019-07-03 22:00:00,Despejado,Caida,Leve,CIUDAD LINEAL,AVDA. MARQUES DE CORBERA / CALLE POETA BLAS DE OTERO Madrid,Noche,2019-07-03,Laborable,,
430,2019-07-03 11:00:00,Despejado,Colision,Leve,CENTRO,CALLE TORRECILLA DEL LEAL / CALLE OLMO Madrid,Mañana,2019-07-03,Laborable,,
431,2019-07-04 23:00:00,Despejado,Colision,Leve,USERA,AVDA. POBLADOS / AVDA. ORCASUR Madrid,Noche,2019-07-04,Laborable,,
432,2019-07-04 21:00:00,Despejado,Colision,Leve,SALAMANCA,CALLE CLAUDIO COELLO 14 Madrid,Noche,2019-07-04,Laborable,,
433,2019-07-04 20:00:00,Despejado,Caida,Leve,CENTRO,CALLE BARCELO 5 Madrid,Tarde,2019-07-04,Laborable,,
434,2019-07-04 04:00:00,Despejado,Otro,Leve,CENTRO,CALLE ALCALA 15 Madrid,Noche,2019-07-04,Laborable,,
435,2019-07-04 04:00:00,Despejado,Otro,Leve,CENTRO,CALLE ALCALA 15 Madrid,Noche,2019-07-04,Laborable,,
436,2019-07-04 01:00:00,Despejado,Colision,Leve,CENTRO,CALLE CASINO / CALLE SANTIAGO EL VERDE Madrid,Noche,2019-07-04,Laborable,,
437,2019-07-05 21:00:00,Despejado,Caida,Leve,BARAJAS,CALLE PLAYA DE LA CALETA 13 Madrid,Noche,2019-07-05,Laborable,,
438,2019-07-05 20:00:00,Despejado,Colision,Leve,TETUÁN,CALLE MULLER / CALLE AZUCENAS Madrid,Tarde,2019-07-05,Laborable,,
439,2019-07-05 10:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA,PUERTA PRINCIPAL ZOO Madrid,Mañana,2019-07-05,Laborable,,
440,2019-07-05 01:00:00,Despejado,Colision,Leve,RETIRO,AVDA. MENENDEZ PELAYO / CALLE O'DONNELL Madrid,Noche,2019-07-05,Laborable,,
441,2019-07-06 16:00:00,Despejado,Imprudencia,Leve,CENTRO,CUSTA. SAN VICENTE 1 Madrid,Tarde,2019-07-06,Laborable,,
442,2019-07-06 16:00:00,Despejado,Imprudencia,Leve,CENTRO,CUSTA. SAN VICENTE 1 Madrid,Tarde,2019-07-06,Laborable,,
443,2019-07-06 09:00:00,Despejado,Colision,Leve,CARABANCHEL,CMNO. CRUCES / POLIG. ALUCHE-AVENIDA DE LOS POBLADOS Madrid,Mañana,2019-07-06,Laborable,,
444,2019-07-06 09:00:00,Despejado,Caida,Moderada,CENTRO,HORTALEZA Madrid,Mañana,2019-07-06,Laborable,,
445,2019-07-06 03:00:00,Despejado,Caida,Leve,CHAMBERÍ,CALLE JOSE ABASCAL 50 Madrid,Noche,2019-07-06,Laborable,,
446,2019-07-07 20:00:00,Despejado,Caida,Leve,CHAMBERÍ,CALLE BRETON DE LOS HERREROS / CALLE PONZANO Madrid,Tarde,2019-07-07,Festivo,,
447,2019-07-07 20:00:00,Despejado,Imprudencia,Moderada,RETIRO,CALLE CERRO DE LA PLATA 15 Madrid,Tarde,2019-07-07,Festivo,,
448,2019-07-08 16:00:00,Despejado,Caida,Moderada,RETIRO,PASEO. FERNAN NUÑEZ 2 Madrid,Tarde,2019-07-08,Laborable,,
449,2019-07-08 14:00:00,Despejado,Colision,Leve,CENTRO,CALLE SEGOVIA 8 Madrid,Tarde,2019-07-08,Laborable,,
450,2019-07-08 11:00:00,Despejado,Colision,Leve,SALAMANCA,CALLE SERRANO / CALLE MARIA DE MOLINA Madrid,Mañana,2019-07-08,Laborable,,
451,2019-07-08 08:00:00,Despejado,Colision,Moderada,VILLAVERDE,AVDA. LOS ROSALES 200 Madrid,Mañana,2019-07-08,Laborable,,
452,2019-07-09 15:00:00,Despejado,Colision,Leve,CHAMARTÍN,CALLE RODRIGUEZ MARIN 66 Madrid,Tarde,2019-07-09,Laborable,,
453,2019-07-09 11:00:00,Despejado,Colision,Leve,TETUÁN,CALLE RAIMUNDO FERNANDEZ VILLAVERDE 67 Madrid,Mañana,2019-07-09,Laborable,,
454,2019-07-10 18:00:00,Despejado,Colision,Fallecido,VILLA DE VALLECAS,AVDA. CARTAGENA DE INDIAS / CALLE ISLAS VISAYAS Madrid,Tarde,2019-07-10,Laborable,,
455,2019-07-10 10:00:00,Despejado,Colision,Leve,SAN BLAS-CANILLEJAS,CRUCE C/ALCALA CON C/ TAMPICO Madrid,Mañana,2019-07-10,Laborable,,
456,2019-07-11 09:00:00,Despejado,Colision,Leve,VILLAVERDE,AV. ROSALES CON ROTONDA M-40 Madrid,Mañana,2019-07-11,Laborable,,
457,2019-07-12 14:00:00,Despejado,Colision,Leve,VILLAVERDE,CALLE RESINA 4 Madrid,Tarde,2019-07-12,Laborable,,
458,2019-07-13 22:00:00,Despejado,Imprudencia,Leve,CARABANCHEL,AVDA. MANZANARES / PQUE. MADRID RIO Madrid,Noche,2019-07-13,Laborable,,
459,2019-07-13 22:00:00,Despejado,Imprudencia,Moderada,CARABANCHEL,AVDA. MANZANARES / PQUE. MADRID RIO Madrid,Noche,2019-07-13,Laborable,,
460,2019-07-13 15:00:00,Despejado,Caida,Leve,SALAMANCA,CALLE MONTESA / CALLE JOSE ORTEGA Y GASSET Madrid,Tarde,2019-07-13,Laborable,,
461,2019-07-14 22:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS,AVDA. ENTREVIAS / CALLE MENDEZ ALVARO Madrid,Noche,2019-07-14,Festivo,,
462,2019-07-14 16:00:00,Despejado,Caida,Leve,CARABANCHEL,CALLE GENERAL RICARDOS / CALLE NUESTRA SEÑORA DE LA LUZ Madrid,Tarde,2019-07-14,Festivo,,
463,2019-07-14 13:00:00,Despejado,Imprudencia,Leve,RETIRO,PASEO. FERNAN NUÑEZ 1 Madrid,Tarde,2019-07-14,Festivo,,
464,2019-07-14 13:00:00,Despejado,Imprudencia,Leve,RETIRO,PASEO. FERNAN NUÑEZ 1 Madrid,Tarde,2019-07-14,Festivo,,
465,2019-07-14 10:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS,CALLE MARTINEZ DE LA RIVA / CALLE CACHERO Madrid,Mañana,2019-07-14,Festivo,,
466,2019-07-15 19:00:00,Despejado,Caida,Leve,RETIRO,CALLE O'DONNELL 18 Madrid,Tarde,2019-07-15,Laborable,,
467,2019-07-15 17:00:00,Despejado,Colision,Moderada,PUENTE DE VALLECAS,CALLE HERMANOS CARPI / AVDA. PEÑA PRIETA Madrid,Tarde,2019-07-15,Laborable,,
468,2019-07-16 19:00:00,Despejado,Caida,Moderada,CENTRO,CALLE ARGANZUELA 16 Madrid,Tarde,2019-07-16,Laborable,,
469,2019-07-17 22:00:00,Despejado,Caida,Leve,CENTRO,CALLE GRAN VIA / CALLE CLAVEL Madrid,Noche,2019-07-17,Laborable,,
470,2019-07-17 20:00:00,Despejado,Imprudencia,Leve,LATINA,"PQUE. MADRID RIO, +00300E Madrid",Tarde,2019-07-17,Laborable,,
471,2019-07-17 20:00:00,Despejado,Imprudencia,Leve,LATINA,"PQUE. MADRID RIO, +00300E Madrid",Tarde,2019-07-17,Laborable,,
472,2019-07-17 19:00:00,Despejado,Colision,Leve,ARGANZUELA,PASEO. DELICIAS 59 Madrid,Tarde,2019-07-17,Laborable,,
473,2019-07-17 12:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS,AVDA. ALBUFERA / CALLE JOSE PAULETE Madrid,Mañana,2019-07-17,Laborable,,
474,2019-07-17 10:00:00,Despejado,Colision,Leve,CHAMARTÍN,PASEO. CASTELLANA 170 Madrid,Mañana,2019-07-17,Laborable,,
475,2019-07-18 21:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA,CALLE MARQUES DE URQUIJO / CALLE FERRAZ Madrid,Noche,2019-07-18,Laborable,,
476,2019-07-18 19:00:00,Despejado,Caida,Leve,CENTRO,CUSTA. VEGA 3 Madrid,Tarde,2019-07-18,Laborable,,
477,2019-07-18 18:00:00,Despejado,Caida,Leve,SALAMANCA,CALLE GOYA CON CALLE GENERAL PARDIÑAS Madrid,Tarde,2019-07-18,Laborable,,
478,2019-07-20 15:00:00,Despejado,Caida,Leve,CENTRO,FRENTE FAROLA Nº 6 Madrid,Tarde,2019-07-20,Laborable,,
479,2019-07-20 14:00:00,Despejado,Imprudencia,Leve,CARABANCHEL,CARABANCHEL BAJO FAROLA 10 Madrid,Tarde,2019-07-20,Laborable,,
480,2019-07-21 22:00:00,Despejado,Caida,Moderada,RETIRO,CALLE DOCTOR ESQUERDO 64 Madrid,Noche,2019-07-21,Festivo,,
481,2019-07-21 21:00:00,Despejado,Imprudencia,Leve,CENTRO,CALLE FUENCARRAL 16 Madrid,Noche,2019-07-21,Festivo,,
482,2019-07-21 21:00:00,Despejado,Imprudencia,Leve,CENTRO,CALLE FUENCARRAL 16 Madrid,Noche,2019-07-21,Festivo,,
483,2019-07-21 12:00:00,Despejado,Caida,Leve,VILLA DE VALLECAS,CALLE PUERTO DE PORZUNA / CALLE CABEZA MESADA Madrid,Mañana,2019-07-21,Festivo,,
484,2019-07-22 20:00:00,Despejado,Caida,Moderada,CENTRO,PASEO. RECOLETOS 13 Madrid,Tarde,2019-07-22,Laborable,,
485,2019-07-22 19:00:00,Despejado,Caida,Moderada,CENTRO,CUSTA. VEGA 1 Madrid,Tarde,2019-07-22,Laborable,,
486,2019-07-22 08:00:00,Niebla,Caida,Leve,TETUÁN,CALLE NAVARRA / CALLE PAMPLONA Madrid,Mañana,2019-07-22,Laborable,,
487,2019-07-22 08:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS,CALLE MANCHA 1 Madrid,Mañana,2019-07-22,Laborable,,
488,2019-07-23 21:00:00,Lluvia,Caida,Moderada,SALAMANCA,GTA. EMILIO CASTELAR Madrid,Noche,2019-07-23,Laborable,,
489,2019-07-23 20:00:00,Despejado,Caida,Moderada,MONCLOA-ARAVACA,PLAZA. MORERAS 1 Madrid,Tarde,2019-07-23,Laborable,,
490,2019-07-23 13:00:00,Despejado,Caida,Leve,CHAMARTÍN,PASEO. CASTELLANA 86 Madrid,Tarde,2019-07-23,Laborable,,
491,2019-07-24 23:00:00,Despejado,Colision,Moderada,CENTRO,GTA. ATOCHA-REINA SOFIA Madrid,Noche,2019-07-24,Laborable,,
492,2019-07-25 11:00:00,Despejado,Caida,Leve,SAN BLAS-CANILLEJAS,EN CARRIL BICI Madrid,Mañana,2019-07-25,Laborable,,
493,2019-07-26 22:00:00,Despejado,Colision,Moderada,TETUÁN,CALLE AZUCENAS 6 Madrid,Noche,2019-07-26,Laborable,,
494,2019-07-26 13:00:00,Despejado,Colision,Leve,VICÁLVARO,AVDA. DEMOCRACIA / AUTOV. A-3 Madrid,Tarde,2019-07-26,Laborable,,
495,2019-07-26 12:00:00,Despejado,Colision,Leve,CHAMBERÍ,PASEO. CASTELLANA 43 Madrid,Mañana,2019-07-26,Laborable,,
496,2019-07-27 18:00:00,Despejado,Caida,Moderada,RETIRO,CALLE ALFONSO XII / CALLE CLAUDIO MOYANO Madrid,Tarde,2019-07-27,Laborable,,
497,2019-07-28 13:00:00,Despejado,Colision,Leve,RETIRO,CALLE ALFONSO XII / CALLE CASADO DEL ALISAL Madrid,Tarde,2019-07-28,Festivo,,
498,2019-07-29 13:00:00,Despejado,Colision,Leve,ARGANZUELA,CALLE MANZANARES / CALLE LINNEO Madrid,Tarde,2019-07-29,Laborable,,
499,2019-07-30 23:00:00,Despejado,Caida,Leve,CENTRO,CUESTA DE LA VEGA Madrid,Noche,2019-07-30,Laborable,,
500,2019-07-30 21:00:00,Despejado,Colision,Leve,VILLA DE VALLECAS,AVDA. MEDITERRANEO / AUTOV. A-3 Madrid,Noche,2019-07-30,Laborable,,
501,2019-07-30 21:00:00,Despejado,Colision,Moderada,SALAMANCA,CALLE DOCTOR ESQUERDO 9 Madrid,Noche,2019-07-30,Laborable,,
502,2019-07-30 19:00:00,Despejado,Colision,Moderada,ARGANZUELA,CALLE SANTA MARIA LA REAL DE NIEVA 9 Madrid,Tarde,2019-07-30,Laborable,,
503,2019-07-30 19:00:00,Despejado,Colision,Leve,ARGANZUELA,CALLE SANTA MARIA LA REAL DE NIEVA 9 Madrid,Tarde,2019-07-30,Laborable,,
504,2019-07-30 08:00:00,Despejado,Colision,Moderada,BARAJAS,AVDA. SUR DEL AEROPUERTO DE BARAJAS / AUTOV. M-22 Madrid,Mañana,2019-07-30,Laborable,,
505,2019-07-31 22:00:00,Despejado,Colision,Leve,CHAMBERÍ,CALLE GENOVA / CALLE ZURBANO Madrid,Noche,2019-07-31,Laborable,,
506,2019-07-31 10:00:00,Despejado,Caida,Leve,ARGANZUELA,PASEO. SANTA MARIA DE LA CABEZA / CALLE FRAY LUIS DE LEON Madrid,Mañana,2019-07-31,Laborable,,
507,2019-08-01 20:00:00,Despejado,Colision,Leve,VILLA DE VALLECAS,CMNO. POZO DEL TIO RAIMUNDO 25 Madrid,Tarde,2019-08-01,Laborable,,
508,2019-08-01 10:00:00,Despejado,Colision,Leve,VILLAVERDE,CALLE UNANIMIDAD / CALLE TERTULIA Madrid,Mañana,2019-08-01,Laborable,,
509,2019-08-02 16:00:00,Despejado,Colision,Moderada,TETUÁN,CALLE VIA LIMITE / CALLE ALCOLEA Madrid,Tarde,2019-08-02,Laborable,,
510,2019-08-02 12:00:00,Despejado,Colision,Moderada,CENTRO,CALLE MEJIA LEQUERICA / CALLE SAGASTA Madrid,Mañana,2019-08-02,Laborable,,
511,2019-08-02 03:00:00,Despejado,Caida,Leve,ARGANZUELA,CALLE SEGOVIA 43 Madrid,Noche,2019-08-02,Laborable,,
512,2019-08-03 04:00:00,Despejado,Caida,Leve,CENTRO,CUSTA. VEGA 3 Madrid,Noche,2019-08-03,Laborable,,
513,2019-08-05 22:00:00,Despejado,Caida,Grave,LATINA,CALLE CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN 66 Madrid,Noche,2019-08-05,Laborable,,
514,2019-08-05 20:00:00,Despejado,Colision,Moderada,LATINA,AVDA. AVIACION / CTRA. BARRIO DE LA FORTUNA Madrid,Tarde,2019-08-05,Laborable,,
515,2019-08-05 17:00:00,Despejado,Caida,Leve,CHAMARTÍN,CALLE LOPEZ DE HOYOS 100 Madrid,Tarde,2019-08-05,Laborable,,
516,2019-08-05 13:00:00,Despejado,Imprudencia,Leve,RETIRO,CALLE CLAUDIO MOYANO 1 Madrid,Tarde,2019-08-05,Laborable,,
517,2019-08-05 13:00:00,Despejado,Imprudencia,Leve,RETIRO,CALLE CLAUDIO MOYANO 1 Madrid,Tarde,2019-08-05,Laborable,,
518,2019-08-06 12:00:00,Despejado,Caida,Leve,VILLAVERDE,CARRIL BICI INTERIOR PARQUE LINEAL DEL MANZANARES Madrid,Mañana,2019-08-06,Laborable,,
519,2019-08-06 07:00:00,Despejado,Colision,Leve,CENTRO,PASEO. PRADO / CALLE ALCALA Madrid,Mañana,2019-08-06,Laborable,,
520,2019-08-07 08:00:00,Despejado,Colision,Leve,BARAJAS,CALLE FRANCISCO UMBRAL / CALLE VIA DE DUBLIN Madrid,Mañana,2019-08-07,Laborable,,
521,2019-08-07 04:00:00,Despejado,Caida,Moderada,CARABANCHEL,CALLE MARAVEDI 12 Madrid,Noche,2019-08-07,Laborable,,
522,2019-08-08 22:00:00,Despejado,Colision,Grave,MORATALAZ,CALLE ARROYO DE LA MEDIA LEGUA 43 Madrid,Noche,2019-08-08,Laborable,,
523,2019-08-08 22:00:00,Despejado,Caida,Moderada,LATINA,AVDA. HOSPITALIDAD 3 Madrid,Noche,2019-08-08,Laborable,,
524,2019-08-08 19:00:00,Despejado,Colision,Leve,VICÁLVARO,CALLE LADERA DE LOS ALMENDROS / CALLE RAYA Madrid,Tarde,2019-08-08,Laborable,,
525,2019-08-08 11:00:00,Despejado,Caida,Leve,CHAMARTÍN,CTRA. COLMENAR VIEJO Madrid,Mañana,2019-08-08,Laborable,,
526,2019-08-09 16:00:00,Despejado,Caida,Leve,VILLAVERDE,"CALLE SANTA ESCOLASTICA, 1 (POSTERIOR APARCAMIENTO Madrid",Tarde,2019-08-09,Laborable,,
527,2019-08-10 12:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO,CALLE ISABEL COLBRAND / CALLE PALAS DE REY Madrid,Mañana,2019-08-10,Laborable,,
528,2019-08-14 19:00:00,Despejado,Caida,Moderada,CARABANCHEL,"ANILLO VERDE CICLISTA, PKM 32 Madrid",Tarde,2019-08-14,Laborable,,
529,2019-08-15 17:00:00,Despejado,Colision,Moderada,SAN BLAS-CANILLEJAS,GLORIETA SOBRE M-40 Madrid,Tarde,2019-08-15,Festivo,,
530,2019-08-15 13:00:00,Despejado,Colision,Leve,SALAMANCA,CALLE ALCALA 149 Madrid,Tarde,2019-08-15,Festivo,,
531,2019-08-16 21:00:00,Despejado,Caida,Moderada,USERA,AVDA. MANZANARES / CALLE SAN GRACIANO Madrid,Noche,2019-08-16,Laborable,,
