fecha,meteo,tipo_accidente,lesividad,distrito,direccion,horario,dia,festividad,lon,lat
2019-06-28 11:00:00,Despejado,Colision,Moderada,CENTRO,CALLE PUEBLA / CALLE BARCO Madrid,Mañana,2019-06-28,Laborable,-3.7026157,40.4220869
2019-06-28 11:00:00,Despejado,Caida,Moderada,CENTRO,CALLE SAN BERNARDO 83 Madrid,Mañana,2019-06-28,Laborable,-3.7064185,40.4282234
2019-06-29 19:00:00,Despejado,Caida,Moderada,LATINA,PQUE. MADRID RIO / GTA. PUENTE DE SEGOVIA Madrid,Tarde,2019-06-29,Laborable,-3.7233662,40.4116765
2019-06-29 17:00:00,Despejado,Imprudencia,Leve,CARABANCHEL,CALLE GENERAL RICARDOS 18 Madrid,Tarde,2019-06-29,Laborable,-3.7183794,40.39652239999999
2019-06-29 17:00:00,Despejado,Imprudencia,Leve,CARABANCHEL,CALLE GENERAL RICARDOS 18 Madrid,Tarde,2019-06-29,Laborable,-3.7183794,40.39652239999999
2019-06-29 08:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO,GTA. SANTUARIO DE TISCAR / AVDA. MONASTERIO DE EL ESCORIAL Madrid,Mañana,2019-06-29,Laborable,-3.7132517,40.5035189
2019-06-29 08:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO,GTA. SANTUARIO DE TISCAR / AVDA. MONASTERIO DE EL ESCORIAL Madrid,Mañana,2019-06-29,Laborable,-3.7132517,40.5035189
2019-06-30 16:00:00,Despejado,Colision,Moderada,LATINA,GTA. PUENTE DE SEGOVIA 1 Madrid,Tarde,2019-06-30,Festivo,-3.7245489,40.4135454
2019-06-30 08:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS,IDB. PARQUE LINEAL DEL MANZANARES Madrid,Mañana,2019-06-30,Festivo,-3.6781098,40.3562827
2019-06-30 08:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS,IDB. PARQUE LINEAL DEL MANZANARES Madrid,Mañana,2019-06-30,Festivo,-3.6781098,40.3562827
2019-07-01 17:00:00,Despejado,Colision,Leve,SALAMANCA,CALLE CONDE DE PEÑALVER / CALLE HERMOSILLA Madrid,Tarde,2019-07-01,Laborable,-3.6756247,40.4259396
2019-07-01 15:00:00,Despejado,Caida,Leve,FUENCARRAL-EL PARDO,"AVDA. BURGOS, 89 (RECINTO ""ADEQUA"") Madrid",Tarde,2019-07-01,Laborable,-3.6718717,40.4930441
2019-07-01 14:00:00,Despejado,Caida,Moderada,SALAMANCA,CALLE DIEGO DE LEON / CALLE GENERAL PARDIÑAS Madrid,Tarde,2019-07-01,Laborable,-3.6778345,40.434667
2019-07-01 14:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO,CALLE PUERTO DE SOMPORT 8 Madrid,Tarde,2019-07-01,Laborable,-3.6729007,40.4951748
2019-07-01 13:00:00,Despejado,Caida,Moderada,FUENCARRAL-EL PARDO,MONASTERIO DE SILOS - GO FIT - FAROLA 268 Madrid,Tarde,2019-07-01,Laborable,-3.419286,41.9619692
2019-07-01 09:00:00,Despejado,Colision,Leve,CENTRO,CALLE FUENCARRAL / GTA. BILBAO Madrid,Mañana,2019-07-01,Laborable,-3.7021887,40.4285348
2019-07-02 20:00:00,Despejado,Caida,Moderada,FUENCARRAL-EL PARDO,"CALLE MONASTERIO DE OSEIRA, 17B (ANILLO VERDE, 58) Madrid",Tarde,2019-07-02,Laborable,-3.6964595,40.5105101
2019-07-02 09:00:00,Despejado,Imprudencia,Leve,MONCLOA-ARAVACA,CTRA. RODAJOS 2 Madrid,Mañana,2019-07-02,Laborable,-3.7787945,40.4117914
2019-07-02 09:00:00,Despejado,Imprudencia,Leve,MONCLOA-ARAVACA,CTRA. RODAJOS 2 Madrid,Mañana,2019-07-02,Laborable,-3.7787945,40.4117914
2019-07-03 22:00:00,Despejado,Caida,Leve,CIUDAD LINEAL,AVDA. MARQUES DE CORBERA / CALLE POETA BLAS DE OTERO Madrid,Noche,2019-07-03,Laborable,-3.655407399999999,40.4235055
2019-07-03 11:00:00,Despejado,Colision,Leve,CENTRO,CALLE TORRECILLA DEL LEAL / CALLE OLMO Madrid,Mañana,2019-07-03,Laborable,-3.6994721,40.411559
2019-07-04 23:00:00,Despejado,Colision,Leve,USERA,AVDA. POBLADOS / AVDA. ORCASUR Madrid,Noche,2019-07-04,Laborable,-3.7006175,40.3710822
2019-07-04 21:00:00,Despejado,Colision,Leve,SALAMANCA,CALLE CLAUDIO COELLO 14 Madrid,Noche,2019-07-04,Laborable,-3.6868914,40.4220546
2019-07-04 20:00:00,Despejado,Caida,Leve,CENTRO,CALLE BARCELO 5 Madrid,Tarde,2019-07-04,Laborable,-3.7007464,40.4265749
2019-07-04 04:00:00,Despejado,Otro,Leve,CENTRO,CALLE ALCALA 15 Madrid,Noche,2019-07-04,Laborable,-3.700472199999999,40.417865
2019-07-04 04:00:00,Despejado,Otro,Leve,CENTRO,CALLE ALCALA 15 Madrid,Noche,2019-07-04,Laborable,-3.700472199999999,40.417865
2019-07-04 01:00:00,Despejado,Colision,Leve,CENTRO,CALLE CASINO / CALLE SANTIAGO EL VERDE Madrid,Noche,2019-07-04,Laborable,-3.7047348,40.4068865
2019-07-05 21:00:00,Despejado,Caida,Leve,BARAJAS,CALLE PLAYA DE LA CALETA 13 Madrid,Noche,2019-07-05,Laborable,-3.5909642,40.4729971
2019-07-05 20:00:00,Despejado,Colision,Leve,TETUÁN,CALLE MULLER / CALLE AZUCENAS Madrid,Tarde,2019-07-05,Laborable,-3.699367799999999,40.4636354
2019-07-05 10:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA,PUERTA PRINCIPAL ZOO Madrid,Mañana,2019-07-05,Laborable,-3.760958599999999,40.40912280000001
2019-07-05 01:00:00,Despejado,Colision,Leve,RETIRO,AVDA. MENENDEZ PELAYO / CALLE O'DONNELL Madrid,Noche,2019-07-05,Laborable,-3.6800522,40.421703
2019-07-06 16:00:00,Despejado,Imprudencia,Leve,CENTRO,CUSTA. SAN VICENTE 1 Madrid,Tarde,2019-07-06,Laborable,-3.7157113,40.4201543
2019-07-06 16:00:00,Despejado,Imprudencia,Leve,CENTRO,CUSTA. SAN VICENTE 1 Madrid,Tarde,2019-07-06,Laborable,-3.7157113,40.4201543
2019-07-06 09:00:00,Despejado,Colision,Leve,CARABANCHEL,CMNO. CRUCES / POLIG. ALUCHE-AVENIDA DE LOS POBLADOS Madrid,Mañana,2019-07-06,Laborable,-3.7589181,40.377719
2019-07-06 09:00:00,Despejado,Caida,Moderada,CENTRO,HORTALEZA Madrid,Mañana,2019-07-06,Laborable,-3.6424986,40.4693874
2019-07-06 03:00:00,Despejado,Caida,Leve,CHAMBERÍ,CALLE JOSE ABASCAL 50 Madrid,Noche,2019-07-06,Laborable,-3.6931545,40.4378912
2019-07-07 20:00:00,Despejado,Caida,Leve,CHAMBERÍ,CALLE BRETON DE LOS HERREROS / CALLE PONZANO Madrid,Tarde,2019-07-07,Festivo,-3.6992383,40.43960209999999
2019-07-07 20:00:00,Despejado,Imprudencia,Moderada,RETIRO,CALLE CERRO DE LA PLATA 15 Madrid,Tarde,2019-07-07,Festivo,-3.67406,40.3978899
2019-07-08 16:00:00,Despejado,Caida,Moderada,RETIRO,PASEO. FERNAN NUÑEZ 2 Madrid,Tarde,2019-07-08,Laborable,-3.686175299999999,40.4094355
2019-07-08 14:00:00,Despejado,Colision,Leve,CENTRO,CALLE SEGOVIA 8 Madrid,Tarde,2019-07-08,Laborable,-3.7103844,40.4136244
2019-07-08 11:00:00,Despejado,Colision,Leve,SALAMANCA,CALLE SERRANO / CALLE MARIA DE MOLINA Madrid,Mañana,2019-07-08,Laborable,-3.686275199999999,40.437866
2019-07-08 08:00:00,Despejado,Colision,Moderada,VILLAVERDE,AVDA. LOS ROSALES 200 Madrid,Mañana,2019-07-08,Laborable,-3.6654544,40.3355839
2019-07-09 15:00:00,Despejado,Colision,Leve,CHAMARTÍN,CALLE RODRIGUEZ MARIN 66 Madrid,Tarde,2019-07-09,Laborable,-3.6793958,40.4477945
2019-07-09 11:00:00,Despejado,Colision,Leve,TETUÁN,CALLE RAIMUNDO FERNANDEZ VILLAVERDE 67 Madrid,Mañana,2019-07-09,Laborable,-3.6935868,40.4465648
2019-07-10 18:00:00,Despejado,Colision,Fallecido,VILLA DE VALLECAS,AVDA. CARTAGENA DE INDIAS / CALLE ISLAS VISAYAS Madrid,Tarde,2019-07-10,Laborable,-75.4794257,10.3910485
2019-07-10 10:00:00,Despejado,Colision,Leve,SAN BLAS-CANILLEJAS,CRUCE C/ALCALA CON C/ TAMPICO Madrid,Mañana,2019-07-10,Laborable,-3.6318973,40.4395077
2019-07-11 09:00:00,Despejado,Colision,Leve,VILLAVERDE,AV. ROSALES CON ROTONDA M-40 Madrid,Mañana,2019-07-11,Laborable,-3.6755048,40.3491396
2019-07-12 14:00:00,Despejado,Colision,Leve,VILLAVERDE,CALLE RESINA 4 Madrid,Tarde,2019-07-12,Laborable,-3.6944375,40.3362704
2019-07-13 22:00:00,Despejado,Imprudencia,Leve,CARABANCHEL,AVDA. MANZANARES / PQUE. MADRID RIO Madrid,Noche,2019-07-13,Laborable,-3.7023738,40.3947463
2019-07-13 22:00:00,Despejado,Imprudencia,Moderada,CARABANCHEL,AVDA. MANZANARES / PQUE. MADRID RIO Madrid,Noche,2019-07-13,Laborable,-3.7023738,40.3947463
2019-07-13 15:00:00,Despejado,Caida,Leve,SALAMANCA,CALLE MONTESA / CALLE JOSE ORTEGA Y GASSET Madrid,Tarde,2019-07-13,Laborable,-3.6721842,40.4297443
2019-07-14 22:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS,AVDA. ENTREVIAS / CALLE MENDEZ ALVARO Madrid,Noche,2019-07-14,Festivo,-3.6767592,40.3926123
2019-07-14 16:00:00,Despejado,Caida,Leve,CARABANCHEL,CALLE GENERAL RICARDOS / CALLE NUESTRA SEÑORA DE LA LUZ Madrid,Tarde,2019-07-14,Festivo,-3.7421175,40.3828038
2019-07-14 13:00:00,Despejado,Imprudencia,Leve,RETIRO,PASEO. FERNAN NUÑEZ 1 Madrid,Tarde,2019-07-14,Festivo,-3.6805143,40.4179554
2019-07-14 13:00:00,Despejado,Imprudencia,Leve,RETIRO,PASEO. FERNAN NUÑEZ 1 Madrid,Tarde,2019-07-14,Festivo,-3.6805143,40.4179554
2019-07-14 10:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS,CALLE MARTINEZ DE LA RIVA / CALLE CACHERO Madrid,Mañana,2019-07-14,Festivo,-3.6662179,40.3936393
2019-07-15 19:00:00,Despejado,Caida,Leve,RETIRO,CALLE O'DONNELL 18 Madrid,Tarde,2019-07-15,Laborable,-3.677013,40.4214012
2019-07-15 17:00:00,Despejado,Colision,Moderada,PUENTE DE VALLECAS,CALLE HERMANOS CARPI / AVDA. PEÑA PRIETA Madrid,Tarde,2019-07-15,Laborable,-3.665663799999999,40.401137
2019-07-16 19:00:00,Despejado,Caida,Moderada,CENTRO,CALLE ARGANZUELA 16 Madrid,Tarde,2019-07-16,Laborable,-3.7098114,40.4078701
2019-07-17 22:00:00,Despejado,Caida,Leve,CENTRO,CALLE GRAN VIA / CALLE CLAVEL Madrid,Noche,2019-07-17,Laborable,-3.6996684,40.41974949999999
2019-07-17 20:00:00,Despejado,Imprudencia,Leve,LATINA,"PQUE. MADRID RIO, +00300E Madrid",Tarde,2019-07-17,Laborable,-3.7233662,40.4116765
2019-07-17 20:00:00,Despejado,Imprudencia,Leve,LATINA,"PQUE. MADRID RIO, +00300E Madrid",Tarde,2019-07-17,Laborable,-3.7233662,40.4116765
2019-07-17 19:00:00,Despejado,Colision,Leve,ARGANZUELA,PASEO. DELICIAS 59 Madrid,Tarde,2019-07-17,Laborable,-3.6936841,40.4010032
2019-07-17 12:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS,AVDA. ALBUFERA / CALLE JOSE PAULETE Madrid,Mañana,2019-07-17,Laborable,-3.6498848,40.3911873
2019-07-17 10:00:00,Despejado,Colision,Leve,CHAMARTÍN,PASEO. CASTELLANA 170 Madrid,Mañana,2019-07-17,Laborable,-3.689240799999999,40.4599706
2019-07-18 21:00:00,Despejado,Caida,Leve,MONCLOA-ARAVACA,CALLE MARQUES DE URQUIJO / CALLE FERRAZ Madrid,Noche,2019-07-18,Laborable,-3.7203971,40.4293613
2019-07-18 19:00:00,Despejado,Caida,Leve,CENTRO,CUSTA. VEGA 3 Madrid,Tarde,2019-07-18,Laborable,-3.7037902,40.4167754
2019-07-18 18:00:00,Despejado,Caida,Leve,SALAMANCA,CALLE GOYA CON CALLE GENERAL PARDIÑAS Madrid,Tarde,2019-07-18,Laborable,-3.678650799999999,40.4249124
2019-07-20 15:00:00,Despejado,Caida,Leve,CENTRO,FRENTE FAROLA Nº 6 Madrid,Tarde,2019-07-20,Laborable,-3.7037902,40.4167754
2019-07-20 14:00:00,Despejado,Imprudencia,Leve,CARABANCHEL,CARABANCHEL BAJO FAROLA 10 Madrid,Tarde,2019-07-20,Laborable,-3.7512317,40.3778181
2019-07-21 22:00:00,Despejado,Caida,Moderada,RETIRO,CALLE DOCTOR ESQUERDO 64 Madrid,Noche,2019-07-21,Festivo,-3.6701672,40.4140078
2019-07-21 21:00:00,Despejado,Imprudencia,Leve,CENTRO,CALLE FUENCARRAL 16 Madrid,Noche,2019-07-21,Festivo,-3.7009776,40.4215163
2019-07-21 21:00:00,Despejado,Imprudencia,Leve,CENTRO,CALLE FUENCARRAL 16 Madrid,Noche,2019-07-21,Festivo,-3.7009776,40.4215163
2019-07-21 12:00:00,Despejado,Caida,Leve,VILLA DE VALLECAS,CALLE PUERTO DE PORZUNA / CALLE CABEZA MESADA Madrid,Mañana,2019-07-21,Festivo,-3.62514,40.37314
2019-07-22 20:00:00,Despejado,Caida,Moderada,CENTRO,PASEO. RECOLETOS 13 Madrid,Tarde,2019-07-22,Laborable,-3.69272,40.42137
2019-07-22 19:00:00,Despejado,Caida,Moderada,CENTRO,CUSTA. VEGA 1 Madrid,Tarde,2019-07-22,Laborable,-3.7037902,40.4167754
2019-07-22 08:00:00,Niebla,Caida,Leve,TETUÁN,CALLE NAVARRA / CALLE PAMPLONA Madrid,Mañana,2019-07-22,Laborable,-3.7046302,40.4536411
2019-07-22 08:00:00,Despejado,Colision,Leve,PUENTE DE VALLECAS,CALLE MANCHA 1 Madrid,Mañana,2019-07-22,Laborable,-3.6688766,40.3813257
2019-07-23 21:00:00,Lluvia,Caida,Moderada,SALAMANCA,GTA. EMILIO CASTELAR Madrid,Noche,2019-07-23,Laborable,-3.6886274,40.4353089
2019-07-23 20:00:00,Despejado,Caida,Moderada,MONCLOA-ARAVACA,PLAZA. MORERAS 1 Madrid,Tarde,2019-07-23,Laborable,-3.7335346,40.4254679
2019-07-23 13:00:00,Despejado,Caida,Leve,CHAMARTÍN,PASEO. CASTELLANA 86 Madrid,Tarde,2019-07-23,Laborable,-3.6908309,40.4427867
2019-07-24 23:00:00,Despejado,Colision,Moderada,CENTRO,GTA. ATOCHA-REINA SOFIA Madrid,Noche,2019-07-24,Laborable,-3.693559099999999,40.4083604
2019-07-25 11:00:00,Despejado,Caida,Leve,SAN BLAS-CANILLEJAS,EN CARRIL BICI Madrid,Mañana,2019-07-25,Laborable,-3.6913734,40.5283731
2019-07-26 22:00:00,Despejado,Colision,Moderada,TETUÁN,CALLE AZUCENAS 6 Madrid,Noche,2019-07-26,Laborable,-3.6974894,40.4632357
2019-07-26 13:00:00,Despejado,Colision,Leve,VICÁLVARO,AVDA. DEMOCRACIA / AUTOV. A-3 Madrid,Tarde,2019-07-26,Laborable,-3.6229859,40.3897055
2019-07-26 12:00:00,Despejado,Colision,Leve,CHAMBERÍ,PASEO. CASTELLANA 43 Madrid,Mañana,2019-07-26,Laborable,-3.6896221,40.4354529
2019-07-27 18:00:00,Despejado,Caida,Moderada,RETIRO,CALLE ALFONSO XII / CALLE CLAUDIO MOYANO Madrid,Tarde,2019-07-27,Laborable,-3.688735,40.409205
2019-07-28 13:00:00,Despejado,Colision,Leve,RETIRO,CALLE ALFONSO XII / CALLE CASADO DEL ALISAL Madrid,Tarde,2019-07-28,Festivo,-3.6889588,40.4140031
2019-07-29 13:00:00,Despejado,Colision,Leve,ARGANZUELA,CALLE MANZANARES / CALLE LINNEO Madrid,Tarde,2019-07-29,Laborable,-3.720507099999999,40.412731
2019-07-30 23:00:00,Despejado,Caida,Leve,CENTRO,CUESTA DE LA VEGA Madrid,Noche,2019-07-30,Laborable,-3.715925,40.4145883
2019-07-30 21:00:00,Despejado,Colision,Leve,VILLA DE VALLECAS,AVDA. MEDITERRANEO / AUTOV. A-3 Madrid,Noche,2019-07-30,Laborable,,
2019-07-30 21:00:00,Despejado,Colision,Moderada,SALAMANCA,CALLE DOCTOR ESQUERDO 9 Madrid,Noche,2019-07-30,Laborable,-3.6683053,40.42668099999999
2019-07-30 19:00:00,Despejado,Colision,Moderada,ARGANZUELA,CALLE SANTA MARIA LA REAL DE NIEVA 9 Madrid,Tarde,2019-07-30,Laborable,-3.718321899999999,40.4061088
2019-07-30 19:00:00,Despejado,Colision,Leve,ARGANZUELA,CALLE SANTA MARIA LA REAL DE NIEVA 9 Madrid,Tarde,2019-07-30,Laborable,-3.718321899999999,40.4061088
2019-07-30 08:00:00,Despejado,Colision,Moderada,BARAJAS,AVDA. SUR DEL AEROPUERTO DE BARAJAS / AUTOV. M-22 Madrid,Mañana,2019-07-30,Laborable,-3.5776088,40.45121
2019-07-31 22:00:00,Despejado,Colision,Leve,CHAMBERÍ,CALLE GENOVA / CALLE ZURBANO Madrid,Noche,2019-07-31,Laborable,-3.693862,40.42671300000001
2019-07-31 10:00:00,Despejado,Caida,Leve,ARGANZUELA,PASEO. SANTA MARIA DE LA CABEZA / CALLE FRAY LUIS DE LEON Madrid,Mañana,2019-07-31,Laborable,-3.697707799999999,40.4030419
2019-08-01 20:00:00,Despejado,Colision,Leve,VILLA DE VALLECAS,CMNO. POZO DEL TIO RAIMUNDO 25 Madrid,Tarde,2019-08-01,Laborable,-3.6474481,40.3716149
2019-08-01 10:00:00,Despejado,Colision,Leve,VILLAVERDE,CALLE UNANIMIDAD / CALLE TERTULIA Madrid,Mañana,2019-08-01,Laborable,-3.6928608,40.361261
2019-08-02 16:00:00,Despejado,Colision,Moderada,TETUÁN,CALLE VIA LIMITE / CALLE ALCOLEA Madrid,Tarde,2019-08-02,Laborable,-3.6902704,40.4732502
2019-08-02 12:00:00,Despejado,Colision,Moderada,CENTRO,CALLE MEJIA LEQUERICA / CALLE SAGASTA Madrid,Mañana,2019-08-02,Laborable,-3.6994198,40.4284847
2019-08-02 03:00:00,Despejado,Caida,Leve,ARGANZUELA,CALLE SEGOVIA 43 Madrid,Noche,2019-08-02,Laborable,-3.7173589,40.41368629999999
2019-08-03 04:00:00,Despejado,Caida,Leve,CENTRO,CUSTA. VEGA 3 Madrid,Noche,2019-08-03,Laborable,-3.7037902,40.4167754
2019-08-05 22:00:00,Despejado,Caida,Grave,LATINA,CALLE CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN 66 Madrid,Noche,2019-08-05,Laborable,-3.7398733,40.4017478
2019-08-05 20:00:00,Despejado,Colision,Moderada,LATINA,AVDA. AVIACION / CTRA. BARRIO DE LA FORTUNA Madrid,Tarde,2019-08-05,Laborable,-3.76586,40.37271
2019-08-05 17:00:00,Despejado,Caida,Leve,CHAMARTÍN,CALLE LOPEZ DE HOYOS 100 Madrid,Tarde,2019-08-05,Laborable,-3.674979,40.4433382
2019-08-05 13:00:00,Despejado,Imprudencia,Leve,RETIRO,CALLE CLAUDIO MOYANO 1 Madrid,Tarde,2019-08-05,Laborable,-3.6894019,40.4097633
2019-08-05 13:00:00,Despejado,Imprudencia,Leve,RETIRO,CALLE CLAUDIO MOYANO 1 Madrid,Tarde,2019-08-05,Laborable,-3.6894019,40.4097633
2019-08-06 12:00:00,Despejado,Caida,Leve,VILLAVERDE,CARRIL BICI INTERIOR PARQUE LINEAL DEL MANZANARES Madrid,Mañana,2019-08-06,Laborable,-3.6781098,40.3562827
2019-08-06 07:00:00,Despejado,Colision,Leve,CENTRO,PASEO. PRADO / CALLE ALCALA Madrid,Mañana,2019-08-06,Laborable,-3.6936264,40.4191319
2019-08-07 08:00:00,Despejado,Colision,Leve,BARAJAS,CALLE FRANCISCO UMBRAL / CALLE VIA DE DUBLIN Madrid,Mañana,2019-08-07,Laborable,-3.6256854,40.4775207
2019-08-07 04:00:00,Despejado,Caida,Moderada,CARABANCHEL,CALLE MARAVEDI 12 Madrid,Noche,2019-08-07,Laborable,-3.7481671,40.3631817
2019-08-08 22:00:00,Despejado,Colision,Grave,MORATALAZ,CALLE ARROYO DE LA MEDIA LEGUA 43 Madrid,Noche,2019-08-08,Laborable,-3.6539795,40.4129517
2019-08-08 22:00:00,Despejado,Caida,Moderada,LATINA,AVDA. HOSPITALIDAD 3 Madrid,Noche,2019-08-08,Laborable,-3.7716091,40.3614345
2019-08-08 19:00:00,Despejado,Colision,Leve,VICÁLVARO,CALLE LADERA DE LOS ALMENDROS / CALLE RAYA Madrid,Tarde,2019-08-08,Laborable,-3.6223161,40.4018684
2019-08-08 11:00:00,Despejado,Caida,Leve,CHAMARTÍN,CTRA. COLMENAR VIEJO Madrid,Mañana,2019-08-08,Laborable,-3.689483,40.4838347
2019-08-09 16:00:00,Despejado,Caida,Leve,VILLAVERDE,"CALLE SANTA ESCOLASTICA, 1 (POSTERIOR APARCAMIENTO Madrid",Tarde,2019-08-09,Laborable,-3.6995308,40.3625971
2019-08-10 12:00:00,Despejado,Colision,Leve,FUENCARRAL-EL PARDO,CALLE ISABEL COLBRAND / CALLE PALAS DE REY Madrid,Mañana,2019-08-10,Laborable,-3.673488,40.5120601
2019-08-14 19:00:00,Despejado,Caida,Moderada,CARABANCHEL,"ANILLO VERDE CICLISTA, PKM 32 Madrid",Tarde,2019-08-14,Laborable,-3.764952199999999,40.4006459
2019-08-15 17:00:00,Despejado,Colision,Moderada,SAN BLAS-CANILLEJAS,GLORIETA SOBRE M-40 Madrid,Tarde,2019-08-15,Festivo,-3.6970276,40.36453909999999
2019-08-15 13:00:00,Despejado,Colision,Leve,SALAMANCA,CALLE ALCALA 149 Madrid,Tarde,2019-08-15,Festivo,-3.6765915,40.4245791
2019-08-16 21:00:00,Despejado,Caida,Moderada,USERA,AVDA. MANZANARES / CALLE SAN GRACIANO Madrid,Noche,2019-08-16,Laborable,-3.7026074,40.3931787
2019-08-19 19:00:00,Despejado,Colision,Leve,SALAMANCA,CALLE VELAZQUEZ 69 Madrid,Tarde,2019-08-19,Laborable,-3.6838482,40.4308701
2019-08-19 13:00:00,Despejado,Colision,Leve,MORATALAZ,CALLE ARROYO BELINCOSO 9 Madrid,Tarde,2019-08-19,Laborable,-3.6532002,40.4094013
2019-08-20 22:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA,CMNO. ROBLEDAL 2 Madrid,Noche,2019-08-20,Laborable,-3.7491851,40.415284
2019-08-20 22:00:00,Despejado,Colision,Leve,MONCLOA-ARAVACA,CMNO. ROBLEDAL 2 Madrid,Noche,2019-08-20,Laborable,-3.7491851,40.415284
2019-08-20 19:00:00,Despejado,Colision,Leve,RETIRO,PASEO. REPUBLICA DE CUBA 6 Madrid,Tarde,2019-08-20,Laborable,-3.6830708,40.4140416
2019-08-20 19:00:00,Despejado,Colision,Leve,RETIRO,PASEO. REPUBLICA DE CUBA 6 Madrid,Tarde,2019-08-20,Laborable,-3.6830708,40.4140416
2019-08-21 20:00:00,Despejado,Colision,Leve,SALAMANCA,CALLE PRINCIPE DE VERGARA / CALLE HERMOSILLA Madrid,Tarde,2019-08-21,Laborable,-3.6801264,40.4261381
2019-08-21 13:00:00,Despejado,Colision,Leve,USERA,CALLE MARCELO USERA / CALLE SAN ANTONIO DE PADUA Madrid,Tarde,2019-08-21,Laborable,-3.701962,40.3865055
2019-08-22 15:00:00,Despejado,Caida,Leve,PUENTE DE VALLECAS,AVDA. PEÑA PRIETA / CALLE MENDIVIL Madrid,Tarde,2019-08-22,Laborable,-3.6664644,40.4004357
2019-08-22 06:00:00,Despejado,Otro,Leve,CHAMBERÍ,CALLE BRAVO MURILLO / CALLE VIRIATO Madrid,Mañana,2019-08-22,Laborable,-3.7042835,40.4360373
2019-08-23 14:00:00,Despejado,Colision,Moderada,USERA,AVDA. POBLADOS / AUTOV. A-42 Madrid,Tarde,2019-08-23,Laborable,-3.7347719,40.373821
2019-08-24 20:00:00,Despejado,Imprudencia,Leve,MONCLOA-ARAVACA,CTRA. ZARZON 6 Madrid,Tarde,2019-08-24,Laborable,-3.7645045,40.4074312
2019-08-24 20:00:00,Despejado,Imprudencia,Leve,MONCLOA-ARAVACA,CTRA. ZARZON 6 Madrid,Tarde,2019-08-24,Laborable,-3.7645045,40.4074312
2019-08-25 21:00:00,Despejado,Imprudencia,Leve,CARABANCHEL,PASEO. ERMITA DEL SANTO 80 Madrid,Noche,2019-08-25,Festivo,-3.7328974,40.3995187
2019-08-25 21:00:00,Despejado,Imprudencia,Leve,CARABANCHEL,PASEO. ERMITA DEL SANTO 80 Madrid,Noche,2019-08-25,Festivo,-3.7328974,40.3995187
2019-08-25 19:00:00,Despejado,Colision,Leve,SALAMANCA,CALLE SERRANO 30 Madrid,Tarde,2019-08-25,Festivo,-3.6875416,40.4246478
2019-08-26 16:00:00,Niebla,Imprudencia,Leve,MONCLOA-ARAVACA,PASEO. CAMOENS Y VALERO 2 Madrid,Tarde,2019-08-26,Laborable,-3.7292713,40.432075
2019-08-27 22:00:00,Despejado,Colision,Leve,CENTRO,CALLE ATOCHA / PLAZA. EMPERADOR CARLOS V Madrid,Noche,2019-08-27,Laborable,-3.691912,40.4091669
2019-08-27 20:00:00,Despejado,Caida,Moderada,ARGANZUELA,PASEO. PONTONES / PASEO. MELANCOLICOS Madrid,Tarde,2019-08-27,Laborable,-3.7203707,40.4039831
2019-08-28 13:00:00,Despejado,Colision,Moderada,CHAMBERÍ,PASEO. GENERAL MARTINEZ CAMPOS 41 Madrid,Tarde,2019-08-28,Laborable,-3.6917622,40.43546420000001
2019-08-28 11:00:00,Despejado,Colision,Leve,MORATALAZ,CALLE FUENTE CARRANTONA 61 Madrid,Mañana,2019-08-28,Laborable,-3.6301015,40.4103322
2019-08-28 11:00:00,Despejado,Colision,Leve,MORATALAZ,CALLE FUENTE CARRANTONA 61 Madrid,Mañana,2019-08-28,Laborable,-3.6301015,40.4103322
2019-08-28 10:00:00,Despejado,Colision,Leve,SALAMANCA,CALLE CONDE DE PEÑALVER 68 Madrid,Mañana,2019-08-28,Laborable,-3.6747826,40.4315721
2019-08-29 23:00:00,Despejado,Caida,Leve,CHAMBERÍ,CALLE LUCHANA 30 Madrid,Noche,2019-08-29,Laborable,-3.699003,40.4312433
2019-08-29 15:00:00,Despejado,Imprudencia,Leve,VILLAVERDE,PASEO. ALBERTO PALACIOS 11 Madrid,Tarde,2019-08-29,Laborable,-3.710185,40.346149
2019-08-29 15:00:00,Despejado,Imprudencia,Leve,VILLAVERDE,PASEO. ALBERTO PALACIOS 11 Madrid,Tarde,2019-08-29,Laborable,-3.710185,40.346149
2019-08-29 08:00:00,Despejado,Colision,Leve,SAN BLAS-CANILLEJAS,CALLE CAMPEZO / CALLE LAGUARDIA Madrid,Mañana,2019-08-29,Laborable,-3.5826084,40.4462666
2019-08-29 03:00:00,Despejado,Colision,Leve,ARGANZUELA,CALLE SEGOVIA / RONDA. SEGOVIA Madrid,Noche,2019-08-29,Laborable,-3.716856899999999,40.4139115
